Epoch,Dice,MSE,SSIM
1,0.5286304700868414,0.00048739461087759297,0.9138297376196288
2,0.51976847371065,0.0004440561310363448,0.919182695746701
3,0.5564714104797512,0.0007414260000487689,0.9010921029962083
4,0.5097946171832476,0.000447887201823142,0.9188039803583185
5,0.521808999774155,0.0004204892579996232,0.9236202262144426
6,0.5186834080996013,0.00041823624653624454,0.9234910311861323
