Index,MSE,SSIM,Mean MSE,Mean SSIM
83,0.00010779873318782038,0.9666854068123824,-,-
84,0.0002408995105623761,0.9184831666649239,-,-
85,0.00014152045041720517,0.9401154621417074,-,-
86,9.166874896919129e-05,0.9749912501584093,-,-
87,0.00042717815739118104,0.9233628414292202,-,-
88,0.0004294055315883914,0.8756368606477402,-,-
89,0.0002358269664520378,0.9349951926980562,-,-
90,0.0008444550352281458,0.8882872588158809,-,-
91,0.00020814089272584154,0.9683698176191979,-,-
92,5.3522069924546175e-05,0.984841508402373,-,-
93,4.224178207587084e-05,0.980643158271276,-,-
94,0.00011188170094605486,0.9582428178019229,-,-
95,0.00027085929316447656,0.9218076069780888,-,-
96,0.0006938904968125602,0.8916071745521897,-,-
97,0.00012508377475388839,0.9738112983169914,-,-
98,0.0006098129127027074,0.903087826756985,-,-
99,0.00015116247641206316,0.9622877238940875,-,-
100,0.00046861459862308774,0.9028958521380364,-,-
101,0.00019796822433927575,0.9309646475506602,-,-
102,0.00048047296674880033,0.898283416165409,-,-
103,0.00023518159057023095,0.9398930006811214,-,-
104,0.000517560567423301,0.8947044490868532,-,-
105,0.00021837975351054144,0.9247472508434817,-,-
106,0.0008357352899806223,0.8457098011875346,-,-
107,0.00017765046773203334,0.9584780239250955,-,-
108,0.0002647254642707225,0.9285052608551125,-,-
109,0.0002513557030542828,0.9305056821760237,-,-
110,0.00015277315809999133,0.939123211253422,-,-
111,0.00012717104170838168,0.9721670999243519,-,-
112,0.0006153896222454998,0.9068186089448226,-,-
113,0.00017365244688473752,0.9632977017130923,-,-
114,0.000932809751464093,0.8759868982791891,-,-
115,0.0016012183814083207,0.8590446553240326,-,-
116,0.00021495429690710505,0.9306238849006614,-,-
117,0.0005975187779559457,0.8272898549872485,-,-
118,0.0003858763073688135,0.9459748182397408,-,-
119,0.0005762952887009025,0.9155446991183263,-,-
120,5.848760299123447e-05,0.9850837956959716,-,-
121,0.00026076605565567154,0.9355232009867087,-,-
122,0.00016931794801359373,0.9541565116957316,-,-
123,0.0009479369208509915,0.8603101093971558,-,-
124,0.00015053916466296763,0.962127915193729,-,-
125,0.00030929942517418256,0.9302614677999648,-,-
126,0.000276188884420902,0.9483007076098097,-,-
127,0.002926501615921919,0.8475957048388703,-,-
128,0.0006471211547043214,0.8526345769656228,-,-
129,0.0002847994122115046,0.95945609374567,-,-
130,0.0009121279366671135,0.8857119436078617,-,-
131,0.0003614755830033366,0.8811149700925166,-,-
132,0.0010086894070650454,0.8435442580365604,-,-
133,0.00028106836737001607,0.914611343117,-,-
134,0.0009258132149813255,0.9066360923960807,-,-
135,0.0007476387240973976,0.8793155771660159,-,-
136,6.130629594510886e-05,0.9798079056943463,-,-
137,0.0020832921009853286,0.8010706412777149,-,-
138,0.000269670036411335,0.9400288088948585,-,-
139,0.0011674408419231758,0.904767074057382,-,-
140,0.00016646836527392343,0.9569065761037248,-,-
141,0.00028235029348054526,0.9409793323480912,-,-
142,5.068131283796046e-05,0.9825438693212992,-,-
143,0.00024832409121974385,0.9344071295401187,-,-
144,0.0005626563450653843,0.9029360323252547,-,-
145,0.00017167329418052988,0.9646785132390193,-,-
146,0.0008458494884155029,0.9044478839906036,-,-
147,5.19709613949386e-05,0.9785341707939158,-,-
148,8.366939765469303e-05,0.9683307919622376,-,-
149,0.00030428535101552926,0.9308624886023542,-,-
150,0.001926402878928036,0.813369854828943,-,-
151,0.0001672560548117185,0.9511828597079878,-,-
152,0.00014494921664054823,0.9668567449742449,-,-
153,3.0119747564257653e-05,0.9934954558587935,-,-
154,0.0007615667078714345,0.9102403960641883,-,-
155,0.0001837765741793384,0.9623471882225124,-,-
156,0.00026952661954871124,0.9383477366381291,-,-
157,8.220213282938854e-05,0.9736478291391214,-,-
158,0.002968296599310386,0.8349007457677929,-,-
159,7.778489346057718e-05,0.9868769645824262,-,-
160,0.0008110389062368133,0.8626150485817078,-,-
161,0.00047636572844458343,0.9170703105776957,-,-
162,0.0008808696798549503,0.90710228036531,-,-
163,0.0002597985434362791,0.9546938917944563,-,-
164,0.00021743761504376693,0.9465463741701972,-,-
165,0.00034844450622401605,0.9301061411367397,-,-
166,0.000634561147158388,0.8831617823985408,-,-
167,4.747870397490867e-05,0.9807668905825497,-,-
168,0.00014751637848151332,0.9475973801224135,-,-
169,0.0003577235772357723,0.9261945531390638,-,-
170,0.00011064941913412621,0.9703915857773954,-,-
171,0.0003236344921967437,0.9221225666166202,-,-
172,0.0005800395720220177,0.8790486017539032,-,-
173,0.0012775838892115767,0.8652475135276441,-,-
174,0.0003340895814820147,0.9292645406418266,-,-
175,0.0011823142737838938,0.8862142695562435,-,-
176,0.00012971613941663537,0.9652399991541146,-,-
177,0.0020893244348686103,0.8640338876636797,-,-
178,4.8223368453916576e-05,0.9838283323037517,-,-
179,0.00016559021279201192,0.9485633317147719,-,-
180,0.00010302295166244967,0.9567232819468082,-,-
181,0.00021681209688140035,0.9404499752661925,-,-
182,0.0007672250547052588,0.9031289496666135,-,-
183,0.0005236977059369616,0.9439990041489497,-,-
184,0.0002576759738694476,0.9422900026892976,-,-
185,0.0009671547804425733,0.8705125873103782,-,-
186,0.0005838379124682759,0.8670885809915367,-,-
187,0.0011845350287412908,0.881768907991996,-,-
188,6.779866699542224e-05,0.982896072003435,-,-
189,0.00021780167323350418,0.9400640659604386,-,-
190,0.0002694846976965597,0.9358481515997881,-,-
191,0.00035184127945492766,0.9221204049557359,-,-
192,0.0004736463240879101,0.8820471918553171,-,-
193,0.00012757702175027042,0.9611712062707813,-,-
194,0.0006667339622714362,0.9149087183779329,-,-
195,0.0002418416490291506,0.9330199415467781,-,-
196,0.0002274999627667761,0.9479536333240317,-,-
197,0.00039195276951751806,0.8974886191234777,-,-
198,0.003789072407312715,0.8515791567149661,-,-
199,0.000893414242507986,0.8620447607466892,-,-
200,0.00021943993508732158,0.9387373477932975,-,-
201,0.0018896517562773836,0.8734424201735461,-,-
202,0.0012103610960799208,0.8273538039577643,-,-
203,0.0003236190473038457,0.918456445631874,-,-
204,0.00018706854277987113,0.9343187100055785,-,-
205,0.00022190229229790772,0.9313540048975302,-,-
206,0.00032747365128851785,0.9103935090745562,-,-
207,0.0008348615503252528,0.8924571937910698,-,-
208,0.00023500287109526908,0.9390349939117957,-,-
209,0.0001501960673993062,0.9552826837932598,-,-
210,9.617755448875474e-05,0.9612574534838847,-,-
211,0.000367065531025756,0.9421773930878655,-,-
212,0.000466691709457294,0.9120538452140543,-,-
213,0.00047214816947680974,0.9092845197828661,-,-
214,0.0008968474215578712,0.8681023475839157,-,-
215,0.0003112002502072649,0.9309970172897039,-,-
216,0.0003163411931290085,0.9517010662279544,-,-
217,0.0008137671362465711,0.8885722524552669,-,-
218,0.0006829003523090391,0.8459354959401875,-,-
219,0.00041438868286504973,0.9004250584846741,-,-
220,0.00042268369355788,0.9349309014535924,-,-
221,0.0009278122254049734,0.8743459108903288,-,-
222,5.223683419411032e-05,0.9813105860717035,-,-
223,9.691008369477142e-05,0.9717405819650446,-,-
224,0.0006247073054895012,0.888721520291156,-,-
225,0.00043638551997162556,0.9191098067497869,-,-
226,0.00038406484207321215,0.9219765765808087,-,-
227,0.0003151254594166133,0.9000444574515898,-,-
228,5.66121517107701e-05,0.9808875792335593,-,-
229,0.0016884698910087004,0.828580901963402,-,-
230,0.0012243464465990072,0.8530503474488927,-,-
231,6.236537431525342e-05,0.9815995153656507,-,-
232,0.00047312009452274455,0.9057048513241175,-,-
233,0.00026273196988025243,0.9443382200303806,-,-
234,0.00530882449471757,0.7492500564009124,-,-
235,0.00014517978682738181,0.9683561681289672,-,-
236,0.00034914504243760126,0.908980083395017,-,-
237,0.0011837473392034956,0.892538935341472,-,-
238,0.00020850826053548546,0.9663415385098261,-,-
239,0.0005047589576241783,0.9279596903311472,-,-
240,6.636891119572707e-05,0.9758449013730348,-,-
241,0.0006836075077624377,0.9045104826592377,-,-
242,0.00037391534102599314,0.9360084147598051,-,-
243,0.00029197687458250526,0.9539957287468709,-,-
244,0.005135568099015002,0.7540677479735352,-,-
245,0.00015257347769895367,0.9626969305814201,-,-
246,0.00024788170535888136,0.9343946105070139,-,-
247,0.0002675276091250633,0.9363738176189688,-,-
248,0.0003419168325613644,0.9493337471085374,-,-
249,0.0003441706837178285,0.8972749516907228,-,-
250,5.8482086958056634e-05,0.9787504699258229,-,-
251,0.00025788999595674765,0.9440101027305199,-,-
252,0.0003625114940341344,0.9284285761395427,-,-
253,6.601588507234554e-05,0.9749087720187415,-,-
254,0.00023967936402343875,0.9355583614972439,-,-
255,0.0008334516522449977,0.9374092740752029,-,-
256,0.0006941475439586473,0.883697434981419,-,-
257,0.0005037020856673048,0.9010022711801877,-,-
258,0.0006366737878654992,0.8844654083295452,-,-
259,0.0006478492710837957,0.8331619201045577,-,-
260,0.0019757813047293917,0.8054362789871374,-,-
261,9.118223484290613e-05,0.9715369615753536,-,-
262,0.0006297235860614255,0.8803714549724234,-,-
263,9.226227413912648e-05,0.9613809563460628,-,-
264,0.0005117488748671324,0.9193026712546227,-,-
265,0.00027473927090176665,0.9391353325580649,-,-
266,0.005866637762652815,0.7533739268007074,-,-
267,0.00012169913679596799,0.9579503147186829,-,-
268,0.0038728466095977877,0.7856194204475214,-,-
269,0.00024933683491119466,0.940249089739239,-,-
270,0.00026941960850506124,0.9253857738069118,-,-
271,0.0002383588256806647,0.9380798824616657,-,-
272,0.000272604566061944,0.9600309254644089,-,-
273,0.00040074532640298926,0.9189334813941256,-,-
274,8.826976932500854e-05,0.9789357575647485,-,-
275,0.00048078517422666593,0.9343352822050864,-,-
276,0.0011128828609678321,0.8404597533268459,-,-
277,0.0004307017993851829,0.8781389140160013,-,-
278,0.0007437179277145916,0.8993361544192537,-,-
279,0.00017449639996094647,0.9316390356938575,-,-
280,0.00015370205808713897,0.9675136954899851,-,-
281,0.0011771049320507454,0.8649891845393731,-,-
282,0.0004429176064608193,0.923713346051986,-,-
283,0.0001260237068073917,0.9439364671226435,-,-
284,0.00015232084337940877,0.9558396678973289,-,-
285,0.0005155416992802127,0.9201002329048026,-,-
286,6.211494640897966e-05,0.9776376088708003,-,-
287,0.00014781534747975204,0.954295827072939,-,-
288,0.0009058948191761584,0.8837104288705441,-,-
289,0.000147331039766738,0.9452816922562997,-,-
290,0.0003776022576020591,0.9085512730260122,-,-
291,0.000322376836632197,0.9262070686345489,-,-
292,0.00020581312672479461,0.9441836450353005,-,-
293,0.00034697282857216934,0.9293916086164687,-,-
294,0.0013995952334854103,0.8819242118295051,-,-
295,0.0008053242958645747,0.8887126577720929,-,-
296,9.344380844581903e-05,0.9762734567536129,-,-
297,0.0007350908518244555,0.8814386604426054,-,-
298,9.916724447114204e-05,0.981223098484946,-,-
299,0.0002369632692866721,0.9509678146723384,-,-
300,0.000383121600399802,0.9457664050013641,-,-
301,0.0002530689829593187,0.9267139730832229,-,-
302,0.0005106920029102591,0.9032147185872447,-,-
303,0.0007358664060892594,0.8884513761944768,-,-
304,5.974746496905229e-05,0.9820997469925133,-,-
305,0.0006767643170020139,0.8893829428399199,-,-
306,0.00015132906061403377,0.9605309139680691,-,-
307,0.00022748782749378482,0.9369608265146052,-,-
308,0.0038123555833563627,0.7687672889875605,-,-
309,0.0005750530780292538,0.9116179213209757,-,-
310,7.437377854340318e-05,0.9767043865868071,-,-
311,0.00010469761933524078,0.984377812570354,-,-
312,0.0003424154819606409,0.9351164026977471,-,-
313,0.00129701797730373,0.847447428186008,-,-
314,0.00016010727581324254,0.9619268003028366,-,-
315,0.00021910566347674466,0.9644448029494748,-,-
316,8.615933503116835e-05,0.9783422578051372,-,-
317,0.00013009784891254163,0.9740419147521026,-,-
318,0.00016692840244095496,0.9497705281958633,-,-
319,0.0002610043482889541,0.9177653119585789,-,-
320,0.0002751375284972064,0.9282510047267133,-,-
321,0.0001324388533932154,0.9578999180259961,-,-
322,0.00016185585833061668,0.9433403969590568,-,-
323,0.0005872137247731117,0.9022326498221312,-,-
324,0.0009817016631391633,0.8699330628833014,-,-
325,0.00029793529362120405,0.9318429787949614,-,-
326,0.00017505903534508583,0.950971085922364,-,-
327,0.0004158239546979227,0.9135817436692539,-,-
328,0.00024484347428452914,0.9375514904019173,-,-
329,0.0001848643359220077,0.9478224682151261,-,-
330,0.0011775186345390827,0.8576566324061045,-,-
331,0.000608725150960038,0.9018557671430526,-,-
332,0.00040590723025080855,0.8914007344210046,-,-
333,0.0009092364320752917,0.8443512585337861,-,-
334,0.0013822969534397155,0.8962234682129138,-,-
335,0.0001963211368323738,0.9666236798818191,-,-
336,0.0022841738940491377,0.8319648497512607,-,-
337,0.00023371542895156202,0.9456560913192882,-,-
338,7.540748316092973e-05,0.9727448123376188,-,-
339,0.00018694057081014532,0.9404425395280303,-,-
340,0.0006034176238363238,0.9211831671253253,-,-
341,0.003012290273523537,0.7907598766102906,-,-
342,0.00020043609758303976,0.9355751356341451,-,-
343,8.552278480244604e-05,0.9680754884917483,-,-
344,0.00016007638602744668,0.9449545284413639,-,-
345,0.00038724318039028144,0.9344924270494788,-,-
346,0.00015331814217796157,0.9715202741171406,-,-
347,0.00010082315763112852,0.9693679864657577,-,-
348,8.771816600722491e-05,0.9562052429005234,-,-
349,0.0003500231949195128,0.9319734437156137,-,-
350,0.00023868316843152147,0.9443990200692463,-,-
351,0.0002696501786918948,0.9271677982043729,-,-
352,0.0002089947746617706,0.9532025042758508,-,-
353,9.431313527464606e-05,0.9631693236962474,-,-
354,0.0007206399481051598,0.9334177245674259,-,-
355,0.00010866364719010512,0.971342318323246,-,-
356,0.00019446995609789195,0.9299889096198215,-,-
357,0.0007489967714657809,0.8595076592453533,-,-
358,0.00023580821193923317,0.955572808902821,-,-
359,0.0002085810721734329,0.94411827241411,-,-
360,0.00025841070948873544,0.913931862819337,-,-
361,0.0005647590569127755,0.8817291903770003,-,-
362,0.0003385079240574616,0.9138690526155885,-,-
363,0.0011917952316099591,0.8313312962924069,-,-
364,0.0006391857893746859,0.8751732848921414,-,-
365,0.0007839606993668145,0.8487140937855973,-,-
366,0.00023495322679666856,0.9563910750161903,-,-
367,0.00017094076497451316,0.9632778827135471,-,-
368,0.00022940961345294298,0.9153248134445386,-,-
369,0.0002040943307865808,0.958198228924319,-,-
370,0.00037383149732169005,0.9231816972815958,-,-
371,8.04712016181835e-05,0.9773492260221445,-,-
372,0.0001169840316355535,0.9447334461057181,-,-
373,0.00032937447632160017,0.9232738247658725,-,-
374,0.00016624000150036104,0.949258746604474,-,-
375,7.314480635138124e-05,0.9753245506073778,-,-
376,0.00016741932939378244,0.938951464425347,-,-
377,0.00025590201759945544,0.9275253404668263,-,-
378,0.00036204925045383164,0.906750137720366,-,-
379,0.0005216214710488241,0.9338500467169389,-,-
380,0.00023631017095841628,0.9316478773604434,-,-
381,6.12169362076279e-05,0.9788459283604434,-,-
382,0.00029415019165457277,0.9104801473041501,-,-
383,0.00014930247002449673,0.9548544951070346,-,-
384,0.00026292613424811227,0.9131537728209759,-,-
385,0.0007667109604130847,0.8997381045597458,-,-
386,0.00272440298593908,0.8302566439318884,-,-
387,0.0004151565146834045,0.9641775533625789,-,-
388,0.00014021756338060022,0.9535277901692881,-,-
389,0.0006662540673849646,0.8921370030077238,-,-
390,0.0002885425923259843,0.9278747653222725,-,-
391,5.85339376699283e-05,0.9792019261713392,-,-
392,0.0005797174356844321,0.872559696196761,-,-
393,0.0003659005448185969,0.9239918587488353,-,-
394,9.47897205412111e-05,0.9850140365784584,-,-
395,0.0003139935694085212,0.9463078175108058,-,-
396,8.033550720200871e-05,0.9877129298344596,-,-
397,0.0002939913298990511,0.9332945038456256,-,-
398,0.00018921979571922726,0.9598460224339639,-,-
399,0.0005321504751786781,0.8897592171448057,-,-
400,0.0006520403530923158,0.9128076163201851,-,-
401,0.001149123198946217,0.8289033260152586,-,-
402,0.0011883079954349309,0.8367171278723023,-,-
403,0.0008816375116733052,0.8448579309573553,-,-
404,0.00018027940914459016,0.9494278293230621,-,-
405,0.00013327398081633982,0.9434698087536763,-,-
406,0.001363848028873124,0.8481058101070901,-,-
407,0.00036806724265085115,0.8854616771516517,-,-
408,0.0005315900462078099,0.91458175787089,-,-
409,0.0008607107850032295,0.8803250063984966,-,-
410,0.00011780702378568667,0.9720559657745771,-,-
411,0.00023686729030937778,0.9488831645378268,-,-
412,0.0036847013371416027,0.7495195082140605,-,-
413,0.00034922998934854,0.9054903677607613,-,-
414,0.00028093598257374796,0.9439250066378225,-,-
415,0.0003974610802489055,0.8878240081067988,-,-
416,0.0003965012904759619,0.9152857126420141,-,-
417,0.0004928189522074337,0.9028507825629475,-,-
418,0.00011907240179668233,0.9612734790941873,-,-
419,0.00207202505161628,0.8297298911377148,-,-
420,0.0005640982361380708,0.8854908800315077,-,-
421,0.0009895553911777669,0.8453256047863541,-,-
422,0.000731342155676798,0.8858109842768369,-,-
423,6.294897062546853e-05,0.9713791176536527,-,-
424,0.00019862683870070942,0.9379019023062407,-,-
425,5.5571827853430176e-05,0.9825315324714828,-,-
426,0.00024407012643299646,0.9426378143098053,-,-
427,0.00011737897961108657,0.9695214415011716,-,-
428,0.00025238058201872474,0.9409875476848081,-,-
429,0.00016427408727578017,0.9312699927314557,-,-
430,0.00016034998127306737,0.9532429756591491,-,-
431,0.00022414952421455822,0.9283315153298382,-,-
432,0.0002723166291300609,0.9201931658123957,-,-
433,0.00029484741824825124,0.9595524213501713,-,-
434,0.0004223328738477696,0.8636583232696208,-,-
435,0.00034830991501447683,0.9004983896551636,-,-
436,0.00032401178886610766,0.906234847676243,-,-
437,0.0004233268630264157,0.9027601369716214,-,-
438,0.0010218506622273632,0.8704957425958039,-,-
439,0.0002448732608636895,0.9479401110730759,-,-
440,0.00017294308501806778,0.9548339565759479,-,-
441,0.00014705965093438842,0.9540909038019185,-,-
442,0.0004311397724195032,0.9075014363148606,-,-
443,0.0031271605612453435,0.7715491222789806,-,-
444,0.00023309211720246657,0.9131844487438583,-,-
445,0.0007523185266454741,0.8513141225640671,-,-
446,8.09499932980197e-05,0.9767646595098841,-,-
447,0.0003225158406682785,0.9299463450813193,-,-
448,0.00021938477475554315,0.9355134311176777,-,-
449,0.0007610217237934644,0.8687838616760414,-,-
450,0.002208990361835228,0.7659900001590134,-,-
451,0.003688049569280549,0.7997001260003002,-,-
452,0.0006918528741566674,0.9019132186394717,-,-
453,0.00017059877091748734,0.9554259345004905,-,-
454,0.0001946740493254719,0.9333777163061927,-,-
455,0.00030468140219769795,0.9213841281545461,-,-
456,0.0006938154787613416,0.902997796894866,-,-
457,0.00046767576977622,0.9146423659626299,-,-
458,0.0009931110261642002,0.8986716122809069,-,-
459,0.0007216273180439926,0.8813509436818121,-,-
460,0.00018331543380567126,0.9631828251481285,-,-
461,0.00011489345506115349,0.9785458461159081,-,-
462,0.0014803477527956636,0.8056908624489063,-,-
463,0.00042535014399604616,0.8891902953444439,-,-
464,0.00016054635205419837,0.9495493895250355,-,-
465,0.0006194792092435478,0.8690607499935981,-,-
466,0.00020364973851244724,0.9099620766765666,-,-
467,6.121914262089904e-05,0.9819828068025381,-,-
468,0.00019127176006138245,0.9438279354851413,-,-
469,0.0004179046024126025,0.9233248823043558,-,-
470,4.534620554835713e-05,0.9810431699477903,-,-
471,0.0006566120413901065,0.8504649030073582,-,-
472,6.777219003616863e-05,0.9815897081330149,-,-
473,0.001307136588565153,0.8505687354592881,-,-
474,0.00010836578139850196,0.9680580183098986,-,-
475,0.0018844655818835818,0.7980442315734876,-,-
476,0.00017252938252973005,0.9416032839236531,-,-
477,0.00019036382100031055,0.9507608692577507,-,-
478,0.00012069411555096622,0.9694030784802007,-,-
479,0.0005584928432227534,0.90384000101213,-,-
480,0.0004646551900080368,0.9213964654082575,-,-
481,8.745670603459545e-05,0.9675942989577657,-,-
482,0.00014482455429072914,0.96888291827598,-,-
483,0.00038258433876828084,0.8769601360656584,-,-
484,0.0010449507059695062,0.8436012310891231,-,-
485,0.0012856108206919644,0.8311396160370986,-,-
486,7.102003037127869e-05,0.9859080736528026,-,-
487,0.0001960089293545083,0.9518321253739654,-,-
488,0.0004233654752586606,0.9040137459178578,-,-
489,0.0003598174634300791,0.937576598183613,-,-
490,0.000920215544512457,0.8595799226052118,-,-
491,0.0003708440137525739,0.9134179486804468,-,-
492,0.002195657006437762,0.8455108574931889,-,-
493,0.00012663598649013155,0.9666421944887404,-,-
494,0.000609930955812713,0.8970909863658335,-,-
495,0.0011120455271314365,0.8248998790790392,-,-
496,0.0002164899605438147,0.9442679889532674,-,-
497,0.002672216899250206,0.7755502017655467,-,-
498,0.0001936646152539278,0.9519676122778766,-,-
499,0.00010243935535223456,0.9636613234564919,-,-
500,0.00030369734187877194,0.9262219372674584,-,-
501,0.0006289403093501727,0.8760335863367916,-,-
502,0.00046961410383491173,0.8906270706444573,-,-
503,0.001376197323951664,0.870301975735692,-,-
504,0.00015486152826112016,0.962168894920984,-,-
505,0.0001418591348543243,0.9634504147451791,-,-
506,9.044749922361833e-05,0.9701267014679703,-,-
507,0.00011315700781677061,0.9748842042163306,-,-
508,0.00024125033027248653,0.9673231597643824,-,-
509,0.0007912209022354828,0.8715252528601541,-,-
510,0.0002766919466467206,0.9320668042864846,-,-
511,0.0003869122183996112,0.8933353838309921,-,-
512,0.0001806710475002165,0.9601162162480917,-,-
513,0.001031523578008017,0.8830208466793329,-,-
514,0.002163297749403304,0.8607531818855318,-,-
515,0.0006118604642183201,0.9052928594066869,-,-
516,0.00018402589887897658,0.9238364687533375,-,-
517,0.001618084204452873,0.7988310252932214,-,-
518,0.00046588636861332995,0.9125732296075834,-,-
519,0.00041962119193754524,0.9147088043779019,-,-
520,0.0002441716214434687,0.9193312910552837,-,-
521,0.0003933549451513242,0.8806176085287934,-,-
522,5.357061101651114e-05,0.979292119251914,-,-
523,0.0003969922174287894,0.9112338558839971,-,-
524,0.0005724881226015598,0.8901727787444537,-,-
525,0.0010014556811556309,0.8516908085538404,-,-
526,0.0005785546558905442,0.8911213411363089,-,-
527,0.0026125863741845233,0.8168870896695576,-,-
528,0.0012581045696473656,0.8451186827890793,-,-
529,0.0019375860845927814,0.864223509022071,-,-
530,0.00014656320794838318,0.9624972335723929,-,-
531,0.0004077264179928589,0.8971298726877602,-,-
532,0.000526187643313437,0.8631974910027027,-,-
533,0.0008131250699846709,0.8592360214019962,-,-
534,0.0016334209831005292,0.8734040894473698,-,-
535,0.000394247439319498,0.9020376980749484,-,-
536,0.00022544468880471424,0.9295589737028863,-,-
537,0.0002777885340424746,0.9490059016860642,-,-
538,0.00034319875867189366,0.8916963225564226,-,-
539,0.0015737926644481181,0.8341527410155367,-,-
540,0.0004278853128445797,0.8924684296375488,-,-
541,0.00037317619258016315,0.9057407584481251,-,-
542,0.0005634153512306545,0.8834689365024148,-,-
543,9.58852047303294e-05,0.9540798085810318,-,-
544,0.0014867452480753181,0.9026650658150384,-,-
545,0.00014313223531176898,0.9538587434699884,-,-
546,0.0011603075078175978,0.7559412932078128,-,-
547,0.00018607676001449616,0.9480397429855477,-,-
548,5.936796188641716e-05,0.9748049853329005,-,-
549,0.005422516557752591,0.727804579659851,-,-
550,0.0004975649471536441,0.8613527705000559,-,-
551,0.001547125953653186,0.851324105109294,-,-
552,0.0007788727103635783,0.8774308528154617,-,-
553,0.0001019771117719319,0.9675767959235323,-,-
554,0.0005533651387806367,0.9088400141548807,-,-
555,5.9345897753705816e-05,0.9764371711932974,-,-
556,7.581125678954735e-05,0.9702279865417804,-,-
557,0.00022271204596841413,0.9441102462289751,-,-
558,4.246793943616213e-05,0.9900599756511838,-,-
559,0.0012261523958614305,0.8408267120704992,-,-
