Image Pair,MSE,SSIM,Mean MSE,Mean SSIM
4,0.00018639990995086885,0.9531105082964498,-,-
5,0.00016381921449831253,0.9579168563357175,-,-
6,0.00016503390081197466,0.9581710600960086,-,-
7,0.00010329117203156092,0.9668832010994827,-,-
8,0.00011020827255220461,0.9658524186920676,-,-
9,0.00018334666082595817,0.9568987292176607,-,-
0,0.000224885848394729,0.9475109166847075,-,-
1,0.00034677384863013533,0.9315943880320611,-,-
2,0.00023984347983773617,0.9505546192862141,-,-
3,0.0001353625938767129,0.964001927589364,-,-
4,0.00017912411021332137,0.9580571666522494,-,-
5,0.0002132373850576233,0.9539317190145,-,-
6,0.00014059587743517945,0.9625960621715013,-,-
7,0.0001424146942929917,0.9606710934368308,-,-
8,0.00010547673948794553,0.9659571717032954,-,-
9,0.00011902086849811318,0.965636726717473,-,-
0,0.00015773159010667914,0.9613669966473047,-,-
1,0.002037611327522436,0.9291612505640796,-,-
2,0.0013533792534444074,0.9226620122427847,-,-
3,0.00021720818376536622,0.9510976652541845,-,-
4,0.00011835195758990797,0.9684771674545303,-,-
5,0.00011960603192021405,0.9671051317254448,-,-
6,0.00011487142595016876,0.965961496997266,-,-
7,0.0001016522547762295,0.9681900470865477,-,-
8,0.0001031365065787981,0.9673350030969977,-,-
9,8.371452888282911e-05,0.9721847623156261,-,-
0,9.688814677799656e-05,0.9689612008860772,-,-
1,0.0001914458416727077,0.9564289955352941,-,-
2,0.0001949951621134577,0.9551271674783951,-,-
3,0.0006345430194148971,0.9384210449808006,-,-
4,0.0002179142987311389,0.9583261016450239,-,-
5,9.483234814140819e-05,0.9735878969378894,-,-
6,7.79539675059131e-05,0.9736312812335302,-,-
7,8.224965514287657e-05,0.9697492763266178,-,-
8,6.744251616950995e-05,0.9734199899792748,-,-
9,6.54777742133638e-05,0.9746223482541233,-,-
0,5.6327371264269176e-05,0.9767508799489946,-,-
1,6.410915765248652e-05,0.9775059352532048,-,-
2,0.0001020819946203059,0.9657235693459104,-,-
3,0.00014043349856239788,0.9604432377868616,-,-
4,0.0003154764409892876,0.9517708774309351,-,-
5,0.00013952373666803016,0.9616451170056369,-,-
6,7.171267461241104e-05,0.9760480744044496,-,-
7,6.523955750416127e-05,0.9780254345793703,-,-
8,7.534536467909627e-05,0.9750979309554889,-,-
9,6.241495447984404e-05,0.9768108019033813,-,-
0,5.709403436083363e-05,0.9787325915738232,-,-
1,4.6798024266175266e-05,0.981307510630884,-,-
2,5.384572243815761e-05,0.9808313443931597,-,-
3,8.859611705661598e-05,0.9749262433173912,-,-
4,0.00012858474533446822,0.9668268497928078,-,-
5,0.00032929946379941757,0.9537611478585083,-,-
6,7.102168427051905e-05,0.9748217867871457,-,-
7,5.234051551541031e-05,0.9796481728410308,-,-
8,7.242260903775236e-05,0.9761345105075944,-,-
9,8.505268617164226e-05,0.9731083221982242,-,-
0,7.712624875116095e-05,0.9727288690253384,-,-
1,7.480453281034052e-05,0.9755117891784351,-,-
2,6.364408766501722e-05,0.9771011592449671,-,-
3,6.108493525396596e-05,0.9797485562493314,-,-
4,9.13575488507337e-05,0.9728872012358938,-,-
5,8.050095350048989e-05,0.9730370507332877,-,-
6,6.364744756414027e-05,0.9777746282479652,-,-
7,5.558882243577514e-05,0.9799274972069707,-,-
8,5.9155635712549156e-05,0.9788822916399721,-,-
9,0.00024140211146430666,0.9196666806912293,-,-
0,0.00044124262628256693,0.8838813352005243,-,-
1,0.0009524542153486607,0.9013491378038746,-,-
2,0.00028580221224042184,0.9170346601107917,-,-
3,0.00028773398925980854,0.9298322394738914,-,-
4,0.0002616857591804707,0.9325457855753316,-,-
5,0.00022947424525908772,0.9384384679970295,-,-
6,0.00023224530226873056,0.9345972309144877,-,-
7,0.0003007506738619827,0.9090111925522528,-,-
8,0.0011692869573584294,0.8753998353728205,-,-
9,0.0003864680936176057,0.9202790431763775,-,-
0,0.0007564737821941507,0.8997520558662873,-,-
1,0.0006987073587938011,0.8615639303702157,-,-
2,0.0014082753225713308,0.8775538178731679,-,-
3,0.0004166005002346654,0.91277067244665,-,-
4,0.0005248911313440982,0.912209873564312,-,-
5,0.0004638750985040885,0.9218225932101786,-,-
6,0.00040647080710945016,0.9229533180729839,-,-
7,0.0002141925029518566,0.9351297487482065,-,-
8,0.0005117757279430156,0.8888115996562661,-,-
9,0.0008712296715955935,0.8646442549900494,-,-
0,0.0006281134829601592,0.8941158973690815,-,-
1,0.0003899275041074,0.9399601323296949,-,-
2,0.0009364170781330703,0.9036416605663613,-,-
3,0.0008782580389751337,0.8925374346706445,-,-
4,0.0006003106521592239,0.9185578079884621,-,-
5,0.0011984092754756162,0.9271368139347761,-,-
6,0.0004334691861927967,0.9410900217127527,-,-
7,0.00038733313432390124,0.9433653829791147,-,-
8,0.0003686448271491935,0.9382818942687525,-,-
9,0.0005346687898655156,0.9064059615278957,-,-
0,0.0013319008185597885,0.8621242535538166,-,-
1,0.0005919328877555345,0.8952211021654798,-,-
2,0.00012726707798046705,0.9477111512367089,-,-
3,0.00023958654157631997,0.9289316319261555,-,-
4,0.002978619784842639,0.9037727349594986,-,-
5,0.001562893278754006,0.9251779426771597,-,-
6,0.0007652874644334172,0.933966713633559,-,-
7,0.0001777759594666185,0.9496420974722455,-,-
8,0.00134431247405103,0.942566727281991,-,-
9,0.0011499342505844853,0.9449455648376458,-,-
0,0.0012720068818108175,0.9020644032455555,-,-
1,0.001984362537846188,0.8963330678130947,-,-
2,0.0008789894968783319,0.9226914244357224,-,-
3,0.00011534559776077766,0.9546183905826071,-,-
4,0.00029439671013669195,0.9435637532488296,-,-
5,0.00441152844118871,0.9118554268394485,-,-
6,0.00013621386297519954,0.9560535748337368,-,-
7,0.00012438864033411282,0.9573396462158077,-,-
8,0.00011263742929105157,0.9603051902374805,-,-
9,0.0001315758085905435,0.9507814700857513,-,-
0,0.00011982397788433448,0.9502009982637707,-,-
1,0.004596926090947311,0.8952143049209856,-,-
2,0.005258457219327305,0.8898330184714281,-,-
3,0.0001668925703124186,0.9403895688780006,-,-
4,0.00019371574557380957,0.9399131673874767,-,-
5,0.00023562699211336104,0.9256969584828776,-,-
6,0.0006156954086861369,0.9268653957885767,-,-
7,0.00017661724948065936,0.9400841835957973,-,-
8,0.00017158858379033495,0.9424360328149505,-,-
9,0.00014352337798609376,0.9474814186812366,-,-
0,0.0002256641713758751,0.9350278328611624,-,-
1,0.00024538216793966775,0.9327279858115405,-,-
2,0.0002863042437051405,0.916854484850811,-,-
3,0.0004028419417993545,0.9101642880646156,-,-
4,0.0003330852236730933,0.9261062957205366,-,-
5,0.00022226996445722487,0.9416565183031257,-,-
6,0.00027446289860696575,0.9310504121013077,-,-
7,0.0002572367212200963,0.9222572625056388,-,-
8,0.003993408943164163,0.918106627278028,-,-
9,0.00019505776204593455,0.9418786527189654,-,-
0,0.0001428196114675693,0.9508001442008743,-,-
1,0.00020071221166366392,0.9422838371605714,-,-
2,0.0003418066435365357,0.92913992490036,-,-
3,0.00030524167117863257,0.9275056633856793,-,-
4,0.0003570041492298044,0.9208656315630797,-,-
5,0.0003854009999539008,0.9379030445707778,-,-
6,0.00016332322653009264,0.958358865379522,-,-
7,0.00019526583193567846,0.9478828141248196,-,-
8,0.00030063443405746573,0.9348170802389321,-,-
9,0.00022601394788086956,0.953415107718443,-,-
0,0.0001267369186402682,0.9627569909512385,-,-
1,0.00011691778958838113,0.9657771623811765,-,-
2,0.00017448123671016128,0.9539070953501434,-,-
3,0.00023561566457849337,0.9436249359007518,-,-
4,0.00026775478373500624,0.9408449330815474,-,-
5,0.00027360151795911223,0.9468145869547963,-,-
6,0.00017157287530920613,0.9553546715570812,-,-
7,0.00015401341686253157,0.9600737254913605,-,-
8,0.00045405597244368897,0.9415004503494431,-,-
9,0.00032597201579119794,0.9356303369896594,-,-
