Index,MSE,SSIM
1,0.0015129527515384653,0.8923546631093118
1000,0.0015129527515384648,0.8923546631093118
2000,0.001512952751538465,0.8923546631093118
3000,0.0015173590293069597,0.8915577510745895
4000,0.001512952751538465,0.8923546631093118
5000,0.0014546280206163712,0.8935275330593414
6000,0.0014069022272680093,0.893616618624974
7000,0.001397864688603178,0.8943894114925721
8000,0.0013570370069382297,0.8943166009382387
9000,0.001360643264983832,0.894668765122619
10000,0.001375522089538683,0.8948875200282653
11000,0.0013269583325386358,0.89498880044488
12000,0.0013095123240766016,0.8942048413736503
13000,0.0013036823589027027,0.8944091125567744
14000,0.0012885352744593016,0.8939260087473738
15000,0.0012961366209309332,0.895479030349132
16000,0.0012886768565085413,0.8958630326015262
17000,0.0012654425537803992,0.8956185894606401
18000,0.0012558925203674162,0.8961323875317778
19000,0.0012378129939454453,0.8959789384684733
20000,0.001222849128986091,0.8960150922106117
21000,0.001214368769715152,0.8964199918087596
22000,0.0012049802530595729,0.8959776900881093
23000,0.0011976454960720185,0.8968777539546395
24000,0.0011812604808249638,0.8967484179179793
25000,0.001165860427727833,0.8958719617870873
26000,0.001148020603140762,0.8977494583630702
27000,0.0011365891742704112,0.8987212298259352
28000,0.001095934910531228,0.9002807683010634
29000,0.0010973130156284392,0.9016227696394481
30000,0.0010773474665530442,0.9011150628936302
31000,0.0010558094338731405,0.9014916619749482
32000,0.0010568388639335211,0.9030723084254125
33000,0.0010567502432801492,0.9020595456358167
34000,0.0010435378912004396,0.9017040795949638
35000,0.0010486289329774137,0.9030219001243018
36000,0.0010297852680784616,0.9034854270733567
37000,0.0010242991437179102,0.9043582650696211
38000,0.0010099347613465083,0.9043182935251137
39000,0.0010059149630248776,0.9050433001062693
40000,0.0009910023038280768,0.9051233810444304
41000,0.000995303456346072,0.9038506231045689
42000,0.0009928612921039212,0.9057379839763077
43000,0.000981020658750765,0.9059460396764998
44000,0.0009974099241615159,0.9012452314934185
45000,0.0009801244976552009,0.9051867310348343
46000,0.0009716404084617606,0.9058536306743606
47000,0.0009785960476309838,0.9062736259564179
48000,0.0009693774651112791,0.9063512635314604
49000,0.0009753480068616043,0.9070671750207459
50000,0.0009498477462702652,0.9067625651205723
51000,0.0009725293300514365,0.9063928088946309
52000,0.0009498125345850346,0.9065673723732871
53000,0.0009512172074257955,0.9072814639919913
54000,0.0009447332493111546,0.9068059428180225
55000,0.0009501702577646776,0.9079087230670332
56000,0.0009523431217299055,0.9066505909272905
57000,0.0009371118556706573,0.9084939196433638
58000,0.0009510576696110171,0.9075945344422367
59000,0.0009253322107718631,0.9080654059692955
60000,0.00092862739575442,0.9091364039482618
61000,0.0009156125213544683,0.9084914871470077
62000,0.0009137593597629472,0.9090285464259471
63000,0.0009065864568173173,0.9093167343475238
64000,0.0009263727885882377,0.9081082427649503
65000,0.0009002559796275115,0.9089439844100845
66000,0.0008908026631315254,0.9098063584405877
67000,0.0009012726297635199,0.9104148897122771
68000,0.0009030253763138861,0.9097645540465212
69000,0.0008892187145708002,0.9098975160756508
70000,0.0008744701067035188,0.9101327338783238
71000,0.0009084138049919401,0.9052863182516676
72000,0.0008850809158727305,0.9091640675866051
73000,0.000879819659867859,0.910021667695654
74000,0.0008849840969807867,0.9093765039897779
75000,0.0008703446177152906,0.9108801867590639
76000,0.0008598690331158756,0.911395093509517
77000,0.0008661930355569685,0.9107012317243945
78000,0.0008636862457241604,0.9101453109632469
79000,0.0008609572050696204,0.9116497622485402
80000,0.0008589236715474079,0.9112426405783902
81000,0.0008683123277232653,0.9093697484990533
82000,0.0008475819737311132,0.911188975317193
83000,0.000853015071043938,0.9115494763240626
84000,0.0008445378476579423,0.9117565520813975
85000,0.0008542206513858455,0.9120404538260681
86000,0.0008534581823861966,0.9123989867830383
87000,0.0008607674184295607,0.9120004556076692
88000,0.0008322024762857602,0.9122324168787236
89000,0.0008329403561340959,0.913076887814257
90000,0.0008363333825452419,0.9119348903211291
91000,0.0008398458773251234,0.9120079184046272
92000,0.0008233546760140519,0.9128882605490206
93000,0.0008486816825915747,0.9129982217170245
94000,0.0008347289997502533,0.9132761333597104
95000,0.0008353636582444999,0.9101742709678018
96000,0.0008251739019786916,0.9126695363697962
97000,0.0008247983163951881,0.913284879421648
98000,0.0008234243121428137,0.9141674239920872
99000,0.0008143025651409867,0.9132692259562092
100000,0.0008142125979534267,0.9132742608111009
