Image Pair,Dice full,Dice no background,SSIM,MSE,Mean Dice full, Mean Dice no background,Mean SSIM,Mean MSE,Mean Time,Mean NegJ
0,0.24077164689887956,0.0,0.0038854459989116157,0.7682810476136475,-,-,-,-,-,-
1,0.24073761498860663,0.0,0.0031405247175473553,0.7606879852207793,-,-,-,-,-,-
2,0.7426747286407128,0.6036283794273548,0.0031802092013496356,0.7802911556148728,-,-,-,-,-,-
3,0.7566562618912187,0.6202282948609917,0.003460631469557616,0.778314308125498,-,-,-,-,-,-
4,0.7585958365207618,0.6495518353623719,0.003397980408699822,0.7905123334020842,-,-,-,-,-,-
5,0.772953008930563,0.6878310715366764,0.00309835375829287,0.7975701837378443,-,-,-,-,-,-
6,0.8065266348571434,0.729204362071495,0.002624790984762959,0.7963033720659609,-,-,-,-,-,-
7,0.8155878058462495,0.7416066753926701,0.00256989136854753,0.8025173275530937,-,-,-,-,-,-
8,0.8033893896532536,0.7253399578980975,0.0022815056312462893,0.8124531854823287,-,-,-,-,-,-
9,0.8395312723568319,0.7727235227770854,0.002476710875693991,0.7972918203871797,-,-,-,-,-,-
10,0.8304567910558621,0.7693030636669007,0.0024113422892259317,0.8034939535792329,-,-,-,-,-,-
11,0.7963454979191049,0.7171819273025919,0.00226389578268684,0.8080648525517307,-,-,-,-,-,-
12,0.8132983653057091,0.7263902385269632,0.0023405694428854846,0.8123882998108788,-,-,-,-,-,-
13,0.7965216472965235,0.7122091820794114,0.002258014842938871,0.8149531872362957,-,-,-,-,-,-
14,0.7401491573997545,0.6202785876255263,0.0022734632461267413,0.8140197636403831,-,-,-,-,-,-
15,0.7620275946096011,0.6465838761114564,0.0022831515424009377,0.8211210615280705,-,-,-,-,-,-
16,0.7264747958232303,0.6274619039816484,0.002346866106590944,0.8262917770356242,-,-,-,-,-,-
17,0.5944387162086122,0.2842879663688912,0.003717073292348144,0.7653825670625483,-,-,-,-,-,-
18,0.6474638681468611,0.3906111603188663,0.004112175909130338,0.7738399535173085,-,-,-,-,-,-
19,0.7885050191043199,0.722819706877734,0.004104906582855816,0.7700636750724976,-,-,-,-,-,-
20,0.8289492157684178,0.7622060970251846,0.004352615730354912,0.7571920726491337,-,-,-,-,-,-
21,0.8379046400027224,0.7835127478753541,0.0037018379616451246,0.7714598909539492,-,-,-,-,-,-
