Image Pair,Dice full,Dice no background,SSIM,MSE,Mean Dice full, Mean Dice no background,Mean SSIM,Mean MSE
0,0.24082996653511937,0.0,0.8529765815654385,0.0026647900302347936,-,-,-,-
1,0.24044310927525347,0.0,0.8893114581792905,0.0017884774471218447,-,-,-,-
2,0.6724142282579173,0.4751592826706107,0.7605079620245252,0.0023550291675789982,-,-,-,-
3,0.6503515522449062,0.45064352941932473,0.8362731291151858,0.001629494111495915,-,-,-,-
4,0.663754574766047,0.49896913842992885,0.798060132341515,0.0019015266328618326,-,-,-,-
5,0.6667026875191,0.5162688555736926,0.9090909792695483,0.0010716365998535064,-,-,-,-
6,0.6741661769024473,0.5202848879344505,0.8329792118166766,0.0014511239655039245,-,-,-,-
7,0.700261477017683,0.5543532902212451,0.8144394663212791,0.0015638956453794775,-,-,-,-
8,0.7164808519997211,0.5822941904296032,0.7864817767737119,0.0017883274574609462,-,-,-,-
9,0.712948786180909,0.5770011318507312,0.873303861972272,0.0011973525449116393,-,-,-,-
10,0.7182916369611303,0.6065036220214728,0.7753143204421602,0.001960482815515661,-,-,-,-
11,0.7027663516208194,0.5697746268938322,0.8308554684193183,0.0014925728812167738,-,-,-,-
12,0.6869373022358773,0.5349349398377169,0.8434856574791819,0.0013213380144553198,-,-,-,-
13,0.6855852901202244,0.5439496056797186,0.838482946325791,0.0012701707346094782,-,-,-,-
14,0.6499561398978474,0.5026471504204297,0.8403522506490035,0.0011761143505186816,-,-,-,-
15,0.6453288228409702,0.5021780822466277,0.918505447275343,0.00047038442772002955,-,-,-,-
16,0.6331481795669401,0.525512967464826,0.9072118634899096,0.0005025650002249509,-,-,-,-
17,0.44458396957466484,0.08317815021725636,0.7987541700123252,0.0037366770468274494,-,-,-,-
18,0.5164253698593063,0.21783181357649442,0.8983507011523315,0.002916776998833015,-,-,-,-
19,0.6881574344763075,0.5802863203486257,0.8346068566666004,0.0019282536415824113,-,-,-,-
20,0.6989790399948252,0.5776365933608257,0.7871016330242826,0.0018560490916801136,-,-,-,-
21,0.7226708989314095,0.6307996394418578,0.7946012860898397,0.0017314015524503368,-,-,-,-
22,0.729963308756824,0.6531268101148028,0.842557047128557,0.0013221479580805531,-,-,-,-
23,0.7369784400815973,0.660904260587392,0.8613213549817791,0.0011248872716256688,-,-,-,-
24,0.7532700358269058,0.680355939510753,0.8594953249914722,0.0011381015070151663,-,-,-,-
25,0.7361433852130074,0.6511238994638728,0.8726092152376796,0.001126336219063324,-,-,-,-
26,0.7359668822220133,0.6555855824060582,0.8479200400065185,0.0013737295164149088,-,-,-,-
27,0.6878696528423326,0.5778934571311748,0.8532362749733355,0.0014508912268954757,-,-,-,-
28,0.6599120623242059,0.5430690783951654,0.8380431066450457,0.001899870209261782,-,-,-,-
29,0.5885430067306209,0.4082103223904483,0.8546480272756775,0.0013238983543776303,-,-,-,-
30,0.47951670090919374,0.3300623946505874,0.854386085318665,0.001060144635075379,-,-,-,-
31,0.46690978493546065,0.3388439046333783,0.8579190880228443,0.0010384861702853855,-,-,-,-
32,0.42352387519193213,0.2393344244408074,0.8423813746933481,0.0010956356573864252,-,-,-,-
33,1.0,1.0,0.8738555596004571,0.0010789921333092766,-,-,-,-
34,1.0,1.0,0.8457926060944456,0.002057086036152045,-,-,-,-
35,1.0,1.0,0.8820795695978015,0.0012415421338828722,-,-,-,-
36,1.0,1.0,0.8486517651773118,0.001454883744829416,-,-,-,-
37,1.0,1.0,0.8966339148508844,0.0007033524753983793,-,-,-,-
38,1.0,1.0,0.8997776006262567,0.000732792122317215,-,-,-,-
