Epoch,Dice,MSE,SSIM
0,0.5625874598493541,0.0008645375322539666,0.889245602753186
1,0.5641916329875581,0.0008815013722903686,0.8859973659120478
2,0.5552167767909104,0.0008357493330769781,0.8887201597931732
3,0.5557310598756491,0.0008832847362065055,0.8814530763778362
4,0.5657022233807233,0.0008868370873228663,0.884498076438653
5,0.5628118839183596,0.0008546463792997496,0.8872710721129924
