Epoch,Dice,MSE,SSIM
0,0.32947152730742424,0.0032213367750321444,0.721485816950045
1,0.33176988108331745,0.0027243200234114613,0.747748051174568
2,0.33472881302880625,0.002453861908912782,0.763296477268723
3,0.3257472383203703,0.002287960425310354,0.7724142605564397
4,0.3254316902307438,0.0022099043231774826,0.7797006425519186
5,0.3276135419684568,0.0021144223476770537,0.7844394984684129
6,0.3257398430592635,0.0020864098351927127,0.7881932985055033
7,0.33273651583668223,0.0020774964744947498,0.7881450306886351
