Image Pair,Dice full,Dice no background,MSE,SSIM,Time,Mean Dice full, Mean Dice no background,Mean MSE,Mean SSIM,Mean Time,Mean NegJ
0,0.24082996653511937,0.0,0.002081165919898446,0.8890685253100348,0.01624774932861328,-,-,-,-,-,-
1,0.24037242583880328,0.0,0.0019406274092686373,0.835803794973177,0.010401248931884766,-,-,-,-,-,-
2,0.6750663720085095,0.48284551269625897,0.001983561043245563,0.8053005240191268,0.010170698165893555,-,-,-,-,-,-
3,0.6538678965196743,0.4604721379807885,0.0015852043992000274,0.8349388046465809,0.0101165771484375,-,-,-,-,-,-
4,0.6652765819096444,0.5066761766800347,0.0010544180949864064,0.8903973224401429,0.010152816772460938,-,-,-,-,-,-
5,0.675221437331748,0.534197651663405,0.0015431689931171338,0.8297320405457169,0.010082483291625977,-,-,-,-,-,-
6,0.6779768421562613,0.5258401782871697,0.000854931116989615,0.927262354388935,0.010476350784301758,-,-,-,-,-,-
7,0.7054458591154731,0.5622977826101282,0.0011091234495679235,0.8665396890163599,0.010143756866455078,-,-,-,-,-,-
8,0.7211387059366362,0.5892098782375321,0.0010232524929825657,0.903820777609594,0.010122060775756836,-,-,-,-,-,-
9,0.7322457012799787,0.6095608004909502,0.0010456620509971901,0.9080308402864293,0.010133981704711914,-,-,-,-,-,-
10,0.7142909901385937,0.6002985301186531,0.0009221335765789978,0.893735652815891,0.010109901428222656,-,-,-,-,-,-
11,0.6954068114548891,0.5587566216678059,0.0006350848606852849,0.9507083729028591,0.010199308395385742,-,-,-,-,-,-
12,0.6860233227789229,0.5341602873228246,0.0010990817081878409,0.8809386495765982,0.010189294815063477,-,-,-,-,-,-
13,0.6773479075119895,0.5311969395241589,0.0007217337420035402,0.9050392865652856,0.01020503044128418,-,-,-,-,-,-
14,0.6499561398978474,0.5026471504204297,0.0006562164109095171,0.9131548798113133,0.012253284454345703,-,-,-,-,-,-
15,0.6453288228409702,0.5021780822466277,0.0003684909898061649,0.9549485421422957,0.01208639144897461,-,-,-,-,-,-
16,0.6331481795669401,0.525512967464826,0.0005748021444036287,0.9076872050406278,0.0123138427734375,-,-,-,-,-,-
17,0.4501779922143365,0.08880778588807786,0.002994174780408928,0.8077254488710495,0.012073755264282227,-,-,-,-,-,-
18,0.5171548685426208,0.22345244086562657,0.002530688708290379,0.8600182642595178,0.017671823501586914,-,-,-,-,-,-
19,0.6902373047670547,0.5828910825684659,0.0016070690078791004,0.8965290642910521,0.010006189346313477,-,-,-,-,-,-
20,0.7000305479116725,0.5788560043756944,0.0015585328221661668,0.8629739937050889,0.01234579086303711,-,-,-,-,-,-
21,0.7232082678689733,0.6313728596058745,0.0014354934442825523,0.8333640151735251,0.012049198150634766,-,-,-,-,-,-
22,0.729963308756824,0.6531268101148028,0.000990108151558675,0.9196454058040393,0.012010335922241211,-,-,-,-,-,-
23,0.7369784400815973,0.660904260587392,0.0011924197739439063,0.881784347203512,0.01210474967956543,-,-,-,-,-,-
24,0.7532700358269058,0.680355939510753,0.0012080978763111011,0.8658322669688593,0.012018680572509766,-,-,-,-,-,-
25,0.7361433852130074,0.6511238994638728,0.0009690869619636755,0.9240671196280912,0.01212453842163086,-,-,-,-,-,-
26,0.7326239704606704,0.6508247994243508,0.0012651687038498951,0.8865516326896095,0.012005805969238281,-,-,-,-,-,-
27,0.6886125198663988,0.5793510324483776,0.0014326784612194523,0.8830530217168421,0.015682697296142578,-,-,-,-,-,-
28,0.6599120623242059,0.5430690783951654,0.0018445237356525665,0.8773069815660693,0.02035236358642578,-,-,-,-,-,-
29,0.5862842961454577,0.4049998238257989,0.0012442442297325726,0.8844523167915798,0.010165214538574219,-,-,-,-,-,-
30,0.4803740211969004,0.3314937956721524,0.0009780246550585786,0.8867319694265424,0.010123491287231445,-,-,-,-,-,-
31,0.4670745052870751,0.33916876416594666,0.0009599118581424316,0.8872165305605954,0.010090827941894531,-,-,-,-,-,-
32,0.42352387519193213,0.2393344244408074,0.0009526466313981551,0.8851098318339214,0.010142087936401367,-,-,-,-,-,-
