Image Pair,Dice full,Dice no background,SSIM,MSE,Mean Dice full, Mean Dice no background,Mean SSIM,Mean MSE,Mean Time,Mean NegJ
0,0.24080080999746875,0.0,0.0019090696757733674,0.8768465214143896,-,-,-,-,-,-
1,0.24055271430582273,0.0,0.0015028135419512853,0.8655805523817927,-,-,-,-,-,-
2,0.8156228318028751,0.7236606604000387,0.0010291439634323388,0.894801217614645,-,-,-,-,-,-
3,0.8409895725543719,0.7592400245053069,0.0010280747014094138,0.896221535105664,-,-,-,-,-,-
4,0.7980831269485618,0.7120590834271854,0.0009201402985224196,0.9012572778607275,-,-,-,-,-,-
5,0.8240862974877635,0.7592854014856643,0.0007608272581369959,0.9095449362308995,-,-,-,-,-,-
6,0.8745393834812162,0.8180833004381061,0.0006965812446728437,0.9071891462351556,-,-,-,-,-,-
7,0.8640661635488982,0.8135194820584085,0.0007137964713033524,0.9161630322126144,-,-,-,-,-,-
8,0.8484253497020109,0.7998598820582049,0.0005132896822059168,0.9270795645936176,-,-,-,-,-,-
9,0.8912590667986061,0.846547182353086,0.0005457228774208669,0.9265432279258966,-,-,-,-,-,-
10,0.8842864146259606,0.8366627886275468,0.0005217155791522407,0.9341609782753246,-,-,-,-,-,-
11,0.8902666470683456,0.8496807311257222,0.0003931903975706932,0.9415157754279662,-,-,-,-,-,-
12,0.8993348761173059,0.8425977069210813,0.0004305798081687806,0.9422869341626409,-,-,-,-,-,-
13,0.8329631068457578,0.7663884739451408,0.000378067451125455,0.9454590764531068,-,-,-,-,-,-
14,0.8209743440469534,0.7492302491288292,0.00036731135791052033,0.9472897677966526,-,-,-,-,-,-
15,0.8047556949953663,0.7184542010623975,0.0003599430814517399,0.950243410362658,-,-,-,-,-,-
16,0.8309474001491941,0.7348374470873242,0.0003553667107007145,0.9536493837133582,-,-,-,-,-,-
17,0.6482188058559365,0.34587714443829554,0.0014200772205729558,0.8851615862377886,-,-,-,-,-,-
18,0.6850123252434748,0.42042863657090745,0.0012615674620842425,0.9046444261678239,-,-,-,-,-,-
19,0.8337886096937414,0.7782422934004769,0.001240579336071743,0.9009297390531128,-,-,-,-,-,-
20,0.8958207583201094,0.8415482092660573,0.0010677649598572513,0.8966696580598397,-,-,-,-,-,-
21,0.9099039056922265,0.8827276493364613,0.0008068281748794168,0.9064364410023958,-,-,-,-,-,-
22,0.8990077547526981,0.8725930781553175,0.0006339267112271472,0.9124581936231149,-,-,-,-,-,-
23,0.9181322727643737,0.8716529037408767,0.0006640164335719997,0.9110199593193474,-,-,-,-,-,-
24,0.9285941928559643,0.8993291466683289,0.0007147833793287636,0.9069784076306436,-,-,-,-,-,-
25,0.9042099791471312,0.8699960406622359,0.0007172414560801872,0.9048852743272116,-,-,-,-,-,-
26,0.8906673168017388,0.8645235166404961,0.0008703523144375635,0.8945575115522902,-,-,-,-,-,-
27,0.8835310738310551,0.8700808275740183,0.0009970165649184767,0.8862638597393275,-,-,-,-,-,-
28,0.8638846883667461,0.8205017538527939,0.001175075211900846,0.8782379409563329,-,-,-,-,-,-
29,0.823153218786485,0.7560472882406097,0.0010136294108325085,0.8740627608847117,-,-,-,-,-,-
30,0.7397079507480293,0.6989958319033609,0.000976565140060814,0.8728639132447785,-,-,-,-,-,-
31,0.6721978428635217,0.5983941758916668,0.0009979867973321814,0.8706085518240485,-,-,-,-,-,-
32,0.5507142227004543,0.4321654373024236,0.0009476393442487851,0.8698965813693723,-,-,-,-,-,-
33,0.8713396521972077,0.8361798170120847,0.0008246361412566338,0.8965044703453202,-,-,-,-,-,-
34,0.8253193023474131,0.8351179422084685,0.0008747397134963656,0.9080518619145932,-,-,-,-,-,-
35,0.862774038391181,0.8502865534780428,0.000701832913201583,0.9137925692529639,-,-,-,-,-,-
36,0.8159196486522251,0.7809210909192803,0.0006514887477219675,0.9239034763005518,-,-,-,-,-,-
37,0.8769052088226057,0.8401944773366553,0.0005790981813769938,0.9315830534761328,-,-,-,-,-,-
38,0.7901911392887961,0.7355792832596957,0.00048417486224891114,0.9326234060898423,-,-,-,-,-,-
39,0.8251249882084986,0.7577826575540956,0.0016927817308187152,0.8950237997980722,-,-,-,-,-,-
40,0.8290257763156824,0.7673533985679248,0.0015395323667259787,0.8930245581079584,-,-,-,-,-,-
41,0.8229288696195228,0.8020023010468997,0.0017722758168902198,0.9035268380384675,-,-,-,-,-,-
42,0.833026043420174,0.8051629959298565,0.0018259817794267334,0.9008640073968242,-,-,-,-,-,-
43,0.8269833597180097,0.7738454113454114,0.0017697285592063986,0.9110745437601636,-,-,-,-,-,-
