Image Pair,Dice full,Dice no background,MSE,SSIM,Time,Mean Dice full, Mean Dice no background,Mean MSE,Mean SSIM,Mean Time,Mean NegJ
0,0.241348825460975,0.0,0.00468588968748953,0.8144179634434088,0.014651775360107422,-,-,-,-,-,-
1,0.24012350900939006,0.0,0.0036750423264058285,0.8174411357549602,0.003540515899658203,-,-,-,-,-,-
2,0.6312453699740282,0.43275792375545524,0.002649593411898323,0.8507407604196641,0.003461122512817383,-,-,-,-,-,-
3,0.6153860711197325,0.43174259624160294,0.0027371588514122653,0.8473137273531438,0.003389596939086914,-,-,-,-,-,-
4,0.6018599128937432,0.43240038698037436,0.0024607476766555754,0.8607883234286607,0.0035858154296875,-,-,-,-,-,-
5,0.5818182298983562,0.40907740793009073,0.002134588350486994,0.8697836108766387,0.0034101009368896484,-,-,-,-,-,-
6,0.5931574633207424,0.40242627451421625,0.0021044152449787145,0.8642828916480283,0.003389120101928711,-,-,-,-,-,-
7,0.6112260179943373,0.4221820084091229,0.0019255001252380809,0.8754476654290559,0.004110813140869141,-,-,-,-,-,-
8,0.607227646478006,0.418515690184266,0.0016063565500380765,0.8877987833125551,0.0041158199310302734,-,-,-,-,-,-
9,0.6184330697044166,0.441565523161068,0.001709340744915539,0.8784376258983118,0.0040645599365234375,-,-,-,-,-,-
10,0.6105194961900741,0.444449303279495,0.0013993026713385137,0.889121413256611,0.0040705204010009766,-,-,-,-,-,-
11,0.5888023374740412,0.4020001387379471,0.001140658617141853,0.8999284585001097,0.004076480865478516,-,-,-,-,-,-
12,0.5681107234985449,0.3624367900955497,0.0011465632015819878,0.9058453914165779,0.0040721893310546875,-,-,-,-,-,-
13,0.5600796595984745,0.36287599011256017,0.0010573961715014736,0.9111504974309658,0.004065752029418945,-,-,-,-,-,-
14,0.5097338831616174,0.30204406664656214,0.001012663615786872,0.9172726877167574,0.004149675369262695,-,-,-,-,-,-
15,0.5163315834999125,0.3128295889619302,0.0009029185010604005,0.9217769892728241,0.004194021224975586,-,-,-,-,-,-
16,0.4814949219931228,0.3009653845504717,0.0009001955291139828,0.9265024091428794,0.004100799560546875,-,-,-,-,-,-
17,0.40493079085784,0.04887218045112782,0.0028756892093382827,0.8337686531956211,0.004111051559448242,-,-,-,-,-,-
18,0.44381446844854,0.13513513513513514,0.003234671049184803,0.8493477986228136,0.004088878631591797,-,-,-,-,-,-
19,0.6577196357639081,0.5463897879048009,0.00250534777295462,0.8545829180613421,0.004473686218261719,-,-,-,-,-,-
20,0.6448175280623879,0.5052969831200671,0.002214849157612933,0.8490675318580974,0.0041429996490478516,-,-,-,-,-,-
21,0.6321889798935342,0.49441682905307577,0.0017457146748950045,0.8603193578024539,0.007527828216552734,-,-,-,-,-,-
22,0.6474419923879401,0.5351457557467574,0.001306727323633908,0.8732602035289497,0.004296302795410156,-,-,-,-,-,-
23,0.6432813095570599,0.536483668372172,0.0012823391791662907,0.8736451811381183,0.004090785980224609,-,-,-,-,-,-
24,0.6578972220491133,0.5626300595279075,0.0013675657860642856,0.8644847631669552,0.004074573516845703,-,-,-,-,-,-
25,0.6402573811276842,0.5374584929757343,0.0015136144846543452,0.8603212694043915,0.004008054733276367,-,-,-,-,-,-
26,0.6024761314438668,0.471304356816443,0.0017594869652650669,0.8507598227280968,0.004011869430541992,-,-,-,-,-,-
27,0.5570887219527153,0.4094533776412454,0.0022073761909390103,0.8364627203786413,0.004099130630493164,-,-,-,-,-,-
28,0.5023116542550989,0.32264684736421534,0.0026323841439832288,0.8301323948306936,0.004090547561645508,-,-,-,-,-,-
29,0.4172656055552178,0.1522295317993192,0.0020640653954527455,0.8290046952683858,0.004049062728881836,-,-,-,-,-,-
30,0.42727157837359325,0.26302734021365204,0.0022510391925909703,0.8160750578367035,0.003996849060058594,-,-,-,-,-,-
31,0.4048365688426352,0.24514214308028742,0.0023417338641396434,0.8110246994554481,0.003981351852416992,-,-,-,-,-,-
32,0.39429256507707505,0.19366452582853072,0.0022820688860424065,0.8092621962629308,0.004025459289550781,-,-,-,-,-,-
33,0.8715309051497643,0.8206619924318334,0.0015214086978441884,0.8657771331347046,0.0039844512939453125,-,-,-,-,-,-
34,0.7604623264739456,0.6657133598601315,0.0020964490717294477,0.8718196864798621,0.003997802734375,-,-,-,-,-,-
35,0.8130203567198406,0.7527054284061612,0.0013828397519369364,0.8868785119786892,0.003963947296142578,-,-,-,-,-,-
36,0.8978050506154638,0.8517424445525645,0.0013865396576905119,0.9026315101310026,0.003957986831665039,-,-,-,-,-,-
37,0.8695466863474813,0.813356667130252,0.0010889147580682688,0.9098871165476556,0.003972291946411133,-,-,-,-,-,-
38,0.9527249747078685,0.9352271406994307,0.000891262857272978,0.9120227527220922,0.004240751266479492,-,-,-,-,-,-
39,0.642641650089251,0.48022287508015205,0.005249857848487731,0.8411842369300491,0.0041997432708740234,-,-,-,-,-,-
40,0.6252356208231951,0.5184338392184954,0.004279571792842185,0.8542074889256481,0.004263401031494141,-,-,-,-,-,-
41,0.5850009950112094,0.4961350263357582,0.004218665055622532,0.8694822060507851,0.004477977752685547,-,-,-,-,-,-
42,0.5793817925935756,0.4835221607375056,0.0049355537376601635,0.8566169462092568,0.0045299530029296875,-,-,-,-,-,-
43,0.5895729757261423,0.509413397886718,0.004811442261919109,0.8672075242375505,0.004326343536376953,-,-,-,-,-,-
44,0.6071544478011726,0.5346222749102368,0.004609443109053897,0.8688066240172534,0.004337787628173828,-,-,-,-,-,-
45,0.5891767621429957,0.5065357767056337,0.003953177106415638,0.8767152118865633,0.0043108463287353516,-,-,-,-,-,-
46,0.5413646533634381,0.480415523093834,0.0033424209188032787,0.8880101009023957,0.010036468505859375,-,-,-,-,-,-
47,0.514564891070993,0.4706225278354782,0.0031089742293268527,0.8933477869093364,0.0035715103149414062,-,-,-,-,-,-
48,0.46950015072934,0.39328370350008135,0.003461973038990184,0.8930082858081145,0.004470348358154297,-,-,-,-,-,-
49,0.406984713657501,0.3176267566396335,0.0028611157631699235,0.9005052572680893,0.003655672073364258,-,-,-,-,-,-
50,0.2556066636845531,0.014705882352941176,0.002773327521630761,0.9077311107416864,0.004069089889526367,-,-,-,-,-,-
51,0.6294904995638836,0.4955787221038968,0.002889182297708434,0.8403436302523235,0.004221677780151367,-,-,-,-,-,-
52,0.6392355320451105,0.5294078606578607,0.002425907473830013,0.8411806327335113,0.004156827926635742,-,-,-,-,-,-
53,0.6516247102200512,0.5853867046391031,0.0022750027704455,0.8376960446693527,0.009811639785766602,-,-,-,-,-,-
54,0.6728780809232937,0.6025462579397955,0.003497930104422686,0.8337506252214913,0.005135297775268555,-,-,-,-,-,-
55,0.6585929343725981,0.5769274966983438,0.0026198485877544798,0.8454123972100116,0.005362033843994141,-,-,-,-,-,-
56,0.6632606753545891,0.5795099668725519,0.0036992944280974916,0.8420568140579548,0.0061457157135009766,-,-,-,-,-,-
57,0.6591807722595845,0.5573452661675541,0.002908199340282811,0.8351749458859907,0.004705905914306641,-,-,-,-,-,-
58,0.6216552959353272,0.5384001413326267,0.0023684040973875418,0.8558500984736008,0.0036652088165283203,-,-,-,-,-,-
59,0.5962879820189672,0.4811661339221783,0.0020615031483596,0.8631242837280545,0.009616613388061523,-,-,-,-,-,-
60,0.612273239322297,0.48767456765388617,0.0025484683377246884,0.8680659137029576,0.003818511962890625,-,-,-,-,-,-
61,0.5366372772563502,0.44788013799621257,0.00228997786520077,0.8809532577521938,0.003731250762939453,-,-,-,-,-,-
62,0.5214026353603802,0.4639904613159894,0.0021425517328439695,0.872009687320923,0.003616809844970703,-,-,-,-,-,-
63,0.43722134827606557,0.3725223000569621,0.0023144382597121353,0.8802812460094103,0.003855466842651367,-,-,-,-,-,-
64,0.45252105827804867,0.4101354402846136,0.0019405343850821097,0.893711840868488,0.0034596920013427734,-,-,-,-,-,-
65,0.5760503586590543,0.16203703703703703,0.00267006530688312,0.8912162012315067,0.007622241973876953,-,-,-,-,-,-
66,0.830664633988112,0.7397562362760497,0.004117903287870899,0.8190619755906954,0.003640890121459961,-,-,-,-,-,-
67,0.8485786444265554,0.7627753944966069,0.0033357444645671884,0.8460798933567922,0.004100322723388672,-,-,-,-,-,-
68,0.82310808026183,0.7316613772715416,0.0025449781871206873,0.8605238641609937,0.005516767501831055,-,-,-,-,-,-
69,0.8253720012244454,0.7649524322383773,0.0032489975088263938,0.835089199660724,0.004275321960449219,-,-,-,-,-,-
70,0.8007777840285659,0.7160088791271537,0.001873255258513457,0.8759282132311708,0.004241466522216797,-,-,-,-,-,-
71,0.7688495163461002,0.6810779696493983,0.0020193686318123734,0.875572214157117,0.004112720489501953,-,-,-,-,-,-
72,0.9476323365384192,0.8960573476702509,0.0014616986563373347,0.878501762549972,0.007128000259399414,-,-,-,-,-,-
73,0.6185618821194729,0.46067735833729817,0.002388081155949087,0.8335965408235192,0.004170894622802734,-,-,-,-,-,-
74,0.7125525451902498,0.6008890213891762,0.0016126737840105338,0.8608601778907179,0.006744861602783203,-,-,-,-,-,-
75,0.7232952099857626,0.5967590934445989,0.0013617098183880667,0.8741954975510217,0.008362054824829102,-,-,-,-,-,-
76,0.7249229545476987,0.6115103986135182,0.0013655018241694866,0.8717998536409626,0.004241943359375,-,-,-,-,-,-
77,0.7261228142030431,0.6212899433441907,0.0012002848354964477,0.876754224603601,0.0035686492919921875,-,-,-,-,-,-
78,0.6657672883962964,0.5492342740045562,0.001126904055741135,0.8922952841313179,0.008643150329589844,-,-,-,-,-,-
79,0.6446283984859004,0.5536467981717137,0.0010211653049675548,0.8896241548778206,0.009241580963134766,-,-,-,-,-,-
80,0.6671075350621039,0.4916386292834891,0.0012943920874599808,0.8713602464312582,0.004811525344848633,-,-,-,-,-,-
81,0.3249124693681416,0.0,0.002573315213584143,0.8374778359992799,0.00639796257019043,-,-,-,-,-,-
82,0.3803516046582637,0.013370865587614356,0.0027614805684513907,0.8377086186431395,0.004103183746337891,-,-,-,-,-,-
83,0.40894098201712314,0.046308724832214765,0.0019725843842296775,0.8478354832946213,0.008208990097045898,-,-,-,-,-,-
84,0.4242460253879231,0.07692307692307693,0.0017081884715136242,0.8606145711490518,0.009105443954467773,-,-,-,-,-,-
85,0.5910328662179799,0.39724221410267924,0.0019611401903999394,0.8564914762499094,0.004263877868652344,-,-,-,-,-,-
86,0.6252017870799709,0.44827843665503575,0.0020322618950854424,0.8561495273111579,0.0034112930297851562,-,-,-,-,-,-
87,0.745515623207986,0.6224159927152781,0.0015302128362855696,0.8730579713956337,0.0035452842712402344,-,-,-,-,-,-
88,0.7387156790419562,0.6331217608682398,0.0013541357502666928,0.8797316983325019,0.003509998321533203,-,-,-,-,-,-
89,0.7425563967076216,0.6047717217267634,0.0010159701535768528,0.8991867290492834,0.003469705581665039,-,-,-,-,-,-
90,0.7028103692897242,0.5593937253399407,0.0008118288875999314,0.9060086037713064,0.009253501892089844,-,-,-,-,-,-
91,0.7373888101206195,0.6123542092753302,0.0008349147257967308,0.9055590960095282,0.004235744476318359,-,-,-,-,-,-
92,0.7244076312139651,0.6451655023829732,0.0009210107162397791,0.9065174882388009,0.005454540252685547,-,-,-,-,-,-
93,0.6397707572179943,0.45523457176426557,0.0007532763276067475,0.9172368848246317,0.0037584304809570312,-,-,-,-,-,-
94,0.6656890110193056,0.5158282460448391,0.0007483842827728815,0.9189534335217334,0.003499269485473633,-,-,-,-,-,-
95,0.5948857785049583,0.4218001288275125,0.0008436019029327451,0.91187573839962,0.0036668777465820312,-,-,-,-,-,-
96,0.24898314933178384,0.0,0.0010709633130153479,0.9097325677206884,0.003825664520263672,-,-,-,-,-,-
97,0.6208919825161553,0.49495802648561293,0.0009989233881760615,0.8987215894868731,0.004213809967041016,-,-,-,-,-,-
98,0.609211958975568,0.494349008487617,0.0006448826527263939,0.9199969868179178,0.0041272640228271484,-,-,-,-,-,-
99,0.6261205315647999,0.5074172291867567,0.0006075361629985056,0.9376727366058145,0.005290985107421875,-,-,-,-,-,-
100,0.47603788756401644,0.2755920589574794,0.0008481529543615781,0.9306579182559979,0.0039217472076416016,-,-,-,-,-,-
101,0.5258640809685338,0.35899721711240035,0.0007190566180003233,0.9404364840003795,0.003633737564086914,-,-,-,-,-,-
102,0.40504836245525694,0.18929463171036207,0.000461711891964601,0.9518406847321694,0.00448298454284668,-,-,-,-,-,-
103,0.5911267803685445,0.2909625275532697,0.004520579974813106,0.8370507708215482,0.0041391849517822266,-,-,-,-,-,-
104,0.6058965552529852,0.5051220212460523,0.00290738514505753,0.8625838400070519,0.004119157791137695,-,-,-,-,-,-
105,0.6217818221459224,0.522113851319997,0.003506094670448714,0.8671403945274306,0.00829625129699707,-,-,-,-,-,-
