Image Pair,Dice full,Dice no background,MSE,SSIM,Time,Mean Dice full, Mean Dice no background,Mean MSE,Mean SSIM,Mean Time,Mean NegJ
97,0.6524256320596371,0.5408589440504334,0.0007161996584363043,0.8108121599194039,0.0023577213287353516,-,-,-,-,-,-
98,0.618559897092126,0.5091580425399136,0.0006359891663028674,0.8261896905267301,0.002346515655517578,-,-,-,-,-,-
99,0.6030021936235016,0.4751525302303155,0.00020016818311361043,0.9501015108057431,0.002337932586669922,-,-,-,-,-,-
100,0.4401714906317813,0.21831836182748962,0.00027592098644669156,0.9346111409630095,0.002368927001953125,-,-,-,-,-,-
101,0.47438711941410866,0.2838665650987114,0.0006734813465358234,0.8314371555967068,0.002331972122192383,-,-,-,-,-,-
102,0.37760175998464196,0.1918158567774936,0.0006689473484419553,0.8450675685768967,0.00235748291015625,-,-,-,-,-,-
103,0.5519410716620865,0.2675736961451247,0.0013156141665365206,0.7790973283984629,0.0023245811462402344,-,-,-,-,-,-
104,0.6079941083645912,0.520040251057443,0.0010172421244026189,0.8181267456032646,0.0023865699768066406,-,-,-,-,-,-
105,0.613948775131975,0.4912765111604723,0.001120101294611407,0.8007722820211636,0.0023365020751953125,-,-,-,-,-,-
106,0.615929480587892,0.4657823230077565,0.0011282019482200104,0.7943069693700976,0.0023407936096191406,-,-,-,-,-,-
107,0.5683401923167766,0.42032144381171,0.0011401932051736507,0.7968858732630746,0.002332925796508789,-,-,-,-,-,-
108,0.7417125460888481,0.6409640689178874,0.00042340902744657027,0.9341943216552847,0.002346515655517578,-,-,-,-,-,-
109,0.31016142899971233,0.1256781193490054,0.00031980061777903444,0.9486049386460335,0.002334117889404297,-,-,-,-,-,-
110,0.7755943577704817,0.6325757168699515,0.0006298282507617267,0.8203039587689919,0.002333402633666992,-,-,-,-,-,-
111,0.739577598138446,0.5890025079225921,0.002566547602490889,0.7539449475647172,0.002355813980102539,-,-,-,-,-,-
112,0.7436346374286702,0.5752268679501314,0.0003319920731639289,0.9375095678838835,0.0023369789123535156,-,-,-,-,-,-
113,0.7683559497084754,0.6182225305148893,0.000863642844867691,0.8355667590454842,0.0023429393768310547,-,-,-,-,-,-
114,0.7087682368314118,0.5309692210253557,0.0009705272070164932,0.7831316899942733,0.0023345947265625,-,-,-,-,-,-
115,0.6850375414428822,0.49061078222987337,0.00047830105440590983,0.9369947929834326,0.0023469924926757812,-,-,-,-,-,-
116,0.636817160476686,0.4566516747544088,0.0009053498491303956,0.9122606060374573,0.0023403167724609375,-,-,-,-,-,-
117,0.5580104313855025,0.6173654651528723,0.0007129566160654409,0.8309648396181868,0.002342700958251953,-,-,-,-,-,-
118,0.37867886322909095,0.05490734385724091,0.0035847372606533892,0.681165503230829,0.002323627471923828,-,-,-,-,-,-
119,0.4159296592346877,0.10932475884244373,0.0018975123306141008,0.7465554319339583,0.002367734909057617,-,-,-,-,-,-
120,0.5598605120629159,0.4204721352373809,0.0016137665987139514,0.7469259812424869,0.002327442169189453,-,-,-,-,-,-
121,0.5927706653127209,0.47931890484118217,0.0014422945499147997,0.7662871148268284,0.0023767948150634766,-,-,-,-,-,-
122,0.6155562130581548,0.5164204320633782,0.0015128449714451782,0.7392172610043554,0.002325296401977539,-,-,-,-,-,-
123,0.6315664903065435,0.53472671580358,0.000902863868085511,0.7691412012972212,0.002346038818359375,-,-,-,-,-,-
124,0.6207789669031288,0.502765997364678,0.0008659666138682332,0.7685441586563297,0.002367258071899414,-,-,-,-,-,-
125,0.598979462140086,0.5243518115309361,0.0009103839108153739,0.7768390254730902,0.0023102760314941406,-,-,-,-,-,-
126,0.6029849484789108,0.5018185913351646,0.0008908940854943371,0.7625715157611287,0.002351999282836914,-,-,-,-,-,-
127,0.5467543093344736,0.43593661563319785,0.0008720748659818269,0.8004992480897966,0.0023336410522460938,-,-,-,-,-,-
128,0.5137262182449762,0.3823241717826124,0.001154615477818477,0.7689725769059943,0.0023610591888427734,-,-,-,-,-,-
129,0.517364260000146,0.4274558132939636,0.0010982915910636656,0.7482741318267009,0.002334117889404297,-,-,-,-,-,-
130,0.5428284923215015,0.4705193847041399,0.000887548417525771,0.7989864199530138,0.002347707748413086,-,-,-,-,-,-
131,0.34402239044918126,0.1925,0.0009997126180370346,0.7656267355282192,0.0023260116577148438,-,-,-,-,-,-
132,0.7493131681310012,0.5,0.000502681627594477,0.8867272624426921,0.002343893051147461,-,-,-,-,-,-
133,0.4972529481671085,0.5,0.0009761478973686948,0.8263005427143858,0.0023386478424072266,-,-,-,-,-,-
134,0.37644452242688536,0.050200803212851405,0.0007699849687097496,0.8283285427473912,0.002358675003051758,-,-,-,-,-,-
135,0.46929163237583466,0.30502528668593154,0.0005728843076409573,0.9275992624922833,0.0023529529571533203,-,-,-,-,-,-
136,0.5357276652129914,0.40190584943465396,0.0012340787980222995,0.7855275144116299,0.0023522377014160156,-,-,-,-,-,-
137,0.49564847888279545,0.34821547852716606,0.002815834133944417,0.7475382382593085,0.0023512840270996094,-,-,-,-,-,-
138,0.46536985029206385,0.31042775985272864,0.0015065545422425833,0.7516495974781225,0.0023801326751708984,-,-,-,-,-,-
139,0.4499635676587229,0.4082866612007344,0.0007305311575856718,0.9135140264205801,0.0023431777954101562,-,-,-,-,-,-
140,0.42913845265037653,0.3665258635751652,0.0007814088744259323,0.8325116718470607,0.0023355484008789062,-,-,-,-,-,-
141,0.34416823905753896,0.19452590420332355,0.0011425033227825071,0.8070176942740794,0.002344846725463867,-,-,-,-,-,-
142,0.7706447922302104,0.5433925049309665,0.0010669290225666706,0.838285466410049,0.0023314952850341797,-,-,-,-,-,-
143,0.468586881874481,0.21264140241226898,0.00046230526104707153,0.893628497758837,0.002351045608520508,-,-,-,-,-,-
144,0.554782849867243,0.4191342831160958,0.00043275868148337786,0.9043063372284618,0.002355337142944336,-,-,-,-,-,-
145,0.5684978111715846,0.4237039267278432,0.0002377768163249004,0.9576369569758574,0.002335071563720703,-,-,-,-,-,-
