Image Pair,Dice full,Dice no background,SSIM,MSE,Mean Dice full, Mean Dice no background,Mean SSIM,Mean MSE,Mean Time,Mean NegJ
0,0.2405906195715113,0.0,0.0007020335698450364,0.92105100262142,-,-,-,-,-,-
1,0.2407243297011349,0.0,0.0006573369114740588,0.8878841526377284,-,-,-,-,-,-
2,0.8162601986395095,0.7025650959512661,0.0006423362650131509,0.870035743428439,-,-,-,-,-,-
3,0.8155248398833164,0.7013962652735466,0.0005150829577455138,0.8964067525614839,-,-,-,-,-,-
4,0.8033963751021058,0.7061908498129679,0.0003393245539159997,0.9281932336064653,-,-,-,-,-,-
5,0.8476357829680309,0.7897530727147697,0.0004614561547498917,0.892139174719488,-,-,-,-,-,-
6,0.8143843689172585,0.7363733288495453,0.00020722353146519139,0.9564886761174084,-,-,-,-,-,-
7,0.7924453832800253,0.7195690640018908,0.0003142534264048417,0.9151956787604257,-,-,-,-,-,-
8,0.8053570266655642,0.7293452380952381,0.00022496739590461727,0.941544710101611,-,-,-,-,-,-
9,0.8518544089930238,0.7853469829206366,0.00024051516068232854,0.9453004294149919,-,-,-,-,-,-
10,0.8410104856142693,0.7843229194373305,0.00028948683008288626,0.929323719711547,-,-,-,-,-,-
11,0.8569432789876037,0.8033303092313764,0.00014690907059833623,0.9700977221530512,-,-,-,-,-,-
12,0.8492657012012581,0.7650554079125508,0.0003444185061584557,0.923652881113351,-,-,-,-,-,-
13,0.8146879611166266,0.7302148531535868,0.00023224496771843554,0.9383757720912268,-,-,-,-,-,-
14,0.7899874217539977,0.6952213841748726,0.0002464417324612597,0.941353391812482,-,-,-,-,-,-
15,0.7806418598497203,0.660969468051621,0.0001256598358097882,0.9666421344914568,-,-,-,-,-,-
16,0.8118878494805808,0.7203313083448779,0.0002532558398870276,0.934994262893477,-,-,-,-,-,-
17,0.6154468511593969,0.3206060606060606,0.0010879621380426037,0.8761316659060209,-,-,-,-,-,-
18,0.6661713938738847,0.4018069424631479,0.000826476486866695,0.9120700885004352,-,-,-,-,-,-
19,0.8338565900860135,0.7722354235402804,0.000604991819791891,0.9388285432348985,-,-,-,-,-,-
20,0.8529269929228557,0.7849745656671089,0.0003846665825086793,0.9206514360992186,-,-,-,-,-,-
21,0.8677590895748724,0.827739570948097,0.0004449212454557407,0.8976735470245054,-,-,-,-,-,-
22,0.8717936019759895,0.8402021468537437,0.0002581353276561305,0.9559410790084699,-,-,-,-,-,-
23,0.8878838902608394,0.8434867169176175,0.0003178736170329222,0.9319804643343348,-,-,-,-,-,-
24,0.8991571285466997,0.8625739105564583,0.0003414042689381695,0.9193003921257247,-,-,-,-,-,-
25,0.9005364451223432,0.8672169737869384,0.00020085912347675024,0.9557897597983342,-,-,-,-,-,-
26,0.8842238274872112,0.8519351344385875,0.0002941620204906624,0.9305011260033748,-,-,-,-,-,-
27,0.867567495510909,0.8453031531690347,0.00034241193897759916,0.9288456094489185,-,-,-,-,-,-
28,0.820666824947193,0.7462553435454424,0.0004336800013476439,0.9207554881871943,-,-,-,-,-,-
29,0.818491555064579,0.7472635828204619,0.00029822988677974215,0.9273304717532752,-,-,-,-,-,-
30,0.7133848530922853,0.6829314182743269,0.00028934188542022843,0.9293523148202996,-,-,-,-,-,-
31,0.6844124384644455,0.7046176753645295,0.0003309666976574351,0.927893324419258,-,-,-,-,-,-
32,0.5831039242336872,0.5372355838887279,0.0003247231124321528,0.9256308928152307,-,-,-,-,-,-
33,0.893922180429902,0.872768462551823,0.00035609901137070843,0.9166951340539125,-,-,-,-,-,-
34,0.7821435981978626,0.7743860761680099,0.0003350908562807945,0.9394567285210168,-,-,-,-,-,-
35,0.8589766364021159,0.8440672782874619,0.00030862422331708403,0.9319162187800495,-,-,-,-,-,-
36,0.8401621068951176,0.8024733806566104,0.00034535785215611446,0.9337671524808494,-,-,-,-,-,-
37,0.8202112591994593,0.7765247135177104,0.0003359416629314082,0.9302195857678531,-,-,-,-,-,-
38,0.7473259502825159,0.6872744539411206,0.00024703382212740366,0.9431526943309523,-,-,-,-,-,-
39,0.8557284192553697,0.7696058156295043,0.0005183696056335895,0.8945396372371016,-,-,-,-,-,-
40,0.8609219054181387,0.7825914077733906,0.0006254896235979975,0.8929310175732458,-,-,-,-,-,-
41,0.8708187012584035,0.8196711328865117,0.0005684017660943994,0.9132105096082935,-,-,-,-,-,-
42,0.874387669862025,0.8333555807770905,0.0007469178882443431,0.8932591732440974,-,-,-,-,-,-
43,0.8265349665836017,0.7420542313432541,0.0009433395009047694,0.9138605922823291,-,-,-,-,-,-
44,0.8232469950074106,0.7438786117357545,0.00077142452108129,0.8953654941483417,-,-,-,-,-,-
45,0.8052872002781466,0.7269309962138379,0.0005237491526397488,0.9166525021175718,-,-,-,-,-,-
46,0.7478223572448517,0.6349062191075678,0.0004349387339457085,0.9300703148973567,-,-,-,-,-,-
47,0.7796599947687263,0.6988433935483136,0.0003756558860967616,0.9245748169814116,-,-,-,-,-,-
48,0.6589634781143288,0.5751445812374982,0.0003656296366898858,0.9239004621877989,-,-,-,-,-,-
49,0.46737833204317186,0.41284074605451937,0.0003168410900197768,0.9465954795462003,-,-,-,-,-,-
50,0.2582952241817877,0.018947368421052633,0.000310696374242883,0.9497672315576398,-,-,-,-,-,-
51,0.7185183618492463,0.6040995056952504,0.0003924565692742468,0.9418078785412133,-,-,-,-,-,-
52,0.7784718629069457,0.7086656799236427,0.00047762942299359347,0.9090236633338569,-,-,-,-,-,-
53,0.770459433154087,0.725007935165269,0.0004299994373019545,0.9377614726026398,-,-,-,-,-,-
54,0.9105576754325027,0.8781324373716065,0.0004509698607482118,0.9329652654697281,-,-,-,-,-,-
55,0.8810103223910388,0.8567061220364028,0.0003477910377838051,0.9289165844968894,-,-,-,-,-,-
56,0.8470121790746109,0.8106435895371531,0.0004904364254868511,0.9117117764343499,-,-,-,-,-,-
57,0.8754528511820694,0.8476156118377642,0.000463285825275187,0.928935787122953,-,-,-,-,-,-
58,0.8757430989646144,0.848901378330095,0.0002533309664619078,0.930166127050005,-,-,-,-,-,-
59,0.8993873317141511,0.8713643418699599,0.00029436268855461523,0.9409803133667062,-,-,-,-,-,-
60,0.8719148954095172,0.8134097996808503,0.0004703430008627562,0.9272162315926147,-,-,-,-,-,-
61,0.846195460500443,0.8337903604244562,0.00019507579164627903,0.9611850075727209,-,-,-,-,-,-
62,0.8408830114986026,0.8337427449973752,0.00032834237084567114,0.930718507319142,-,-,-,-,-,-
63,0.7342888543904633,0.6796084170518354,0.00026212023657403203,0.9391131781689618,-,-,-,-,-,-
64,0.6574199541382828,0.6782682650689866,0.00027177264361045235,0.9609584728947738,-,-,-,-,-,-
65,0.7807595025275936,0.5628571428571428,0.0003306524752596248,0.9567970684989688,-,-,-,-,-,-
66,0.7594198152528929,0.6920136835492234,0.0006158350080940007,0.936288649171719,-,-,-,-,-,-
67,0.7172268154560906,0.6431312410841655,0.00053073948564235,0.9097832653578456,-,-,-,-,-,-
68,0.716910833771009,0.6164441862943176,0.0004314859282083431,0.9445172150071642,-,-,-,-,-,-
69,0.7248553077721183,0.7121055973069144,0.0005848974002172875,0.9028726714337586,-,-,-,-,-,-
