Image Pair,Dice full,Dice no background,SSIM,MSE,Mean Dice full, Mean Dice no background,Mean SSIM,Mean MSE,Mean Time,Mean NegJ
0,0.2405502796441575,0.0,0.000502210293632759,0.9310725382343622,-,-,-,-,-,-
1,0.24119871572858065,0.0,0.0002889050483858636,0.9395120217651661,-,-,-,-,-,-
2,0.8182983493621889,0.7111364363957469,0.00036103315221968014,0.9143573517625431,-,-,-,-,-,-
3,0.7963475555935638,0.6734233378875947,0.00028890316827777,0.9407589990122088,-,-,-,-,-,-
4,0.7541508502275709,0.6340885816692268,0.0003655759095565424,0.9167745885539268,-,-,-,-,-,-
5,0.802888112769655,0.72182382780103,0.00017055798057981318,0.9636541672344863,-,-,-,-,-,-
6,0.7607061906869078,0.6595353877741096,0.00020715317851399852,0.9428568093656352,-,-,-,-,-,-
7,0.7511524761419586,0.6840193814534092,0.000201719461383378,0.9409012533912702,-,-,-,-,-,-
8,0.7497169438296267,0.6625078204563499,0.00023167092903857064,0.9297769175010068,-,-,-,-,-,-
9,0.7915974462228519,0.7260506465095375,0.00012229378313283567,0.9648506576997893,-,-,-,-,-,-
10,0.7850839440625685,0.6886337938522595,0.0002498063076994916,0.9270950922727584,-,-,-,-,-,-
11,0.7868423034881585,0.7075709820780968,0.0002188364467050426,0.9414261326514539,-,-,-,-,-,-
12,0.7911144002194113,0.6899482368548855,0.0001946240376361516,0.9461539212751956,-,-,-,-,-,-
13,0.7726753950886804,0.6752669865345922,0.00018229392687953497,0.9428597428781645,-,-,-,-,-,-
14,0.7473046094169115,0.6246653165707563,0.00017867262706090637,0.9408367679669744,-,-,-,-,-,-
15,0.7013005794273331,0.5323392084317446,7.112973624174078e-05,0.9748573624622254,-,-,-,-,-,-
16,0.6844859483182248,0.5712637260375955,9.068249192276292e-05,0.9699200678205206,-,-,-,-,-,-
17,0.5748971557933835,0.28367875647668395,0.0010444837765438517,0.9138535563594617,-,-,-,-,-,-
18,0.6457444356194332,0.37412935323383084,0.0008159961337646078,0.952800289503118,-,-,-,-,-,-
19,0.8040453690490987,0.7280644305133879,0.0005854360192004146,0.9348267093012131,-,-,-,-,-,-
20,0.8199990465259515,0.7395774295809803,0.00032997807870685595,0.9250474739490654,-,-,-,-,-,-
21,0.8481545336545964,0.8008159199259979,0.0002652500642906286,0.9291772889466513,-,-,-,-,-,-
22,0.8370358676427693,0.7892181245305265,0.00020153594150868035,0.9466507123156495,-,-,-,-,-,-
23,0.8564618486777021,0.7914194148328576,0.0001593578118435145,0.9552428895552953,-,-,-,-,-,-
24,0.8643336296550834,0.807493732008543,0.00014119084038371688,0.956707536103328,-,-,-,-,-,-
25,0.851986480110642,0.792695557789252,0.00013136872282475074,0.9596874163491386,-,-,-,-,-,-
26,0.8325243282493796,0.7755826292278538,0.00016429674979929665,0.9504998343649365,-,-,-,-,-,-
27,0.7702085766562683,0.6938458551737527,0.0001882856506553518,0.9485402483713059,-,-,-,-,-,-
28,0.6263202719029634,0.4725625734804595,0.00022003299964034896,0.9397215941380886,-,-,-,-,-,-
29,0.6574101619627364,0.5452950081254448,0.00016181804608975735,0.9512152378184455,-,-,-,-,-,-
30,0.6061308972559334,0.49978913611702946,0.00016168137584673898,0.9497176022047132,-,-,-,-,-,-
31,0.5337093015831145,0.4842857142857143,0.00017549593881023017,0.9522748442121205,-,-,-,-,-,-
32,0.42708848723319354,0.2906917005277661,0.0001934673584368062,0.9445050688726562,-,-,-,-,-,-
33,0.8572096909039563,0.8215658064215213,0.00022102965545813634,0.9510132031105814,-,-,-,-,-,-
34,0.7753907437637674,0.7834209300943171,0.0003329407552917643,0.9430812430223539,-,-,-,-,-,-
35,0.8357660909499365,0.8314042721518987,0.00025843169613200956,0.9550597086956015,-,-,-,-,-,-
36,0.7854114356923847,0.7619767812909639,0.0002437072358954473,0.9449156788377535,-,-,-,-,-,-
37,0.7924597850037103,0.7675535959576139,0.0001855797560269553,0.9589448686730294,-,-,-,-,-,-
38,0.728761756768437,0.7084935166482049,0.00019392861623776858,0.9599585526376431,-,-,-,-,-,-
39,0.8321530928034154,0.739879414298019,0.00035067281752960793,0.935055422997519,-,-,-,-,-,-
40,0.8096545801512225,0.7198889984299119,0.0004425598723871902,0.9212631547719994,-,-,-,-,-,-
41,0.7883129400747018,0.6875212760448135,0.0004481711208476464,0.927219107845929,-,-,-,-,-,-
42,0.8135186391264952,0.7448150088599528,0.0006095447338937163,0.9096599014406348,-,-,-,-,-,-
43,0.7577786399279282,0.6938267884943178,0.0006954824630681883,0.929117950036838,-,-,-,-,-,-
44,0.7756308104816652,0.7141554377651185,0.00041834487380509536,0.9256917575925411,-,-,-,-,-,-
45,0.7393703057185904,0.6665625991496922,0.0003258208897392839,0.9375243977724308,-,-,-,-,-,-
46,0.6729085364691204,0.609490659052752,0.00034795759450241553,0.9275365649758341,-,-,-,-,-,-
47,0.5780154741731008,0.5686579087519972,0.00026540429900068875,0.9360769872916597,-,-,-,-,-,-
48,0.4995096782390938,0.46185181322835467,0.0002961389786290469,0.9197463713773393,-,-,-,-,-,-
49,0.39768945181962,0.29767514109667065,0.00028165961661707334,0.9226480169347354,-,-,-,-,-,-
50,0.24882351872376765,0.0,0.00028763530091751276,0.9319702954073747,-,-,-,-,-,-
51,0.7221940692251431,0.6115226264128981,0.0002664213165010179,0.9483682567726555,-,-,-,-,-,-
52,0.763117186257423,0.6939889130636235,0.00022478036574443005,0.941155905961385,-,-,-,-,-,-
53,0.7496698884563722,0.6876039101057194,0.0002551207968488424,0.9298734439417586,-,-,-,-,-,-
54,0.8651566455845917,0.8155623952823347,0.0002187167833716625,0.9364660287732169,-,-,-,-,-,-
55,0.8516524797463609,0.8241802396924713,0.00019065811666052257,0.9460810294718127,-,-,-,-,-,-
56,0.7760592850399488,0.7167264481057255,0.0002478825644032585,0.9349243932072605,-,-,-,-,-,-
57,0.8342329613817232,0.7569630575803481,0.00033919175537295627,0.9150276283882204,-,-,-,-,-,-
58,0.7872483600739177,0.7381870282277663,0.0002029537376112708,0.9322930468596163,-,-,-,-,-,-
59,0.8377360680493497,0.7741995151492156,0.0002268685453285709,0.9365088598207704,-,-,-,-,-,-
60,0.8359199842573541,0.7498500988709574,0.00027591047378485063,0.9300868125452705,-,-,-,-,-,-
61,0.7767153934670162,0.7451794438671779,0.0002069977506813506,0.9430643648258987,-,-,-,-,-,-
62,0.7079551482940865,0.7775923696976328,0.00019330962360784582,0.9457460018338192,-,-,-,-,-,-
63,0.6608629133070811,0.6026557472029314,0.0001677230115497521,0.9565744369580632,-,-,-,-,-,-
64,0.5470566851425913,0.5958164798335838,0.0002079501416562332,0.9495892357619878,-,-,-,-,-,-
65,0.7510631872653621,0.5034364261168385,0.0002210108146482432,0.9469256204539378,-,-,-,-,-,-
66,0.7698377436873041,0.6866241189096661,0.0005767232467048859,0.9193679763004161,-,-,-,-,-,-
67,0.7674152956009714,0.7022943512890982,0.0003664008931539813,0.9384919010824213,-,-,-,-,-,-
68,0.7844750952135309,0.7069775664487494,0.0003784182237186056,0.9441633713094628,-,-,-,-,-,-
69,0.7263869642929408,0.7240172320947765,0.0003867827784391617,0.930057002458473,-,-,-,-,-,-
70,0.7464344481375604,0.721427294436144,0.00023067033934002525,0.9421659702896318,-,-,-,-,-,-
71,0.5334704215489384,0.523465035412788,0.0002167362213758045,0.9526706243470533,-,-,-,-,-,-
72,0.9706425480188476,0.941717791411043,0.00014912002891552835,0.9589943846361269,-,-,-,-,-,-
73,0.737482695025633,0.6342383046403932,0.0002198758299778834,0.9577389132626,-,-,-,-,-,-
74,0.8275421054466244,0.7607905507861044,0.0001876830742634302,0.9411439266031697,-,-,-,-,-,-
75,0.845827878645551,0.7730813151665088,0.0001768838137890603,0.941829831056084,-,-,-,-,-,-
76,0.8564805630956241,0.7937097251332792,0.00013635209931501735,0.9547855933796792,-,-,-,-,-,-
77,0.810625530047751,0.7315927129548851,0.00015130224661575483,0.951134310363446,-,-,-,-,-,-
78,0.8000877965289571,0.7356730201568693,0.00014306876598265254,0.9562687354783217,-,-,-,-,-,-
79,0.8350794826328143,0.775652914115985,0.00015018768201355555,0.9559434105105343,-,-,-,-,-,-
80,0.7656694427484887,0.605759481382405,0.00021071485717325737,0.9505199277315821,-,-,-,-,-,-
81,0.49579824206538925,0.5,0.00022832167763898632,0.9445941632208281,-,-,-,-,-,-
82,0.553523173658311,0.22824791418355184,0.00028456465002708886,0.9447151988422775,-,-,-,-,-,-
83,0.5655016795148053,0.23089887640449439,0.00017673571256752072,0.9505199552717308,-,-,-,-,-,-
84,0.5979487795356319,0.28917449332674244,0.00017142362307026926,0.9495726358172842,-,-,-,-,-,-
85,0.8323073655230793,0.7313428330445944,0.0002749685589540209,0.9305415549289613,-,-,-,-,-,-
86,0.8365701991099362,0.7529113168109883,0.00020488363441895362,0.9480480536421495,-,-,-,-,-,-
87,0.8468885491978695,0.7517275243236292,0.00022386526645431555,0.946962027399437,-,-,-,-,-,-
88,0.874925115779861,0.8092211507660358,9.904428118480041e-05,0.9779782259924071,-,-,-,-,-,-
89,0.8675849309781241,0.7925825748882266,0.00022178383011928419,0.9480174725890159,-,-,-,-,-,-
90,0.8710188433165552,0.8051194765212497,0.00013655534571813707,0.9622659236601421,-,-,-,-,-,-
91,0.8487052732639256,0.7847725795276936,0.0001716641477222052,0.95203939667486,-,-,-,-,-,-
92,0.8624085863486755,0.8078939535751043,0.000134997090416446,0.9694033955119905,-,-,-,-,-,-
93,0.7118598650184916,0.5976684881602914,0.00016762925318406608,0.9637535933564328,-,-,-,-,-,-
94,0.5436440130357795,0.4438906212913628,0.00013921091789009698,0.9651832858883199,-,-,-,-,-,-
95,0.49240645714421905,0.38652638536961553,0.00012218933311763922,0.9634115820453281,-,-,-,-,-,-
96,0.2491494052641607,0.0,0.00022314474119264105,0.9508140635288016,-,-,-,-,-,-
97,0.8216372394537523,0.7598143481805381,0.0002202014138307767,0.9559080872816921,-,-,-,-,-,-
98,0.8546683355455669,0.8350599427078587,0.00010259100157757091,0.9631106720379421,-,-,-,-,-,-
99,0.8438384723806606,0.806108805249595,9.473876466397274e-05,0.9673907347724551,-,-,-,-,-,-
100,0.727210293662394,0.6404990582702589,0.00011481282562535638,0.9653620577051526,-,-,-,-,-,-
101,0.7555131999090408,0.7158419302652652,0.00011001151495089024,0.966654543080784,-,-,-,-,-,-
102,0.5356841678256444,0.5214484448320252,9.58693631908375e-05,0.9709333881409395,-,-,-,-,-,-
103,0.579557992799315,0.2995391705069124,0.0002908015379446343,0.9466591586895199,-,-,-,-,-,-
104,0.8230498309355181,0.7393156568378328,0.0004717861375457756,0.9411340495097408,-,-,-,-,-,-
