Image Pair,Dice full,Dice no background,SSIM,MSE,Mean Dice full, Mean Dice no background,Mean SSIM,Mean MSE
0,0.714263466309028,0.5580344765045686,0.003952893700156806,0.9242970981571932,-,-,-,-
1,0.7120235014357283,0.5535894191794943,0.003109399351126919,0.826462184185572,-,-,-,-
2,0.7253133641787674,0.5793682216353762,0.0023371167218357034,0.8568959260920087,-,-,-,-
3,0.6882211177558565,0.5441305741232488,0.0016400472253205174,0.8854413375650951,-,-,-,-
4,0.6908883879206086,0.5393783412925601,0.001839627583416263,0.8879448343802565,-,-,-,-
5,0.6893063933261504,0.5265040507735954,0.0008512888686424252,0.9003348563321112,-,-,-,-
6,0.6821037491501903,0.5097632423991594,0.001124463619273451,0.9089088572385462,-,-,-,-
7,0.6891572574381046,0.5128660444125339,0.0015281254767922857,0.9123967670636562,-,-,-,-
8,0.6815387404475518,0.5068688430111308,0.0026096817730196574,0.9133860299212503,-,-,-,-
9,0.7008700208910242,0.5358548746754258,0.0007329715206234629,0.9212555406751023,-,-,-,-
0,0.7016999958689986,0.5432409869591976,0.000674133196496241,0.9245461176710646,-,-,-,-
1,0.6847757172905352,0.516053123517759,0.0006897276587358949,0.9141161215738327,-,-,-,-
2,0.6285465914255346,0.47815875013106846,0.0007209481551275448,0.9237370415329224,-,-,-,-
3,0.6294341811348992,0.48714517559775816,0.0007923758595167876,0.929995111166331,-,-,-,-
4,0.6076929657230339,0.44730888023831716,0.0010519066669551567,0.9265032933696221,-,-,-,-
5,0.6162811533781114,0.4707211079274117,0.000492816302770672,0.9410240784072185,-,-,-,-
6,0.5151074913021406,0.33621057118499575,0.0005278592135822545,0.9394771847910293,-,-,-,-
7,0.6444227262838957,0.34549880542543787,0.0036841566373942906,0.8456569507392556,-,-,-,-
8,0.8574771413460583,0.7652291875803439,0.0035278075477567588,0.8515624992028876,-,-,-,-
9,0.8337095842586466,0.7725539213306798,0.001270548976678999,0.8667484406753078,-,-,-,-
0,0.8360021859637845,0.7474344290228012,0.00130903392183616,0.86534788073092,-,-,-,-
1,0.7965568300362087,0.7067980958601784,0.006060914109228471,0.8391244587617549,-,-,-,-
2,0.7953119410388968,0.7021202641640598,0.00081304071955473,0.882487927146256,-,-,-,-
3,0.5966100981473434,0.557983682983683,0.0012829376851219332,0.8705913497214547,-,-,-,-
4,0.49915765447530025,0.0,0.0009386533002747219,0.8863384282457842,-,-,-,-
-,-,-,-,0.7074029538669164,0.575560493865346,0.9125822425241107,0.001939455183147587
