Image Pair,Dice,SSIM,MSE,Mean SSIM,Mean MSE,Mean Time,Mean NegJ
365,0.002593861266794484,0.739448483794062,0.02057337760925293,-,-,-,-
366,0.0028060468294803798,0.7414317639006088,0.027991056442260742,-,-,-,-
367,0.002952547471509822,0.7561487078504892,0.0271303653717041,-,-,-,-
368,0.002648114768443577,0.7676375436371898,0.0282747745513916,-,-,-,-
369,0.0031218934284766558,0.7341602183552083,0.018518686294555664,-,-,-,-
370,0.00304317118056859,0.7346791023797985,0.018798828125,-,-,-,-
371,0.002662205861677099,0.744360832798277,0.020963668823242188,-,-,-,-
372,0.002629174225889012,0.7560770394149772,0.02962207794189453,-,-,-,-
373,0.0030649491547736813,0.7509026871816077,0.0193173885345459,-,-,-,-
374,0.002235697731851971,0.7539196101135655,0.02158832550048828,-,-,-,-
375,0.0022499330468421044,0.776579899622847,0.01982736587524414,-,-,-,-
376,0.0022738110842701314,0.7727238242151314,0.018655776977539062,-,-,-,-
377,0.0023810775094206703,0.7547928383075658,0.02444624900817871,-,-,-,-
378,0.0019999595493186933,0.7748065661326973,0.0193328857421875,-,-,-,-
379,0.0014704206021379563,0.8151451038080347,0.030900955200195312,-,-,-,-
380,0.0020655393028908026,0.7607250766963327,0.016049861907958984,-,-,-,-
381,0.0027759381832214674,0.7413921581776219,0.019292116165161133,-,-,-,-
382,0.0029472365150738254,0.7589721055489614,0.021328210830688477,-,-,-,-
383,0.002683416675272691,0.7544972814995287,0.02233600616455078,-,-,-,-
384,0.00240159395908505,0.7471825966650446,0.021073579788208008,-,-,-,-
385,0.002111810578221274,0.7679368569709051,0.01778721809387207,-,-,-,-
386,0.0025276983192813536,0.7606247030827278,0.018632173538208008,-,-,-,-
387,0.002362063927075475,0.7776747900030031,0.026433944702148438,-,-,-,-
388,0.002435430116274162,0.7794579347990339,0.019384384155273438,-,-,-,-
389,0.0025126244913867167,0.7660704463122993,0.023459196090698242,-,-,-,-
390,0.0023490290457009047,0.7357827056674343,0.029234886169433594,-,-,-,-
391,0.002627736479952129,0.7322279369462643,0.032631874084472656,-,-,-,-
392,0.0034674351069256797,0.7058410349222413,0.022685766220092773,-,-,-,-
393,0.0026417805470562903,0.757379481806493,0.018756628036499023,-,-,-,-
394,0.00281341225611591,0.7421959897980653,0.03221726417541504,-,-,-,-
395,0.0025167334787001986,0.7453882692932545,0.019718170166015625,-,-,-,-
396,0.0022939079984829764,0.7667711789875897,0.019556522369384766,-,-,-,-
397,0.002104782525481615,0.7716902860343124,0.018867015838623047,-,-,-,-
398,0.002775505173352144,0.7466515327219333,0.017243146896362305,-,-,-,-
-,-,-,-,0.630555289253954,0.002559314915985925,0.7546312384986731,0.02684659454690751,0.04581010521356784
