Image Pair,Dice,SSIM,MSE,Mean Dice,Mean SSIM,Mean MSE,Mean Time,Mean NegJ
347,0.5699632885056098,0.004047360837960134,0.7044720924986354,-,-,-,-,-
348,0.5361640680283106,0.002397549553325421,0.7580807931678848,-,-,-,-,-
349,0.5829968485867433,0.003525719466618682,0.711828927756057,-,-,-,-,-
350,0.5968166338012352,0.0037795055477201226,0.684006653288497,-,-,-,-,-
351,0.6891562998645402,0.0019275004371457052,0.7850295467379487,-,-,-,-,-
352,0.6406099670069347,0.002161370835708709,0.7616026363290077,-,-,-,-,-
353,0.6969848986795155,0.002141466618918919,0.7612410618149185,-,-,-,-,-
354,0.6524605782551671,0.0022525847524634676,0.7640199503480078,-,-,-,-,-
355,0.5976443369891312,0.002394954395493147,0.7447329473869996,-,-,-,-,-
356,0.6634320104162539,0.0017656751456575747,0.8031071320515911,-,-,-,-,-
357,0.6435902846942584,0.002031463866752089,0.7664442076386416,-,-,-,-,-
358,0.6405837971992357,0.0024980182411847335,0.7306240523127872,-,-,-,-,-
359,0.774358567577276,0.0022904213102291847,0.7588434861116867,-,-,-,-,-
360,0.7214373386811536,0.0026704669371137393,0.7474047164235164,-,-,-,-,-
361,0.7301098807506375,0.0026993885977493193,0.7402908226867493,-,-,-,-,-
362,0.6905892048484611,0.001697521275036055,0.8035047898933799,-,-,-,-,-
363,0.7032421535587128,0.0020374111126315003,0.7742816857187844,-,-,-,-,-
364,0.6752159757967248,0.002593861266794484,0.739448483794062,-,-,-,-,-
365,0.5738719539194316,0.0028060468294803798,0.7414317639006088,-,-,-,-,-
366,0.6411722318712039,0.002952547471509822,0.7561487078504892,-,-,-,-,-
367,0.6226860303604969,0.002648114768443577,0.7676375436371898,-,-,-,-,-
368,0.5149941913643565,0.0031218934284766558,0.7341602183552083,-,-,-,-,-
369,0.5649513631346964,0.00304317118056859,0.7346791023797985,-,-,-,-,-
370,0.5960381862657698,0.002662205861677099,0.744360832798277,-,-,-,-,-
371,0.5233450197832179,0.002629174225889012,0.7560770394149772,-,-,-,-,-
372,0.5481376463950167,0.0030649491547736813,0.7509026871816077,-,-,-,-,-
373,0.7180979581770564,0.002235697731851971,0.7539196101135655,-,-,-,-,-
374,0.7034607917463911,0.0022499330468421044,0.776579899622847,-,-,-,-,-
375,0.7049444673954282,0.0022738110842701314,0.7727238242151314,-,-,-,-,-
376,0.6696918325128378,0.0023810775094206703,0.7547928383075658,-,-,-,-,-
377,0.5962300317598425,0.0019999595493186933,0.7748065661326973,-,-,-,-,-
378,0.6877064668212628,0.0014704206021379563,0.8151451038080347,-,-,-,-,-
379,0.6207377668719927,0.0020655393028908026,0.7607250766963327,-,-,-,-,-
380,0.5597608793592839,0.0027759381832214674,0.7413921581776219,-,-,-,-,-
381,0.5519595428034973,0.0029472365150738254,0.7589721055489614,-,-,-,-,-
382,0.5650444675780911,0.002683416675272691,0.7544972814995287,-,-,-,-,-
383,0.5912227624024358,0.00240159395908505,0.7471825966650446,-,-,-,-,-
384,0.7513361987655521,0.002111810578221274,0.7679368569709051,-,-,-,-,-
385,0.6696472517714274,0.0025276983192813536,0.7606247030827278,-,-,-,-,-
386,0.6052142864544391,0.002362063927075475,0.7776747900030031,-,-,-,-,-
387,0.6486254785272084,0.002435430116274162,0.7794579347990339,-,-,-,-,-
388,0.6104265195500391,0.0025126244913867167,0.7660704463122993,-,-,-,-,-
389,0.5986484826574476,0.0023490290457009047,0.7357827056674343,-,-,-,-,-
390,0.5720354456667234,0.002627736479952129,0.7322279369462643,-,-,-,-,-
391,0.5478537345804791,0.0034674351069256797,0.7058410349222413,-,-,-,-,-
392,0.6494527515549376,0.0026417805470562903,0.757379481806493,-,-,-,-,-
393,0.6526564236688337,0.00281341225611591,0.7421959897980653,-,-,-,-,-
394,0.6526957566182606,0.0025167334787001986,0.7453882692932545,-,-,-,-,-
395,0.593650566676021,0.0022939079984829764,0.7667711789875897,-,-,-,-,-
396,0.6475642920690073,0.002104782525481615,0.7716902860343124,-,-,-,-,-
397,0.6877115771775285,0.002775505173352144,0.7466515327219333,-,-,-,-,-
-,-,-,-,0.6305553304050706,0.7546310025911469,0.002559316235429583,0.01616369479864686,0.04581010521356784
