Epoch,Dice,MSE,SSIM
1,0.6072867770011386,0.0019894698780229354,0.781284467920371
2,0.6060215128777084,0.0018316304362810502,0.7787279656130668
3,0.6048430768085351,0.002080970329172155,0.7704626074425621
4,0.6032063505791193,0.001967118520242393,0.7684420974431158
5,0.6016539150562906,0.0022286057831411416,0.7557529410355203
6,0.596414151349897,0.0019545960785574776,0.7679575362795245
