Index,MSE,SSIM,Time,Mean MSE,Mean SSIM,Mean Time,Mean NegJ
69,0.00016203791371103,0.9464690381295223,0.008500099182128906,-,-,-,-
70,0.00014564089984222617,0.9573103395100583,0.008481025695800781,-,-,-,-
71,0.00011534578453200041,0.9632412266794387,0.011158227920532227,-,-,-,-
72,0.00011994064164969883,0.9622944634747291,0.011176109313964844,-,-,-,-
73,8.950868365597528e-05,0.9700881058687346,0.008407831192016602,-,-,-,-
74,0.00010970509644683527,0.9640959646308912,0.008378982543945312,-,-,-,-
75,0.0001668699306702982,0.9521345116379785,0.008326530456542969,-,-,-,-
76,0.0002544391710022137,0.939477394030708,0.008439779281616211,-,-,-,-
77,0.00021301264897331655,0.9437181401175276,0.010386228561401367,-,-,-,-
78,0.00010818930943992662,0.9715994916837161,0.008726119995117188,-,-,-,-
79,0.00010089267226108844,0.9666930212088131,0.010219573974609375,-,-,-,-
80,0.00011845571181988945,0.9573831220703805,0.008432626724243164,-,-,-,-
81,0.00010467995609497754,0.9664786821554041,0.008288860321044922,-,-,-,-
82,0.00022764348333201328,0.9687872212212796,0.008391857147216797,-,-,-,-
83,0.00020528459492562503,0.9701871328266273,0.011381864547729492,-,-,-,-
84,6.368260474707612e-05,0.9770868767258521,0.011070966720581055,-,-,-,-
85,9.723660095110327e-05,0.9721460326626151,0.008578062057495117,-,-,-,-
86,0.00012143105960160918,0.9650683107956842,0.008376836776733398,-,-,-,-
87,0.00022142020351515623,0.9517746829411041,0.008341789245605469,-,-,-,-
88,0.00020015696058205975,0.9542105450092866,0.008484363555908203,-,-,-,-
89,0.0004366933214403143,0.8804122974956902,0.008572101593017578,-,-,-,-
90,0.0011573939071594676,0.8144949730650765,0.01096034049987793,-,-,-,-
91,0.0012600285425892358,0.838908914737839,0.010879278182983398,-,-,-,-
92,0.0015377894775513653,0.8484969041527549,0.010331392288208008,-,-,-,-
93,0.0017427432447127647,0.8418934075778006,0.010856389999389648,-,-,-,-
94,0.0016288990130746135,0.8269787424738444,0.011144161224365234,-,-,-,-
95,0.0010011854462319296,0.8567477762091178,0.011100053787231445,-,-,-,-
96,0.0008679224982853551,0.8635648130301945,0.008957862854003906,-,-,-,-
97,0.0005769274817442425,0.8785996617933306,0.008441448211669922,-,-,-,-
98,0.0007736799370546357,0.831904840573768,0.00842738151550293,-,-,-,-
99,0.000915138604578305,0.8251517682098061,0.009117364883422852,-,-,-,-
100,0.0007272801175723634,0.8899607161598415,0.011099576950073242,-,-,-,-
101,0.000858516499980267,0.8851251499930609,0.011161088943481445,-,-,-,-
102,0.000731241784336187,0.8841872483561238,0.008697509765625,-,-,-,-
103,0.0008655936586988119,0.8778506167597647,0.008481502532958984,-,-,-,-
104,0.0005870747617905599,0.8994783162556551,0.008483171463012695,-,-,-,-
105,0.00043937634580915437,0.9281380848519131,0.011432409286499023,-,-,-,-
106,0.000386510654344851,0.9100428577076132,0.01156163215637207,-,-,-,-
107,0.0005884393973982238,0.890275112586647,0.008697271347045898,-,-,-,-
108,0.000589694858252004,0.89200669533973,0.008555412292480469,-,-,-,-
109,0.0004571214062622696,0.8933470345328506,0.00869441032409668,-,-,-,-
110,0.0003865360494555746,0.9073060565141893,0.008788347244262695,-,-,-,-
111,0.0003950704409440199,0.9199788692874764,0.008618831634521484,-,-,-,-
112,0.00046759743356969874,0.9210923249643196,0.008580446243286133,-,-,-,-
113,0.0004817416618003141,0.9095564438664505,0.00852346420288086,-,-,-,-
114,0.0003872454110678764,0.9247439231816799,0.008527278900146484,-,-,-,-
115,0.0003412769881219959,0.9314633015811022,0.008517026901245117,-,-,-,-
116,0.0002871713429039125,0.948139851511156,0.008746862411499023,-,-,-,-
117,0.00034374927508252964,0.9233882969128152,0.008737802505493164,-,-,-,-
118,0.0005260133098226477,0.9143514240886816,0.00923776626586914,-,-,-,-
119,0.0005131830181386044,0.9118338180753727,0.008673667907714844,-,-,-,-
120,0.0003485713918207639,0.9265171537159037,0.008887052536010742,-,-,-,-
121,0.0002965077485789288,0.9340673265516918,0.008849859237670898,-,-,-,-
122,0.0003779850824680241,0.9266641565379764,0.008447408676147461,-,-,-,-
123,0.0004322838230982266,0.9282808046290634,0.008482217788696289,-,-,-,-
124,0.0004462371884050118,0.9125409026311014,0.008407354354858398,-,-,-,-
125,0.0003389679620388087,0.9255230489506151,0.008440732955932617,-,-,-,-
126,0.00026299566226413315,0.9382253384961243,0.008451461791992188,-,-,-,-
127,0.00017971126594524598,0.9523068437489067,0.008462190628051758,-,-,-,-
128,0.0003908131665655341,0.9229760330105535,0.012982368469238281,-,-,-,-
129,0.00043490612048780586,0.9170142211250059,0.023558616638183594,-,-,-,-
130,0.0006140414687549938,0.9217788700489354,0.019643783569335938,-,-,-,-
131,0.0004883785225499131,0.9250883397791432,0.014163494110107422,-,-,-,-
132,0.0003391919308182708,0.9342103668121533,0.008421897888183594,-,-,-,-
133,0.00017424376397456512,0.9500091968125763,0.0180056095123291,-,-,-,-
134,0.00017688925523937446,0.9517004740267839,0.011736154556274414,-,-,-,-
135,0.00019514072627099685,0.9433931848357058,0.008426904678344727,-,-,-,-
136,0.00017434416791270481,0.9491968292800353,0.008463144302368164,-,-,-,-
137,0.00014817389504375524,0.9554564728280852,0.008477449417114258,-,-,-,-
138,9.509972306885533e-05,0.967462823880461,0.008431196212768555,-,-,-,-
139,0.00020676079029031597,0.9431022816171466,0.00841975212097168,-,-,-,-
140,0.00018650259895301128,0.9458302110194471,0.008345842361450195,-,-,-,-
141,0.0003129543476991287,0.944278236476176,0.00850224494934082,-,-,-,-
142,0.00023883209276397092,0.9482835321370345,0.008468866348266602,-,-,-,-
143,0.0001467474455032382,0.9604434085309276,0.009545564651489258,-,-,-,-
144,9.929631989641348e-05,0.96417041907185,0.008428096771240234,-,-,-,-
145,9.199088006659044e-05,0.9649707771675119,0.008454084396362305,-,-,-,-
146,0.00010701655964706516,0.9572826138863744,0.00838017463684082,-,-,-,-
147,0.00010215914053089524,0.9635050990481279,0.008430957794189453,-,-,-,-
148,8.716878061745631e-05,0.9689890908529272,0.008304595947265625,-,-,-,-
149,5.7891875876022974e-05,0.9752630515595532,0.01123356819152832,-,-,-,-
150,0.00011883962654111212,0.9594821526462138,0.01862359046936035,-,-,-,-
151,9.907458322533747e-05,0.9638464718253683,0.010298728942871094,-,-,-,-
152,0.00011855610306058162,0.9634492074848369,0.008176326751708984,-,-,-,-
153,0.00011614338520961306,0.9634009422005103,0.008375167846679688,-,-,-,-
154,7.575059156588475e-05,0.9726462323883303,0.01837444305419922,-,-,-,-
155,5.446641496344798e-05,0.9763180039421355,0.009610652923583984,-,-,-,-
156,5.526513632521503e-05,0.9745545706237082,0.008174657821655273,-,-,-,-
157,7.774738765090912e-05,0.964715944552873,0.00835871696472168,-,-,-,-
158,5.9157251307946386e-05,0.9719328534943608,0.012984991073608398,-,-,-,-
159,5.690560785681631e-05,0.9759492263561342,0.008463621139526367,-,-,-,-
160,3.422919719828686e-05,0.9841576267191626,0.008228302001953125,-,-,-,-
161,5.944739792328335e-05,0.9711267451524964,0.008358240127563477,-,-,-,-
162,7.05246912175509e-05,0.9691523490461673,0.008165121078491211,-,-,-,-
163,6.728788154868599e-05,0.9750215152041827,0.008785009384155273,-,-,-,-
164,7.289878924264268e-05,0.9719063478386907,0.008498430252075195,-,-,-,-
165,4.061014219703504e-05,0.9816973398801834,0.008526802062988281,-,-,-,-
166,7.607493185907072e-05,0.9757500562161705,0.008087158203125,-,-,-,-
167,7.772421515302023e-05,0.9703509851964968,0.008323192596435547,-,-,-,-
168,0.00013833107646708473,0.9620298518869782,0.008218765258789062,-,-,-,-
169,8.865150247003318e-05,0.9739183557240128,0.00845026969909668,-,-,-,-
170,6.820355096391995e-05,0.9786802403418412,0.008138895034790039,-,-,-,-
171,5.047722595311733e-05,0.9817014325395781,0.008374929428100586,-,-,-,-
172,7.319555225150629e-05,0.9736350928463128,0.008171796798706055,-,-,-,-
173,8.111989181518452e-05,0.9708580605288792,0.008374929428100586,-,-,-,-
174,7.572740556048658e-05,0.9766060705171163,0.008373022079467773,-,-,-,-
175,7.809268328890893e-05,0.97400484020811,0.008368968963623047,-,-,-,-
176,5.2236822165723956e-05,0.9813105621792385,0.00828242301940918,-,-,-,-
177,0.0001315011991168122,0.9839276662610462,0.00841069221496582,-,-,-,-
178,0.00010710475439436957,0.9807653854073853,0.008907318115234375,-,-,-,-
179,0.00011013639632051969,0.9718287821395253,0.008722066879272461,-,-,-,-
180,5.7138388391037926e-05,0.9829556375636751,0.008516788482666016,-,-,-,-
181,6.0442516928202664e-05,0.9866078884958914,0.00853729248046875,-,-,-,-
182,3.335214535900946e-05,0.9886911557568895,0.008603096008300781,-,-,-,-
183,6.988479488250003e-05,0.9812523680517931,0.008706808090209961,-,-,-,-
184,4.9656437841423084e-05,0.9802368521039997,0.008775472640991211,-,-,-,-
185,6.779870711316371e-05,0.9828960379305869,0.008503913879394531,-,-,-,-
186,6.411502325159502e-05,0.9841226600827853,0.00878763198852539,-,-,-,-
187,5.2507159057671375e-05,0.9870959732714988,0.00854349136352539,-,-,-,-
188,0.0007582725143725157,0.8683491885184219,0.00826406478881836,-,-,-,-
189,0.0012535185188585645,0.8551931177892552,0.008684396743774414,-,-,-,-
190,0.0010895147540420562,0.8546647935216474,0.008218050003051758,-,-,-,-
191,0.0012683313005214345,0.855593905886875,0.008318662643432617,-,-,-,-
192,0.0007421370527213473,0.8799093582791111,0.013143777847290039,-,-,-,-
193,0.0006755199491353409,0.9023683926925362,0.008519172668457031,-,-,-,-
194,0.0004951445822243845,0.8909120718184595,0.008199930191040039,-,-,-,-
195,0.0004914851968106153,0.886540175012082,0.008285760879516602,-,-,-,-
196,0.0005909238282395412,0.8776604897962508,0.008324384689331055,-,-,-,-
197,0.0004944892124018228,0.8894305020307812,0.008375167846679688,-,-,-,-
198,0.00039590888459342227,0.9066616757592038,0.008408069610595703,-,-,-,-
199,0.0005770675222407139,0.8481717556591909,0.008224725723266602,-,-,-,-
200,0.0004838013549741312,0.8654594544075592,0.008326292037963867,-,-,-,-
201,0.0007975863762640978,0.8306990085499735,0.008356809616088867,-,-,-,-
202,0.0008962748566284728,0.7974491422944395,0.008333206176757812,-,-,-,-
203,0.0009558568825753147,0.7948480920673221,0.008390188217163086,-,-,-,-
204,0.0005101900737457085,0.8511684838357302,0.008361101150512695,-,-,-,-
205,0.00031615256171704624,0.9016817403540006,0.008335113525390625,-,-,-,-
206,0.0003567340397975734,0.9007265035903957,0.008461952209472656,-,-,-,-
207,0.0003678675662758459,0.886712193954764,0.008342742919921875,-,-,-,-
208,0.0005014129310911087,0.874287098848004,0.008409261703491211,-,-,-,-
209,0.0004988700584454864,0.8900122593681603,0.008377790451049805,-,-,-,-
210,0.00042811369067912754,0.8795915564152428,0.013041019439697266,-,-,-,-
211,0.0005466565348512366,0.8622724559817574,0.008589744567871094,-,-,-,-
212,0.0005001343174344684,0.8544102768503322,0.008378267288208008,-,-,-,-
213,0.00048316478418866557,0.8508484621074371,0.008735179901123047,-,-,-,-
214,0.0004495699462576004,0.8666272749693942,0.013075590133666992,-,-,-,-
215,0.00036785543500684955,0.8895760425269323,0.008695602416992188,-,-,-,-
216,0.0003455386723639138,0.9087566238444237,0.00839090347290039,-,-,-,-
217,0.00037042480721394673,0.9145043816259645,0.008422374725341797,-,-,-,-
218,0.0005700952865631778,0.8724098801986412,0.013602256774902344,-,-,-,-
219,0.0008703219291552421,0.8485184637347991,0.008712291717529297,-,-,-,-
220,0.000774315394650909,0.8700067141615198,0.008316755294799805,-,-,-,-
221,0.0005798332808275871,0.8632790415552047,0.00844430923461914,-,-,-,-
222,0.0006096021985646983,0.8623778642509706,0.00842738151550293,-,-,-,-
223,0.0006371448708598379,0.8611976976565404,0.008252859115600586,-,-,-,-
224,0.0005797858277586004,0.8771021997576525,0.008245706558227539,-,-,-,-
225,0.00040235269930652114,0.9056396463528961,0.00832366943359375,-,-,-,-
226,0.0003595526849291416,0.9157611962124784,0.008474349975585938,-,-,-,-
227,0.0004191291852050298,0.9141317524678828,0.008415937423706055,-,-,-,-
228,0.0010787705853596262,0.8722973251724806,0.008385419845581055,-,-,-,-
229,0.0018062339027395298,0.8231076797727183,0.008523225784301758,-,-,-,-
230,0.0017006427376402055,0.8461746933366641,0.011883258819580078,-,-,-,-
231,0.0014343109900877484,0.8599611878483456,0.008589506149291992,-,-,-,-
232,0.0006244514113226605,0.8884679375031654,0.008324384689331055,-,-,-,-
233,0.0006099067063635392,0.8776938424186257,0.008336067199707031,-,-,-,-
234,0.0006262209366932445,0.8648645164437869,0.008783817291259766,-,-,-,-
235,0.0005416457822520992,0.8699800168022926,0.008327484130859375,-,-,-,-
236,0.0004458024886819619,0.9020484228118111,0.008401870727539062,-,-,-,-
237,0.00036463187689747225,0.9275534542418529,0.00850057601928711,-,-,-,-
238,0.0003999664829641341,0.9267040062181661,0.008382797241210938,-,-,-,-
239,0.0015496257952557007,0.8630388966362162,0.008996248245239258,-,-,-,-
240,0.0017164361377104997,0.8404064278275656,0.008392333984375,-,-,-,-
241,0.0026864945672722307,0.8155963768054498,0.008293390274047852,-,-,-,-
242,0.00215612150199151,0.846710965782305,0.008424043655395508,-,-,-,-
243,0.0007806135877943236,0.8868009774129051,0.008357524871826172,-,-,-,-
244,0.0009451469340140528,0.8608467812784851,0.008352994918823242,-,-,-,-
245,0.0008224427486851196,0.8596236166743465,0.008410453796386719,-,-,-,-
246,0.0006044767128738917,0.8826017835052342,0.008425712585449219,-,-,-,-
247,0.0005157005692973611,0.9072547107358105,0.008406400680541992,-,-,-,-
248,0.0004024707853210077,0.9268248521959569,0.008313179016113281,-,-,-,-
249,0.0004746657266774704,0.9248321839567604,0.008301734924316406,-,-,-,-
250,0.0008819960257774766,0.8947828454003592,0.008397102355957031,-,-,-,-
251,0.0012813038839419786,0.8751194548803748,0.008362531661987305,-,-,-,-
252,0.0017918281645225944,0.8704887559359739,0.00867915153503418,-,-,-,-
253,0.0018385733715387085,0.8688700575817977,0.008574247360229492,-,-,-,-
254,0.000377238222104486,0.9163315455466504,0.008652448654174805,-,-,-,-
255,0.0006339124555994897,0.9003249231614746,0.008478641510009766,-,-,-,-
256,0.00034801976573658306,0.9002871325900671,0.008498430252075195,-,-,-,-
257,0.000372345500708209,0.9050830916605593,0.008590221405029297,-,-,-,-
258,0.00026582868251241737,0.9272129079746172,0.008797168731689453,-,-,-,-
259,0.00020785958755681038,0.9399833097451382,0.008480310440063477,-,-,-,-
260,0.00028936890538108084,0.9293182290157429,0.008515119552612305,-,-,-,-
261,0.00034960728841508683,0.9261806410789192,0.008673429489135742,-,-,-,-
262,0.0009118101814216609,0.9009695767831633,0.008558988571166992,-,-,-,-
263,0.0010144977702348055,0.9088647781194437,0.00851750373840332,-,-,-,-
264,0.0015505128306333425,0.8977450916603529,0.008568286895751953,-,-,-,-
265,0.000430345504527079,0.9347755922834282,0.00870966911315918,-,-,-,-
266,0.00032906561413785187,0.9389046986344651,0.008772134780883789,-,-,-,-
267,0.0003185719431943037,0.9297513635948644,0.008741378784179688,-,-,-,-
268,0.00022969975417685628,0.9461629985663107,0.008615255355834961,-,-,-,-
269,0.00014794444200365653,0.9628137255395943,0.008485078811645508,-,-,-,-
270,0.00010817603850633628,0.968277506437033,0.008698463439941406,-,-,-,-
271,0.00024036225733179757,0.9529781463760428,0.008401155471801758,-,-,-,-
272,0.0006286512377903479,0.940575724257856,0.008466005325317383,-,-,-,-
273,0.001569114274049188,0.9010633901266718,0.008209705352783203,-,-,-,-
274,0.0006361983175633665,0.9354553822166763,0.008399724960327148,-,-,-,-
275,0.001325746395365541,0.9201977587036313,0.008615970611572266,-,-,-,-
276,0.00034312266596852817,0.9455069446283487,0.008568763732910156,-,-,-,-
277,0.00035791224625724945,0.9434920480673289,0.008453607559204102,-,-,-,-
278,0.00030838603369765004,0.9430760200684161,0.00838017463684082,-,-,-,-
279,0.0002060348997326927,0.9519774129468379,0.008385181427001953,-,-,-,-
280,0.00014453000465568648,0.9665562527275744,0.008383989334106445,-,-,-,-
281,0.00011519355568791446,0.9736069195613323,0.008496522903442383,-,-,-,-
282,0.0001328867329590161,0.9672832381570848,0.008751392364501953,-,-,-,-
283,0.00032104416548405196,0.9512081031572637,0.017525672912597656,-,-,-,-
284,0.000540441054218736,0.9423763650757606,0.018172264099121094,-,-,-,-
285,0.0010468043643070345,0.9328363446042955,0.009670257568359375,-,-,-,-
286,0.0005435809032816852,0.9498269398647704,0.00903177261352539,-,-,-,-
287,0.00020861312546424516,0.9666103943369432,0.022550344467163086,-,-,-,-
288,0.00030392459815947406,0.9535491230571224,0.00987100601196289,-,-,-,-
289,0.0002988819372368283,0.949397852665844,0.009004354476928711,-,-,-,-
290,0.00015283273400768345,0.9628080703576355,0.010374307632446289,-,-,-,-
291,0.00010722725324813784,0.9747776749217464,0.008854389190673828,-,-,-,-
292,8.896700291063455e-05,0.9770579673397679,0.008737564086914062,-,-,-,-
293,0.00010763214703597866,0.9723608682077947,0.008344173431396484,-,-,-,-
294,0.00012605019539565202,0.9697773146905742,0.008369922637939453,-,-,-,-
295,0.00040322311478410824,0.9564932466103193,0.008097410202026367,-,-,-,-
296,0.0002736514932018014,0.9620549153415211,0.01130533218383789,-,-,-,-
297,0.00019156075735801288,0.9681695818193304,0.008210182189941406,-,-,-,-
298,7.012532548085484e-05,0.9778329334072339,0.00839543342590332,-,-,-,-
299,0.0001484354063581219,0.970677911539458,0.008234977722167969,-,-,-,-
300,0.00011646001728987291,0.9671025630827893,0.00836181640625,-,-,-,-
301,0.00010588247207331958,0.9734644814751879,0.008061647415161133,-,-,-,-
302,5.129580597675614e-05,0.9839760663946648,0.008260250091552734,-,-,-,-
303,4.398924533352717e-05,0.9846131441940162,0.008202552795410156,-,-,-,-
304,5.459879959177169e-05,0.9826328053171429,0.013578176498413086,-,-,-,-
305,5.318340425499056e-05,0.9822783883617993,0.00858449935913086,-,-,-,-
306,6.009163106283855e-05,0.9817548924399508,0.008021116256713867,-,-,-,-
307,7.999682797327365e-05,0.9766678375566189,0.008628368377685547,-,-,-,-
308,8.422651589135225e-05,0.9778903338541689,0.012845277786254883,-,-,-,-
309,0.002998180343154593,0.8055042571196657,0.009016036987304688,-,-,-,-
310,0.0032682539618619014,0.784377507369989,0.008985519409179688,-,-,-,-
311,0.0026988505748047334,0.7730515763673472,0.00894021987915039,-,-,-,-
312,0.0023022976912045186,0.7919963329271379,0.008553504943847656,-,-,-,-
313,0.0015631752854142916,0.8248731643338785,0.00823354721069336,-,-,-,-
314,0.0008449723950604057,0.8592517011901771,0.008065938949584961,-,-,-,-
315,0.0007819010779122297,0.8773948070754576,0.008192300796508789,-,-,-,-
316,0.0019639231563243088,0.8398750260254412,0.00803232192993164,-,-,-,-
317,0.0024904040018145592,0.8182232840133994,0.008086919784545898,-,-,-,-
318,0.0012639218173569513,0.8577849820374955,0.008139371871948242,-,-,-,-
319,0.0008684101324315516,0.8913617176725559,0.008623838424682617,-,-,-,-
320,0.0008919591344617809,0.8776618429030154,0.008196115493774414,-,-,-,-
321,0.0014697746395757202,0.8548488691875168,0.008235692977905273,-,-,-,-
322,0.0021390040267687096,0.838872220251357,0.008344650268554688,-,-,-,-
323,0.0017122913290104989,0.8708489295833449,0.008349418640136719,-,-,-,-
324,0.0008844297013344256,0.9073387177871999,0.008351325988769531,-,-,-,-
325,0.0005362236001591532,0.9284624580272374,0.008579254150390625,-,-,-,-
326,0.0006470793377757043,0.9227909195172302,0.008386850357055664,-,-,-,-
327,0.0011892469612466887,0.8755443603183239,0.008460044860839844,-,-,-,-
328,0.0013335882463668101,0.8492683457670654,0.008062601089477539,-,-,-,-
329,0.0009471437267140035,0.8762924614274827,0.008571386337280273,-,-,-,-
330,0.00042871935536760187,0.9115469234245943,0.008286237716674805,-,-,-,-
331,0.0003457482875466194,0.9228456852783058,0.008172988891601562,-,-,-,-
332,0.000426722546275193,0.9110202018897239,0.008075952529907227,-,-,-,-
333,0.0005722598009102331,0.9045403394555015,0.00823068618774414,-,-,-,-
334,0.0006017175762068768,0.9153191546215502,0.008377313613891602,-,-,-,-
335,0.00047840336144898497,0.9349318598347387,0.008295774459838867,-,-,-,-
336,0.00030866843170275943,0.9522884058047549,0.0082550048828125,-,-,-,-
337,0.0004709048998247731,0.9368743230224096,0.008229255676269531,-,-,-,-
338,0.0006791957700647266,0.8983893002003753,0.008301258087158203,-,-,-,-
339,0.0006236349637339157,0.880958404729827,0.008268356323242188,-,-,-,-
340,0.0004076635289675523,0.9125338467908007,0.00824880599975586,-,-,-,-
341,0.00023974337492517971,0.933984843435708,0.008023500442504883,-,-,-,-
342,0.0002738346533288437,0.9394209769665621,0.008471488952636719,-,-,-,-
343,0.00028101983812894583,0.9334801703892333,0.008199930191040039,-,-,-,-
344,0.0002886088192036188,0.9299891844597455,0.008533000946044922,-,-,-,-
345,0.0002153834539794854,0.9452125903037263,0.008314132690429688,-,-,-,-
346,0.00018956179887265906,0.9537152357385117,0.008439779281616211,-,-,-,-
347,0.0001592677479124816,0.9587596879174529,0.008543729782104492,-,-,-,-
348,0.0002225178967810579,0.9446717834049915,0.008499383926391602,-,-,-,-
349,0.00034320978160278545,0.9219276596196068,0.008642196655273438,-,-,-,-
350,0.00038129907755698024,0.9268139718310843,0.008584260940551758,-,-,-,-
351,0.0002242344719001433,0.9446226768458647,0.008670806884765625,-,-,-,-
352,0.00018679055255901896,0.9538459896644402,0.00882267951965332,-,-,-,-
353,0.0002732036237222071,0.939008107636033,0.008277177810668945,-,-,-,-
354,0.0002736680680465716,0.9376815490207046,0.008237361907958984,-,-,-,-
355,0.0002840988739197998,0.9352802771474779,0.008242130279541016,-,-,-,-
356,0.00021823856182351235,0.9487433546857577,0.008375883102416992,-,-,-,-
357,0.00014345328159610154,0.9603595758270621,0.008266687393188477,-,-,-,-
358,0.00016101963616233417,0.9593753966291235,0.008720874786376953,-,-,-,-
359,0.00020572157021087701,0.9505420576049366,0.00835275650024414,-,-,-,-
360,0.00033899109990078217,0.9327411665168707,0.008328437805175781,-,-,-,-
361,0.00046381893704528355,0.9223475289624902,0.008467435836791992,-,-,-,-
362,0.00031369682511675137,0.9386833118195903,0.008204936981201172,-,-,-,-
363,0.00015792183487372231,0.9599104498576406,0.008341073989868164,-,-,-,-
364,0.000250769921090389,0.9448676514576771,0.008291006088256836,-,-,-,-
365,0.00025964630062142065,0.938527694847124,0.008325338363647461,-,-,-,-
366,0.0002381470220792725,0.9401854428657557,0.008336305618286133,-,-,-,-
