Image Pair,SSIM,MSE,Mean SSIM,Mean MSE,Mean Time,Mean NegJ
0,0.9824143812056675,4.977455317844812e-05,-,-,-,-
1,0.9737944823321111,8.863302805738715e-05,-,-,-,-
2,0.9711386722095616,0.00014506067235134753,-,-,-,-
3,0.9719887426721746,0.00019424511807130957,-,-,-,-
4,0.9737640724694856,0.00018132696858633914,-,-,-,-
5,0.9772827397460744,0.00013983724405771208,-,-,-,-
6,0.9784924779526984,0.0001167647976893554,-,-,-,-
7,0.9794204578859804,9.017588079665596e-05,-,-,-,-
8,0.9785225813771452,7.721365418169266e-05,-,-,-,-
9,0.9707584587318135,0.00015282377192911163,-,-,-,-
10,0.9655028893105517,0.0002032723141655694,-,-,-,-
11,0.9841148330396279,4.6257594247565206e-05,-,-,-,-
12,0.9770608247066753,8.357297264804219e-05,-,-,-,-
13,0.9744998435696589,0.00012690029362373803,-,-,-,-
14,0.9772740002596793,0.00010759462211019345,-,-,-,-
15,0.9797386057117953,9.25864934983404e-05,-,-,-,-
16,0.980858237390496,8.319238676026541e-05,-,-,-,-
17,0.984481448278798,5.359810418440479e-05,-,-,-,-
18,0.9809747230484426,8.986708881996631e-05,-,-,-,-
19,0.9768118418449915,0.00011411511379249801,-,-,-,-
20,0.9710214713760823,0.00015131596116175417,-,-,-,-
21,0.9697081677686192,0.00016540822055532436,-,-,-,-
22,0.9843946340146605,4.621449162411827e-05,-,-,-,-
23,0.9822284657549855,5.3618740160122524e-05,-,-,-,-
24,0.979102766591033,8.046504556622986e-05,-,-,-,-
25,0.9776300139918908,9.438245804937205e-05,-,-,-,-
26,0.9826615266902838,6.786679741831835e-05,-,-,-,-
27,0.9835457010782565,5.722654072719528e-05,-,-,-,-
28,0.9849680119770798,4.3140632288003575e-05,-,-,-,-
29,0.9835980023891814,6.195021355705086e-05,-,-,-,-
30,0.9768557238330842,0.00011537347315226389,-,-,-,-
31,0.9721419078662862,0.00017454908893706583,-,-,-,-
32,0.97305347903339,0.00015392205308753087,-,-,-,-
33,0.9849272200263477,4.140010088511049e-05,-,-,-,-
34,0.9818409944466059,5.241080767326705e-05,-,-,-,-
35,0.9804153557103593,6.307279768978782e-05,-,-,-,-
36,0.9808101896045721,6.324105171938015e-05,-,-,-,-
37,0.9829578300815498,5.5252068062824784e-05,-,-,-,-
38,0.9838762588930293,4.95828560187664e-05,-,-,-,-
39,0.9854493200771599,3.8260184910997074e-05,-,-,-,-
40,0.9843670878934825,4.8536340041063616e-05,-,-,-,-
41,0.9798955685995734,8.18689470832414e-05,-,-,-,-
42,0.9738768698824437,0.00016468257408852876,-,-,-,-
43,0.9761428670728075,0.00010861366397930013,-,-,-,-
44,0.9827302624428539,5.498711114496272e-05,-,-,-,-
