Image Pair,SSIM,MSE,Mean SSIM,Mean MSE,Mean Time,Mean NegJ
0,0.9817671837054478,5.105598990951248e-05,-,-,-,-
1,0.9742929233151365,8.350105516307403e-05,-,-,-,-
2,0.9710368430031492,0.00014961389276116907,-,-,-,-
3,0.9718457999432828,0.00018986686714411952,-,-,-,-
4,0.9726137415211653,0.00018229253251750153,-,-,-,-
5,0.9765567518695625,0.0001437924195665467,-,-,-,-
6,0.9794545293239293,0.00010896775534413639,-,-,-,-
7,0.979605711185193,8.971092498464338e-05,-,-,-,-
8,0.9774459781266125,7.940619747321621e-05,-,-,-,-
9,0.9701682220494605,0.00016221189639335944,-,-,-,-
10,0.9661697746017347,0.00019402228494764916,-,-,-,-
11,0.98322696553688,5.001887551838309e-05,-,-,-,-
12,0.9764528414438259,8.475550788050238e-05,-,-,-,-
13,0.9745052459452577,0.00012906414444160714,-,-,-,-
14,0.9768833970010612,0.00011411792114307766,-,-,-,-
15,0.9779287508124906,0.00010342198770430509,-,-,-,-
16,0.9809219665652575,8.200679865249044e-05,-,-,-,-
17,0.9839699172797512,5.753704061701653e-05,-,-,-,-
18,0.980599203395527,8.303475537536288e-05,-,-,-,-
19,0.9752303855451485,0.0001135869099947893,-,-,-,-
20,0.9697077565118383,0.00016022386722906634,-,-,-,-
21,0.9694858797222476,0.00016419247295273095,-,-,-,-
22,0.984296404756851,4.714769996591121e-05,-,-,-,-
23,0.9817512824741218,5.7581608154882685e-05,-,-,-,-
24,0.9789092063766045,7.869533263839685e-05,-,-,-,-
25,0.9787735386444104,8.550812966599944e-05,-,-,-,-
26,0.9834535270993142,6.161761282389893e-05,-,-,-,-
27,0.9839815724733113,4.942363776747851e-05,-,-,-,-
28,0.9840765323861698,5.3517885362395176e-05,-,-,-,-
29,0.9826768812855978,6.879426863279969e-05,-,-,-,-
30,0.9767256693288887,0.00011701388299813536,-,-,-,-
31,0.9723628877986991,0.00017132467948379786,-,-,-,-
32,0.9730466680513679,0.00015358982006895316,-,-,-,-
33,0.98457728476682,4.2772623570866895e-05,-,-,-,-
34,0.9814274248982411,5.530017510387832e-05,-,-,-,-
35,0.9793834334626494,6.968901403221863e-05,-,-,-,-
36,0.9804523855214881,6.595764804220432e-05,-,-,-,-
37,0.9822705109246366,5.7637163648241026e-05,-,-,-,-
38,0.9827745501760624,5.5227280734270125e-05,-,-,-,-
39,0.9846974665586186,4.098679341374107e-05,-,-,-,-
40,0.9840637860103106,5.1128028315899866e-05,-,-,-,-
41,0.9787722535907573,9.15143352703416e-05,-,-,-,-
42,0.9750569490313239,0.0001545391411488023,-,-,-,-
43,0.9761638409447058,0.0001106435713367775,-,-,-,-
44,0.9826493126584391,5.3143649920280045e-05,-,-,-,-
45,0.9808127588291845,6.379697000388107e-05,-,-,-,-
46,0.977320246551522,8.717210330804625e-05,-,-,-,-
47,0.9789263219350471,8.415233397576432e-05,-,-,-,-
48,0.9804578666134746,7.289327635462146e-05,-,-,-,-
49,0.9809143047996984,6.204386385608591e-05,-,-,-,-
50,0.9834654585390851,4.716552652601281e-05,-,-,-,-
51,0.9820708696655586,6.109502661717882e-05,-,-,-,-
52,0.9792919629525849,8.463181878508477e-05,-,-,-,-
53,0.9764651741696735,0.00012078370688065889,-,-,-,-
54,0.9755096627957475,0.00013486730578807612,-,-,-,-
55,0.9849482160991694,4.071915092339915e-05,-,-,-,-
56,0.9837954563217555,4.182439744371359e-05,-,-,-,-
57,0.981439195562532,5.130641567479704e-05,-,-,-,-
58,0.982560028013318,5.002400258409997e-05,-,-,-,-
59,0.9830438774218967,4.8005816981073144e-05,-,-,-,-
60,0.9829844394692604,4.377481800536448e-05,-,-,-,-
61,0.9845617656673309,3.7491689707205686e-05,-,-,-,-
62,0.9841455565915199,4.55304896305728e-05,-,-,-,-
63,0.9819289385122695,5.679638502829729e-05,-,-,-,-
64,0.9796947283537633,7.498948351395337e-05,-,-,-,-
65,0.9795503949950791,7.681585007885617e-05,-,-,-,-
66,0.9870011734598279,2.973139876543924e-05,-,-,-,-
67,0.9858026123285412,3.20864579226021e-05,-,-,-,-
68,0.9833194642451657,4.224051328134884e-05,-,-,-,-
69,0.9847376975823533,3.789425197498281e-05,-,-,-,-
70,0.986070800062431,3.1741648289557304e-05,-,-,-,-
71,0.9864984911808815,2.9201241822341662e-05,-,-,-,-
72,0.9877411760826631,2.3516524126135295e-05,-,-,-,-
73,0.9869829737081908,2.5755832527355028e-05,-,-,-,-
74,0.9860317353034032,3.2724062223002054e-05,-,-,-,-
75,0.9828113926773369,5.4012633860435084e-05,-,-,-,-
76,0.9841624063157448,4.316566227111954e-05,-,-,-,-
77,0.9885934820023214,2.8905272027183553e-05,-,-,-,-
78,0.9875597570687827,2.927437973047254e-05,-,-,-,-
79,0.9859250776364182,3.282577145260064e-05,-,-,-,-
80,0.987367861394492,2.677365542293615e-05,-,-,-,-
81,0.9877907355233772,5.372459865749059e-05,-,-,-,-
82,0.9879255459733475,5.15145943548296e-05,-,-,-,-
83,0.9899661536391073,1.801031596355894e-05,-,-,-,-
84,0.9891131270956616,2.426853587118059e-05,-,-,-,-
85,0.9876250842809481,2.4851317909728432e-05,-,-,-,-
86,0.9850928195295745,4.418653849728271e-05,-,-,-,-
87,0.985761863792779,4.1019271864268085e-05,-,-,-,-
88,0.9784173609349199,6.521760121305358e-05,-,-,-,-
89,0.9718934464940415,0.00013427743679371112,-,-,-,-
90,0.9700680770576976,0.00018212025084014377,-,-,-,-
91,0.970828298926209,0.00022917930818948374,-,-,-,-
92,0.9719371396258951,0.0002505046320262783,-,-,-,-
93,0.9708005206562587,0.00022089325736730837,-,-,-,-
94,0.9751499038841627,0.00013965959247545055,-,-,-,-
95,0.9760157319799263,0.00011566809962532166,-,-,-,-
96,0.9771685407175907,9.274436990905287e-05,-,-,-,-
97,0.9733049975653747,0.00010195068611459077,-,-,-,-
98,0.9709807372899247,0.00012172546638875985,-,-,-,-
99,0.9718928642236911,0.00010749254559165307,-,-,-,-
100,0.9699678545940676,0.00013412896570796557,-,-,-,-
101,0.9712332776269501,0.00011259545982911595,-,-,-,-
102,0.969717733210308,0.00013567132624720476,-,-,-,-
103,0.9717658919844894,0.00010808924801202737,-,-,-,-
104,0.9771446894919263,7.518337890800288e-05,-,-,-,-
105,0.9724779809301963,8.644158346553142e-05,-,-,-,-
106,0.9720695981890243,9.859489827649763e-05,-,-,-,-
107,0.9720044951642276,0.0001023980587191424,-,-,-,-
108,0.9734097276369327,7.792427312145702e-05,-,-,-,-
109,0.9763527381404391,6.541576895511414e-05,-,-,-,-
110,0.978209034153702,6.844860373550883e-05,-,-,-,-
111,0.9783678379843603,6.841563617667962e-05,-,-,-,-
112,0.976591511660934,7.207679605495498e-05,-,-,-,-
113,0.9777572699255593,6.604458283332088e-05,-,-,-,-
114,0.978129734013264,6.312053897398566e-05,-,-,-,-
115,0.9803283511976457,5.7772815818207675e-05,-,-,-,-
116,0.9769716296648343,7.207203451691488e-05,-,-,-,-
117,0.9770116045932349,7.887152314942329e-05,-,-,-,-
118,0.97665759104611,7.580901755026551e-05,-,-,-,-
119,0.9787175010461532,6.374275880642769e-05,-,-,-,-
120,0.9805112604878699,5.3672831144302075e-05,-,-,-,-
121,0.9773020146075975,7.227545198834211e-05,-,-,-,-
122,0.9782045522005308,6.836948253549612e-05,-,-,-,-
123,0.9759103476942292,7.279181176296602e-05,-,-,-,-
124,0.976626266631861,7.159828751520739e-05,-,-,-,-
125,0.9787050790481063,6.04485087643028e-05,-,-,-,-
126,0.9828805151943986,3.8727826738351136e-05,-,-,-,-
127,0.9770172606129076,7.326152981826125e-05,-,-,-,-
128,0.9761412318512627,7.80939915672799e-05,-,-,-,-
129,0.9777582289921906,7.594051755817085e-05,-,-,-,-
130,0.9778253783756555,7.81041248496196e-05,-,-,-,-
131,0.977624141093011,7.267422884541347e-05,-,-,-,-
132,0.985261593258428,3.711049459217309e-05,-,-,-,-
133,0.9852630471906407,3.5485469592536904e-05,-,-,-,-
134,0.983773479046489,3.953307447867968e-05,-,-,-,-
135,0.9848893518295821,3.768082177692222e-05,-,-,-,-
136,0.98551516173351,3.449841536225883e-05,-,-,-,-
137,0.9884112956147145,2.220627253031471e-05,-,-,-,-
138,0.9844044918152693,4.0381422898701957e-05,-,-,-,-
139,0.9844008637960309,3.937165829432588e-05,-,-,-,-
140,0.9850177904204447,4.42290296886395e-05,-,-,-,-
141,0.9851528430990728,4.025785892146936e-05,-,-,-,-
142,0.9864905426497124,3.384713589046793e-05,-,-,-,-
143,0.9888037086622753,2.1597483149535855e-05,-,-,-,-
144,0.9888720392653221,2.0484788635028933e-05,-,-,-,-
145,0.9873916681671862,2.4307852253121116e-05,-,-,-,-
146,0.9879961785164628,2.4878668479190786e-05,-,-,-,-
147,0.9889861854443595,2.161103631750408e-05,-,-,-,-
148,0.9908980603726171,1.4840485939252858e-05,-,-,-,-
149,0.9881849101762997,2.5411755811632367e-05,-,-,-,-
150,0.9885144550554523,2.3733739537206126e-05,-,-,-,-
151,0.9891988351742328,2.1909203536837964e-05,-,-,-,-
152,0.9889406687615633,2.2880995302104248e-05,-,-,-,-
153,0.9902677049558507,1.8069900854249784e-05,-,-,-,-
154,0.9911272440827176,1.434317395512469e-05,-,-,-,-
155,0.9916194301824992,1.2718271141543816e-05,-,-,-,-
156,0.9898580509958217,1.6701163354728295e-05,-,-,-,-
157,0.9908928567977998,1.4141220996241215e-05,-,-,-,-
158,0.9911578149447642,1.4178705586718874e-05,-,-,-,-
159,0.993015340989031,9.535131988493749e-06,-,-,-,-
160,0.9908694341175052,1.394879194428191e-05,-,-,-,-
161,0.9906694462888522,1.5139874584871157e-05,-,-,-,-
162,0.9910889592988611,1.4940485676581932e-05,-,-,-,-
163,0.9909017010313387,1.5694451345724723e-05,-,-,-,-
164,0.992450990563207,1.0847703690943284e-05,-,-,-,-
165,0.9909152754868364,1.6944874498770814e-05,-,-,-,-
166,0.9913172952283532,1.5207639810381649e-05,-,-,-,-
167,0.9897302363381988,2.4140698133126693e-05,-,-,-,-
168,0.9910201371992216,1.7961354457735464e-05,-,-,-,-
169,0.991454378070803,1.5041950589541329e-05,-,-,-,-
170,0.9927802377438102,1.1424869055203758e-05,-,-,-,-
171,0.9912937126052473,1.5327053428786176e-05,-,-,-,-
172,0.9911712985007247,1.5345001938629866e-05,-,-,-,-
173,0.9914750143630389,1.4409718293828893e-05,-,-,-,-
174,0.9911482878743483,1.5645733375261144e-05,-,-,-,-
175,0.9923893335318298,1.2804229263594965e-05,-,-,-,-
176,0.9914944936448956,2.425254066074891e-05,-,-,-,-
177,0.9929789780495548,1.876232793873632e-05,-,-,-,-
178,0.9913799413108072,1.8288825595421748e-05,-,-,-,-
179,0.9929722178521246,1.1533537492400969e-05,-,-,-,-
180,0.9936748301097448,1.2053682333622881e-05,-,-,-,-
181,0.9945987605427211,7.677384978132904e-06,-,-,-,-
182,0.9931854343701925,1.3460759135753272e-05,-,-,-,-
183,0.9930602550118848,1.0300819218218679e-05,-,-,-,-
184,0.9935138125532111,1.2822544034563066e-05,-,-,-,-
185,0.9932758522716907,1.2987256627540795e-05,-,-,-,-
186,0.9936900796832538,1.1014247608332008e-05,-,-,-,-
187,0.9668942277079421,0.00012846878557499613,-,-,-,-
188,0.962687758169373,0.0001936672182375377,-,-,-,-
189,0.9640871114476303,0.00018276627992437722,-,-,-,-
190,0.9653473718285234,0.0001933452411600681,-,-,-,-
191,0.9685136664161987,0.00012336721773291865,-,-,-,-
192,0.9719311715411865,0.00011116872537904614,-,-,-,-
193,0.9676047085616861,0.00010586239560121476,-,-,-,-
194,0.9711635687710424,9.005060534351205e-05,-,-,-,-
195,0.9698938983557587,0.00010669059709957762,-,-,-,-
196,0.9739089400468398,7.605199601900369e-05,-,-,-,-
197,0.9760173368092095,6.68694888811949e-05,-,-,-,-
198,0.9717362531928055,9.005927299709157e-05,-,-,-,-
199,0.9732652321891276,8.448883982412126e-05,-,-,-,-
200,0.9694159652773355,0.00010714602783796064,-,-,-,-
201,0.9656249997791828,0.00011710276974569483,-,-,-,-
202,0.9661469139478805,0.0001413003676761723,-,-,-,-
203,0.9722533752443379,8.001840518144092e-05,-,-,-,-
204,0.9795349995554112,5.0666369471067137e-05,-,-,-,-
205,0.9796265549575865,6.99062290813026e-05,-,-,-,-
206,0.9775899689330932,6.052396663643417e-05,-,-,-,-
