Image Pair,MSE,SSIM,Time,Mean MSE,Mean SSIM,Mean Time,Mean NegJ
1,0.0003249241526264077,0.904971858015492,0.8470971584320068,-,-,-,-
2,0.0006363483112240249,0.8441139928316901,0.01054835319519043,-,-,-,-
3,0.0011623462085099839,0.8243637682982308,0.00995182991027832,-,-,-,-
4,0.001447707151330814,0.8413231869387576,0.010357379913330078,-,-,-,-
5,0.0013303767378732613,0.8523579115892613,0.01027679443359375,-,-,-,-
6,0.0011491176645979156,0.8647809250472145,0.010239839553833008,-,-,-,-
7,0.0008439079016951942,0.884241442161849,0.00976705551147461,-,-,-,-
8,0.0006865244573870401,0.880392956854916,0.010524272918701172,-,-,-,-
9,0.0005664205175425992,0.8739727994037125,0.010421514511108398,-,-,-,-
10,0.0012548942426492283,0.814406913367486,0.009885787963867188,-,-,-,-
11,0.0015637192962940126,0.7932123870613255,0.0099945068359375,-,-,-,-
12,0.0003206371030035561,0.9217996769781979,0.01027369499206543,-,-,-,-
13,0.0005268528625436783,0.883025470416734,0.014211893081665039,-,-,-,-
14,0.000850310831837667,0.8658511713125121,0.012592554092407227,-,-,-,-
15,0.0007396823776465227,0.8834030305919883,0.010492324829101562,-,-,-,-
16,0.0006511335225271901,0.8976898619471116,0.010926246643066406,-,-,-,-
17,0.0005854960092113179,0.9053903775689962,0.009528160095214844,-,-,-,-
18,0.0003619477938279059,0.9285626353639799,0.009894371032714844,-,-,-,-
19,0.0005032807168777545,0.9131740727838469,0.010406970977783203,-,-,-,-
20,0.000746051226548417,0.8698886289902836,0.01006174087524414,-,-,-,-
21,0.0012795144855982045,0.8076417502514741,0.010528802871704102,-,-,-,-
22,0.0013217287190994674,0.8150240075538979,0.010358572006225586,-,-,-,-
23,0.00028118752230262917,0.9368744269443798,0.009886741638183594,-,-,-,-
24,0.00039038181175902716,0.9110795821066807,0.009788751602172852,-,-,-,-
25,0.0005310351290991823,0.8958680947337917,0.010313749313354492,-,-,-,-
26,0.0005004123518462828,0.90426579625673,0.010120391845703125,-,-,-,-
27,0.00043821792307601463,0.9195293178898992,0.011077404022216797,-,-,-,-
28,0.0003709399964231445,0.9281325102150105,0.010087728500366211,-,-,-,-
29,0.00025249975041584583,0.9460330949988651,0.010062932968139648,-,-,-,-
30,0.0004147560983150226,0.9315335339267615,0.010037422180175781,-,-,-,-
31,0.0009517683503179509,0.861101169356669,0.009962797164916992,-,-,-,-
32,0.0012953575961014007,0.8373434217718521,0.013838529586791992,-,-,-,-
33,0.001137857220925328,0.8470917732229118,0.010131597518920898,-,-,-,-
34,0.00023788666098588767,0.942980159203186,0.009885311126708984,-,-,-,-
35,0.00034819630185354384,0.9185946320706024,0.00997161865234375,-,-,-,-
36,0.0004001462644514737,0.9129639378544397,0.00998377799987793,-,-,-,-
37,0.00042680638902077534,0.9129124721733373,0.009820699691772461,-,-,-,-
38,0.0003932335744360213,0.9236074121081926,0.009943485260009766,-,-,-,-
39,0.0003530393648944298,0.9328959685796931,0.011691808700561523,-,-,-,-
40,0.00022460296370229992,0.9481441309802301,0.009870052337646484,-,-,-,-
41,0.00033127200801661674,0.934373818957205,0.009619474411010742,-,-,-,-
42,0.0005822482039918451,0.9019084709945816,0.009394168853759766,-,-,-,-
43,0.0011188158014357541,0.8675425945481092,0.009766578674316406,-,-,-,-
44,0.0007480215385234204,0.8833350156907911,0.009839773178100586,-,-,-,-
45,0.0002837061912569547,0.9401778542413944,0.010566949844360352,-,-,-,-
46,0.0003532147433656291,0.9225933428791583,0.01243901252746582,-,-,-,-
47,0.00044677659662636563,0.9121102427308172,0.010013818740844727,-,-,-,-
48,0.0005045967886120271,0.9153442157310492,0.010495662689208984,-,-,-,-
49,0.0004615187570724791,0.9231804232872228,0.011005640029907227,-,-,-,-
50,0.00034367977998056413,0.9322019688263823,0.010018110275268555,-,-,-,-
51,0.00024260284916203544,0.9482061438004227,0.010065793991088867,-,-,-,-
52,0.0003925033024024542,0.9271237903970397,0.00997781753540039,-,-,-,-
53,0.0005432398974386271,0.9125362195418872,0.009788990020751953,-,-,-,-
54,0.0008382681907066099,0.8919430321805174,0.01008152961730957,-,-,-,-
55,0.0008801624612437865,0.8971304148957145,0.009972810745239258,-,-,-,-
56,0.00021502823273992908,0.9487093907753448,0.010027408599853516,-,-,-,-
57,0.00020717891548129743,0.9441028791019485,0.009878873825073242,-,-,-,-
58,0.0002538798401606632,0.9336604383153618,0.010322093963623047,-,-,-,-
59,0.00024886794817911915,0.9396081231343195,0.010229349136352539,-,-,-,-
60,0.00022981005204330475,0.9460304002056379,0.011785745620727539,-,-,-,-
61,0.0002017125157557688,0.9486110276292737,0.010306119918823242,-,-,-,-
62,0.00016305062657251724,0.9555288845235638,0.01010751724243164,-,-,-,-
63,0.0002515289526993124,0.9420864219120937,0.009886980056762695,-,-,-,-
64,0.00030083565820722733,0.9337962742043666,0.009707212448120117,-,-,-,-
65,0.00047345986228679424,0.9122853366824971,0.010620594024658203,-,-,-,-
66,0.0004166678585002254,0.9187880935235875,0.009842395782470703,-,-,-,-
67,0.00013194793665329083,0.9622827676628192,0.009838104248046875,-,-,-,-
68,0.00013976967398293317,0.955519018582378,0.01021718978881836,-,-,-,-
69,0.00015821971593504532,0.9485184081850409,0.009977102279663086,-,-,-,-
70,0.00015464196598644376,0.9569428062857881,0.010162591934204102,-,-,-,-
71,0.00012538717252251014,0.9626882960386239,0.011923789978027344,-,-,-,-
72,0.0001212589723648915,0.9619047633289756,0.01127481460571289,-,-,-,-
73,9.49563175121709e-05,0.9684685894667108,0.01037740707397461,-,-,-,-
74,0.00010970509644683527,0.9640959646308912,0.01002645492553711,-,-,-,-
75,0.0001582329253823484,0.9531532355867546,0.009958267211914062,-,-,-,-
76,0.0002611698344556329,0.9411233505988804,0.009946107864379883,-,-,-,-
77,0.0002276069689187834,0.9431472500936823,0.009904861450195312,-,-,-,-
78,0.00012625652666029843,0.9692160881606238,0.009841442108154297,-,-,-,-
79,9.985345245317364e-05,0.9672700098987109,0.010060310363769531,-,-,-,-
80,0.00012481349375581573,0.9569325889646051,0.009927988052368164,-,-,-,-
81,0.00010993122030672928,0.9657193430638435,0.010380744934082031,-,-,-,-
82,0.00023234424684632604,0.9677088957504681,0.010025501251220703,-,-,-,-
83,0.00020636684029584724,0.9700060218754338,0.010147571563720703,-,-,-,-
84,6.368260474707612e-05,0.9770868767258521,0.010358572006225586,-,-,-,-
85,9.723660095110327e-05,0.9721460326626151,0.010032892227172852,-,-,-,-
86,0.00012140458264823252,0.965089728283446,0.010335445404052734,-,-,-,-
87,0.00021117251731081986,0.9480917398298975,0.010066986083984375,-,-,-,-
88,0.00018815628102329093,0.9548503064690337,0.010071039199829102,-,-,-,-
