Image Pair,SSIM,MSE,Mean SSIM,Mean MSE,Mean Time,Mean NegJ
0,0.9835922522312067,3.9664209821148945e-05,-,-,-,-
1,0.9752376516831073,7.390682676053069e-05,-,-,-,-
2,0.9733713866906956,0.00012422264800768224,-,-,-,-
3,0.9756869465252511,0.00015053147210988127,-,-,-,-
4,0.9760434097217263,0.00015213903671288396,-,-,-,-
5,0.9788235116982114,0.00011821155586468666,-,-,-,-
6,0.9804155208285964,9.375156817276413e-05,-,-,-,-
7,0.980684561708455,7.497727567757834e-05,-,-,-,-
8,0.9798933881423384,6.209526843408214e-05,-,-,-,-
9,0.9726133308444153,0.00013237780928032446,-,-,-,-
10,0.9692454641880967,0.0001610972455588829,-,-,-,-
11,0.9846627088329891,4.134430235177918e-05,-,-,-,-
12,0.9779358762168854,7.214737032020161e-05,-,-,-,-
13,0.9759305954284785,0.00010588852193048462,-,-,-,-
14,0.9796868569256677,8.270459768459001e-05,-,-,-,-
15,0.9814877882144235,7.300853951137141e-05,-,-,-,-
16,0.9822365835158491,6.925031047448796e-05,-,-,-,-
17,0.9847289023969669,4.9191770934868255e-05,-,-,-,-
18,0.9822637984629755,6.112897034674035e-05,-,-,-,-
19,0.9790502040420639,8.094331019375549e-05,-,-,-,-
20,0.9731364939219594,0.00011870068906651663,-,-,-,-
21,0.9723002887274313,0.00013346120057432728,-,-,-,-
22,0.9849944759116107,4.041133704535224e-05,-,-,-,-
23,0.982259289873948,5.179310587186916e-05,-,-,-,-
24,0.9803682290433906,6.584617051352555e-05,-,-,-,-
25,0.9804046501685916,6.501467141350574e-05,-,-,-,-
26,0.9841947455371439,5.176697548941514e-05,-,-,-,-
27,0.9847361214834416,4.353391462973539e-05,-,-,-,-
28,0.9857139584771573,3.8276057907630504e-05,-,-,-,-
29,0.983661833661087,5.563411818799776e-05,-,-,-,-
30,0.9792978412648405,8.526686135523133e-05,-,-,-,-
31,0.9751067550937019,0.00012236294414521014,-,-,-,-
32,0.9755314767966538,0.00011549019614923365,-,-,-,-
33,0.9851516840412565,3.8390587431432026e-05,-,-,-,-
34,0.9822776050465145,4.95404881002487e-05,-,-,-,-
35,0.9810242671875359,5.600713207490541e-05,-,-,-,-
36,0.9816151586688849,5.652544580466251e-05,-,-,-,-
37,0.9837668721269012,4.6609240762803175e-05,-,-,-,-
38,0.9842072370082965,4.618384473825812e-05,-,-,-,-
39,0.9858639273863673,3.628961782973553e-05,-,-,-,-
40,0.9838364039541606,4.950410237910261e-05,-,-,-,-
41,0.9808032210088796,6.698145311568934e-05,-,-,-,-
42,0.9769120766750269,0.00012397026016384023,-,-,-,-
43,0.9778602986375811,8.494024231171623e-05,-,-,-,-
44,0.9832827523512685,4.7986647024654135e-05,-,-,-,-
45,0.9819871306385015,5.331410059370759e-05,-,-,-,-
46,0.9797306509079885,6.124948256802293e-05,-,-,-,-
47,0.9805710941786253,6.647535027416052e-05,-,-,-,-
48,0.9824215226314658,5.386611381720406e-05,-,-,-,-
49,0.9825852750028743,5.0162708183720276e-05,-,-,-,-
