Image Pair,SSIM,MSE,Mean SSIM,Mean MSE,Mean Time,Mean NegJ
0,0.7746600639216764,0.0011018166198565346,-,-,-,-
1,0.7746409446927199,0.0010961625427303168,-,-,-,-
2,0.7704273426155007,0.0011628667612631793,-,-,-,-
3,0.7697769975562704,0.0012417406610474252,-,-,-,-
4,0.767470181634725,0.0012911919321862528,-,-,-,-
5,0.769577547030459,0.001308030042337276,-,-,-,-
6,0.7703889898549136,0.001290212991986803,-,-,-,-
7,0.7710686581404861,0.0012543001271973606,-,-,-,-
8,0.7723626866766552,0.001232965742366677,-,-,-,-
9,0.7702801531912065,0.0012678743534012516,-,-,-,-
10,0.769581947301194,0.0012737367807153677,-,-,-,-
11,0.7583124877713098,0.0016015898518516368,-,-,-,-
12,0.7575184645017116,0.0016098919211788004,-,-,-,-
13,0.7541740530243327,0.0016513493178042205,-,-,-,-
14,0.754597134269189,0.0016471124569088598,-,-,-,-
15,0.7567710917867473,0.0016894828831621898,-,-,-,-
16,0.7570891981802885,0.001688200321504139,-,-,-,-
17,0.7591732188447519,0.0016982154031656704,-,-,-,-
18,0.7588198103602634,0.0016280130858891883,-,-,-,-
19,0.759807052520267,0.001590062664212089,-,-,-,-
20,0.7572192652603766,0.0016483028166449025,-,-,-,-
21,0.7563849354958149,0.0017034524841680863,-,-,-,-
22,0.7733834411228533,0.001328846690907685,-,-,-,-
23,0.7731984120426526,0.001343154570150327,-,-,-,-
24,0.7723127882563552,0.001308239596205815,-,-,-,-
25,0.7696326406198232,0.0013755577904730927,-,-,-,-
26,0.7695825493243228,0.0013329817703517963,-,-,-,-
27,0.7696218514158238,0.0013588064518163094,-,-,-,-
28,0.7700415909380117,0.001360814478997212,-,-,-,-
29,0.7693714911988773,0.0013839317175208194,-,-,-,-
30,0.7688643726539712,0.0013621414526561926,-,-,-,-
31,0.7659219884248236,0.001459097526931613,-,-,-,-
32,0.766158218015094,0.0014955492250743577,-,-,-,-
33,0.7924639304002565,0.0008875316782352717,-,-,-,-
34,0.7913241610469794,0.0008985222389971966,-,-,-,-
35,0.790053559388237,0.0009085276701280617,-,-,-,-
36,0.7886705727092116,0.0009115677380094127,-,-,-,-
37,0.7884964285126337,0.0009096890556280214,-,-,-,-
38,0.7879254325035308,0.0009243298518870897,-,-,-,-
39,0.7873833975483332,0.0009389897349685926,-,-,-,-
40,0.78900905312506,0.000920730430204123,-,-,-,-
41,0.788412134995456,0.000915149897441658,-,-,-,-
42,0.7880271728289471,0.0009447100209933462,-,-,-,-
43,0.7877062380538729,0.0009931387966188115,-,-,-,-
44,0.790692229692084,0.0010310221060568705,-,-,-,-
45,0.7900795042683385,0.0010276251699618895,-,-,-,-
46,0.7883467669724707,0.001034578495891796,-,-,-,-
47,0.7873840686205866,0.0010434841756653275,-,-,-,-
48,0.7862993174830513,0.0010581541420588187,-,-,-,-
49,0.7852994495068839,0.0010874405910407362,-,-,-,-
50,0.7863204153117929,0.001078922054399264,-,-,-,-
51,0.7849171425051572,0.0010748655118842456,-,-,-,-
52,0.7859453815722204,0.0010561353389286958,-,-,-,-
53,0.7863420779618199,0.0010596654553996186,-,-,-,-
54,0.7855981247218171,0.0010867278850634342,-,-,-,-
55,0.7937011008750661,0.000856002927887283,-,-,-,-
56,0.7937843915216518,0.0008490753937997373,-,-,-,-
57,0.7932383943468898,0.0008598895769661276,-,-,-,-
58,0.7942485308808733,0.0008699920153905455,-,-,-,-
59,0.7934219640787425,0.0008855075092417154,-,-,-,-
60,0.7941221160305041,0.0008862928293501984,-,-,-,-
61,0.7940826364651735,0.0008974238879487001,-,-,-,-
62,0.7942331135071745,0.0008885689004190667,-,-,-,-
63,0.7935023584459718,0.0009047597763099903,-,-,-,-
64,0.7936973368552409,0.0009354326841415661,-,-,-,-
65,0.7940278227138806,0.0009459495729127698,-,-,-,-
66,0.7592081419392128,0.0014903013713306425,-,-,-,-
67,0.7590835312732195,0.0015064572260904587,-,-,-,-
68,0.7554173637821536,0.0015525025702189674,-,-,-,-
69,0.7567118218167389,0.0015240111241712029,-,-,-,-
70,0.7565134707511981,0.0015262650989212936,-,-,-,-
71,0.7557162512589161,0.001532827492407722,-,-,-,-
72,0.7570582194107286,0.001518272921317759,-,-,-,-
73,0.7556487833076799,0.0015179457380888508,-,-,-,-
74,0.7572170087680424,0.0015138266279467196,-,-,-,-
75,0.7552697192204563,0.0015448898240256435,-,-,-,-
76,0.7554971791790339,0.0015622512988968937,-,-,-,-
77,0.7603945512224388,0.0015775261795766503,-,-,-,-
78,0.7601033416842979,0.001597720132645386,-,-,-,-
79,0.759839356375369,0.001581265526095216,-,-,-,-
80,0.761647372620899,0.0015026395510312305,-,-,-,-
81,0.7554263125959858,0.001673104514621598,-,-,-,-
82,0.758816225896773,0.0015921928560992192,-,-,-,-
83,0.7569724754692989,0.0016412703992141656,-,-,-,-
84,0.75821532454773,0.0016065983973971739,-,-,-,-
85,0.7604947317568289,0.0015180727680790122,-,-,-,-
86,0.7593248352193424,0.0015455180083253136,-,-,-,-
87,0.7595992561316425,0.0015642166716051144,-,-,-,-
88,0.7629333655003411,0.0013118688319035808,-,-,-,-
89,0.7612047978448473,0.001332720542749528,-,-,-,-
90,0.7589786591038732,0.0014217597117592168,-,-,-,-
91,0.7585355802633198,0.0014935037338916534,-,-,-,-
92,0.7587342428212912,0.001557899206451836,-,-,-,-
93,0.7598681587487094,0.001526634485374665,-,-,-,-
94,0.7600852941536567,0.0014956802542476324,-,-,-,-
95,0.7636915875518724,0.001436510169395117,-,-,-,-
96,0.7618979025918038,0.00142546027493559,-,-,-,-
97,0.7638179438577878,0.0013880930107815163,-,-,-,-
98,0.7624187220606081,0.001408850802083712,-,-,-,-
99,0.8355913684789091,0.0011690749228787263,-,-,-,-
100,0.8307433861049288,0.0012323435251790187,-,-,-,-
101,0.8273790859226543,0.0012756520906101684,-,-,-,-
102,0.8256599946577579,0.0012430474768462118,-,-,-,-
103,0.8304303245302397,0.0011773961463962576,-,-,-,-
104,0.8344729952056299,0.0011485066434812632,-,-,-,-
105,0.8353845787510534,0.001145662421275232,-,-,-,-
106,0.8336367323950827,0.0011998602083221665,-,-,-,-
107,0.8320484991793154,0.0012028267770407863,-,-,-,-
108,0.8309359696825155,0.0012065209525807061,-,-,-,-
109,0.833317023369722,0.0011658968427653764,-,-,-,-
110,0.768944272169132,0.003485945107947974,-,-,-,-
111,0.770472132359424,0.0034183187729205605,-,-,-,-
112,0.7678872221571689,0.0034594576659198713,-,-,-,-
113,0.7668179187990438,0.003492869257005165,-,-,-,-
114,0.7675857770190025,0.0034009180241874417,-,-,-,-
115,0.7683925389779057,0.003425019862890326,-,-,-,-
116,0.7669823464527025,0.003450412268373419,-,-,-,-
117,0.7660017491183815,0.0035686893394286834,-,-,-,-
118,0.7666400326338377,0.0036812447532101134,-,-,-,-
119,0.7632847327938188,0.0038617258305591027,-,-,-,-
120,0.7645881294878983,0.0038236623820648062,-,-,-,-
121,0.8148495451621841,0.0016199115519412882,-,-,-,-
122,0.8156527542757576,0.001564426407305578,-,-,-,-
123,0.8163658090443913,0.0015255640066196166,-,-,-,-
124,0.8176476556706573,0.0014627947293722361,-,-,-,-
125,0.8197237568512061,0.0014420708076434841,-,-,-,-
126,0.8220222599506615,0.0013730247574832524,-,-,-,-
127,0.8214432077100581,0.0013594717299623405,-,-,-,-
128,0.8212081960751941,0.0013303229168339416,-,-,-,-
129,0.8222151662591651,0.001317080116249777,-,-,-,-
130,0.8239899328814642,0.0013012642712324197,-,-,-,-
131,0.8233794885104802,0.0013053406294179215,-,-,-,-
132,0.8180288666600393,0.001540937802060366,-,-,-,-
133,0.8182901655866581,0.001538965444456706,-,-,-,-
134,0.8170180851772804,0.0015870281690129602,-,-,-,-
135,0.8165870766258224,0.001611851294643517,-,-,-,-
136,0.8171490901716232,0.0016086121789915498,-,-,-,-
137,0.8174510792178459,0.0016012824946785148,-,-,-,-
138,0.8145092646643999,0.0016762564912552167,-,-,-,-
139,0.813836170549849,0.0017075023334472744,-,-,-,-
140,0.8127601827055041,0.001760040040789379,-,-,-,-
141,0.8133315693357388,0.0017825395542649279,-,-,-,-
142,0.8134191144701569,0.0017544713972974012,-,-,-,-
143,0.8281455633926296,0.0014471665749589983,-,-,-,-
144,0.8310307895549364,0.0013499732510345306,-,-,-,-
145,0.8284351759598209,0.001420193408185028,-,-,-,-
146,0.8320348248109452,0.0012660266597043454,-,-,-,-
147,0.8324409041633934,0.0013032844612034253,-,-,-,-
148,0.8339049017316074,0.0012652792929061165,-,-,-,-
149,0.8367332033913383,0.0011957516472512234,-,-,-,-
150,0.8356589601186448,0.0012269727580060039,-,-,-,-
151,0.8334614287038066,0.00130633768967069,-,-,-,-
