Image Pair,MSE,SSIM,Time,Mean MSE,Mean SSIM,Mean Time,Mean NegJ
1,0.00031585027743543834,0.9110567328909864,0.695960283279419,-,-,-,-
2,0.0006226586195814302,0.8462333519180643,0.009494781494140625,-,-,-,-
3,0.001062887706225678,0.8317120590267055,0.00839543342590332,-,-,-,-
4,0.0013945215642019832,0.8506139968423355,0.008353948593139648,-,-,-,-
5,0.0014713147054540624,0.8513768402901011,0.010927915573120117,-,-,-,-
6,0.0011116009135919882,0.8662999463085118,0.010947704315185547,-,-,-,-
7,0.0008607880629628128,0.8813841740514985,0.008282661437988281,-,-,-,-
8,0.0007083999427783963,0.8792874983000215,0.008582115173339844,-,-,-,-
9,0.0005396490007234716,0.8806610275957898,0.008806943893432617,-,-,-,-
10,0.0011604134286951975,0.8278823517302509,0.008409738540649414,-,-,-,-
11,0.0013110938012321893,0.8102213813736329,0.011095046997070312,-,-,-,-
12,0.00030648626595261737,0.9277305733364682,0.011397838592529297,-,-,-,-
13,0.000573362960630625,0.877191693029153,0.009299993515014648,-,-,-,-
14,0.0009363267495093222,0.8599101808551118,0.008324384689331055,-,-,-,-
15,0.0008710356801272588,0.8755804612798092,0.008960247039794922,-,-,-,-
16,0.0007059728224808659,0.8942615386360782,0.01091623306274414,-,-,-,-
17,0.0005237087112558422,0.9135883230014286,0.010801076889038086,-,-,-,-
18,0.00033974906597872083,0.9314963462354857,0.008302927017211914,-,-,-,-
19,0.00047748222904437645,0.9188480483743438,0.008351802825927734,-,-,-,-
20,0.0006951095474440318,0.8812919594820414,0.010941505432128906,-,-,-,-
21,0.001065721873356943,0.8262259044367942,0.010955333709716797,-,-,-,-
22,0.0011315976907387058,0.8320735636414853,0.009187698364257812,-,-,-,-
23,0.00027715419701894597,0.9399942129190452,0.00828099250793457,-,-,-,-
24,0.0003647532078565279,0.9168675591707689,0.008283853530883789,-,-,-,-
25,0.0005127075506273706,0.8953310656151036,0.008283615112304688,-,-,-,-
26,0.0004999831969891214,0.9040835690903642,0.011437416076660156,-,-,-,-
27,0.00044838286110765506,0.9222430122245454,0.0134735107421875,-,-,-,-
28,0.00030151188997748637,0.935799011508713,0.02237677574157715,-,-,-,-
29,0.00027750171777863626,0.9422829926649972,0.009119510650634766,-,-,-,-
30,0.00044490672890351476,0.925215042936251,0.008513450622558594,-,-,-,-
31,0.0007683359721084483,0.8769738408285149,0.008374691009521484,-,-,-,-
32,0.001141602582599483,0.8466176979900936,0.008363723754882812,-,-,-,-
33,0.0010439666184071982,0.8583047772570421,0.011101722717285156,-,-,-,-
34,0.0002569644100296815,0.940652739043815,0.010953664779663086,-,-,-,-
35,0.0003297782557888253,0.9208909786773776,0.009025812149047852,-,-,-,-
36,0.00040323744656986277,0.9140985173392032,0.008383750915527344,-,-,-,-
37,0.0003937344536232231,0.9165158421494574,0.008336782455444336,-,-,-,-
38,0.00033857078042001746,0.9294215541976159,0.00832366943359375,-,-,-,-
39,0.0003131650560417343,0.9359577388224097,0.01095128059387207,-,-,-,-
40,0.00024211636893844851,0.9465575492695758,0.010920047760009766,-,-,-,-
41,0.0003756937261113711,0.9336220068338211,0.009123086929321289,-,-,-,-
42,0.0005246442583667027,0.9057108563468439,0.008351325988769531,-,-,-,-
43,0.0011311121403412686,0.8649073734657049,0.00828242301940918,-,-,-,-
44,0.0007356601048977006,0.8794550059386559,0.008370399475097656,-,-,-,-
45,0.0002912234359980533,0.9379530522891049,0.01084589958190918,-,-,-,-
46,0.00033992882261464294,0.9247085739056243,0.010966777801513672,-,-,-,-
47,0.0003822136237415697,0.9186684671139036,0.00873422622680664,-,-,-,-
48,0.0004006703014486126,0.9260085721348384,0.008321285247802734,-,-,-,-
49,0.0003841552858023255,0.9309049016211436,0.008310794830322266,-,-,-,-
50,0.00033034311129309733,0.9337396766160722,0.008457422256469727,-,-,-,-
51,0.00024806703082290123,0.9462903597902038,0.011018037796020508,-,-,-,-
52,0.0004493063014958827,0.9268060031362518,0.010942459106445312,-,-,-,-
53,0.0006242715322675855,0.9070736432616489,0.009352445602416992,-,-,-,-
54,0.0008267010721048483,0.8913849484468649,0.008324146270751953,-,-,-,-
55,0.0008859289163662633,0.8947262243959596,0.00835561752319336,-,-,-,-
56,0.00019206498194107395,0.950431440324452,0.008368492126464844,-,-,-,-
57,0.00020150070855425682,0.9455163088628356,0.010605096817016602,-,-,-,-
58,0.0002395800744478975,0.9362840929662807,0.008388757705688477,-,-,-,-
59,0.00022302533025334378,0.9437062026590912,0.010498046875,-,-,-,-
60,0.00021578167169414823,0.9485114214126503,0.008376121520996094,-,-,-,-
61,0.0002002121491690934,0.9488088043863301,0.010632514953613281,-,-,-,-
62,0.0001693411084174625,0.9554236092256796,0.008342504501342773,-,-,-,-
63,0.00024045275180124332,0.9434241354130735,0.01095890998840332,-,-,-,-
64,0.0002933768787940218,0.9344217596343684,0.010927438735961914,-,-,-,-
65,0.00045210950774393285,0.9139271483290566,0.009194374084472656,-,-,-,-
66,0.00043693265576211454,0.9198013239699167,0.008313179016113281,-,-,-,-
67,0.00013249512148924176,0.9637249828590049,0.008296966552734375,-,-,-,-
68,0.0001521288954755298,0.955262206155276,0.008351802825927734,-,-,-,-
69,0.00016785953394926034,0.9498325180697502,0.011042356491088867,-,-,-,-
70,0.00016735090114929454,0.9566530887807441,0.010888338088989258,-,-,-,-
71,0.00013555652575863596,0.9631607698298159,0.010104656219482422,-,-,-,-
72,0.00013400431518518962,0.9625067981115432,0.008339405059814453,-,-,-,-
73,0.00010365068582410271,0.9697560793140351,0.00825357437133789,-,-,-,-
74,0.00012284980035557916,0.9637806477964843,0.008359432220458984,-,-,-,-
