Epoch,Dice,MSE,SSIM
1,0.6029964311785442,0.0013788773876766865,0.8728462640823698
2,0.5948426564783261,0.0013050386056651976,0.8760131318156076
3,0.592787049496921,0.001315018796806573,0.8746802960706984
4,0.5963243417449775,0.0013282052434333592,0.8730015076518596
5,0.5895288404780687,0.0012685586979975791,0.8748978091347619
6,0.6019375932057157,0.0013122681701748938,0.8747826351619822
