Epoch,Dice,MSE,SSIM
1,0.6053269057320542,0.0018832541644932808,0.7927621065227808
2,0.6060013679417097,0.001887709205016499,0.7910741456953573
3,0.5968962557911094,0.0018140284809665015,0.7939109710399052
4,0.5851922798625029,0.0017519193373702066,0.7948085109268863
5,0.5870025847287086,0.001736892805359417,0.7942138796594786
6,0.5906625282788093,0.0017625497344671268,0.7941225714600503
