HaarPSI,PSNR,SSIM,MSE,Mean HaarPSI,Std HaarPSI,Mean PSNR,Std PSNR,Mean SSIM,Std SSIM,Mean MSE,Std MSE
"tensor(0.5590, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(29.5364, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7821, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.001112643574584456,-,-,-,-,-,-,-,-
"tensor(0.5519, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(29.4902, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7766, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0011245428003830566,-,-,-,-,-,-,-,-
"tensor(0.5336, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(29.0734, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7654, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0012378135870441378,-,-,-,-,-,-,-,-
"tensor(0.5125, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(28.2420, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7568, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0014989867850220058,-,-,-,-,-,-,-,-
"tensor(0.4980, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.5642, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7536, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0017521780827112275,-,-,-,-,-,-,-,-
"tensor(0.4840, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(26.9294, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7527, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.002027974308036588,-,-,-,-,-,-,-,-
"tensor(0.4811, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(26.6081, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7530, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0021836583774489816,-,-,-,-,-,-,-,-
"tensor(0.4893, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(26.9827, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7562, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0020031946628923823,-,-,-,-,-,-,-,-
"tensor(0.5013, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.4556, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7596, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0017965318953176409,-,-,-,-,-,-,-,-
"tensor(0.4999, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.5743, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7604, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0017481147268218632,-,-,-,-,-,-,-,-
"tensor(0.4931, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.2887, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7546, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0018669224905792058,-,-,-,-,-,-,-,-
"tensor(0.4921, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.2783, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7532, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0018714069683297813,-,-,-,-,-,-,-,-
"tensor(0.5348, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.9367, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7649, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0016081552585650095,-,-,-,-,-,-,-,-
"tensor(0.5298, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.9405, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7592, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0016067345065351622,-,-,-,-,-,-,-,-
"tensor(0.5139, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.6303, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7509, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0017256902552295454,-,-,-,-,-,-,-,-
"tensor(0.4967, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.1603, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7427, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0019229269259888088,-,-,-,-,-,-,-,-
"tensor(0.4892, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(26.7916, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7409, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.002093323397961624,-,-,-,-,-,-,-,-
"tensor(0.4874, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(26.5647, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7414, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.002205611404470405,-,-,-,-,-,-,-,-
"tensor(0.4880, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(26.3755, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7425, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.002303819484844064,-,-,-,-,-,-,-,-
"tensor(0.4904, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(26.5452, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7443, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.002215527486937998,-,-,-,-,-,-,-,-
"tensor(0.5010, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.0752, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7482, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0019610060354350242,-,-,-,-,-,-,-,-
"tensor(0.4959, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.1062, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7467, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0019470744600033189,-,-,-,-,-,-,-,-
"tensor(0.4924, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(26.6966, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7415, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.002139633857547475,-,-,-,-,-,-,-,-
"tensor(0.4981, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(26.6929, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7409, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.002141454486195297,-,-,-,-,-,-,-,-
"tensor(0.5685, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(28.7142, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7791, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0013445543519969715,-,-,-,-,-,-,-,-
"tensor(0.5609, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(28.6856, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7739, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.001353423918219143,-,-,-,-,-,-,-,-
"tensor(0.5511, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(28.4958, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7683, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0014138941576343983,-,-,-,-,-,-,-,-
"tensor(0.5407, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(28.3489, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7640, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0014625414840516214,-,-,-,-,-,-,-,-
"tensor(0.5285, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.9876, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7593, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0015894110021603379,-,-,-,-,-,-,-,-
"tensor(0.5265, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.8450, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7595, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.001642486396233061,-,-,-,-,-,-,-,-
"tensor(0.5264, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(27.7008, dtype=torch.float64, grad_fn=<MeanBackward1>)","tensor(0.7593, dtype=torch.float64, grad_fn=<MeanBackward1>)",0.0016979026853854186,-,-,-,-,-,-,-,-
