HaarPSI,PSNR,SSIM,MSE,Mean HaarPSI,Std HaarPSI,Mean PSNR,Std PSNR,Mean SSIM,Std SSIM,Mean MSE,Std MSE
0.5590223285312422,29.53640032756384,0.782062955379654,0.0011126435739008,-,-,-,-,-,-,-,-
0.5519310165013169,29.490201488126374,0.7765701070638757,0.001124542799854133,-,-,-,-,-,-,-,-
0.533629478189955,29.073412462195442,0.7653735183263349,0.001237813586339287,-,-,-,-,-,-,-,-
0.5124682416785526,28.241992989723677,0.7568378148319819,0.0014989867837545481,-,-,-,-,-,-,-,-
0.4979544140562654,27.564192783099774,0.7536325083122987,0.0017521780806195302,-,-,-,-,-,-,-,-
0.48400797431280307,26.929354103430082,0.7526790721689883,0.002027974305371947,-,-,-,-,-,-,-,-
0.4810548026199417,26.60813315591019,0.752999391767343,0.0021836583746889654,-,-,-,-,-,-,-,-
0.489329109745304,26.9827467810139,0.7561684544225052,0.002003194660367942,-,-,-,-,-,-,-,-
0.501282775599741,27.455626511442812,0.7596417412988158,0.0017965318930803348,-,-,-,-,-,-,-,-
0.49990917230254994,27.5742758467204,0.7604177999722828,0.0017481147247256352,-,-,-,-,-,-,-,-
0.49313923452209063,27.28871386533092,0.7545752599024762,0.0018669224888081338,-,-,-,-,-,-,-,-
0.4920865442191232,27.27829437431522,0.7532083470726718,0.00187140696668019,-,-,-,-,-,-,-,-
0.5347534920399917,27.936693242824553,0.7649280029612857,0.001608155258434996,-,-,-,-,-,-,-,-
0.5297825179942258,27.940531763048998,0.7592482960953079,0.0016067345064034884,-,-,-,-,-,-,-,-
0.5139253401814305,27.63034636792996,0.7508919249150368,0.001725690254721917,-,-,-,-,-,-,-,-
0.49672045482736726,27.160349609770865,0.7426614564410544,0.0019229269250556603,-,-,-,-,-,-,-,-
0.4891544333312364,26.79161597842573,0.740895709146662,0.002093323396668645,-,-,-,-,-,-,-,-
0.48735785784549934,26.564690325646282,0.7414160779173185,0.0022056114029618554,-,-,-,-,-,-,-,-
0.48795172398393133,26.37549668154374,0.742468797309863,0.0023038194831802314,-,-,-,-,-,-,-,-
0.4903987137871555,26.545208976208233,0.7442927196728979,0.002215527485296221,-,-,-,-,-,-,-,-
0.5009932201268765,27.075188553562572,0.7481544575586775,0.001961006034033619,-,-,-,-,-,-,-,-
0.4958939053615005,27.106152096201335,0.7467212835746982,0.0019470744589493454,-,-,-,-,-,-,-,-
0.49235736703348687,26.69658508920189,0.7415483427649832,0.0021396338564358343,-,-,-,-,-,-,-,-
0.4980670391662107,26.69289123718321,0.7409036979448463,0.0021414544851100638,-,-,-,-,-,-,-,-
0.5685080303048219,28.714184072810866,0.7790848498202637,0.0013445543518661787,-,-,-,-,-,-,-,-
0.5608690062129065,28.685629439618936,0.7739259476900986,0.00135342391809661,-,-,-,-,-,-,-,-
0.5510688884322233,28.495800285500597,0.7682872629903489,0.0014138941573437396,-,-,-,-,-,-,-,-
0.5407082946516288,28.348888373230604,0.7639973938697557,0.001462541483455229,-,-,-,-,-,-,-,-
0.5285123184381945,27.98761052876457,0.7593337017938221,0.0015894110012823436,-,-,-,-,-,-,-,-
0.5265438677690742,27.844955749241645,0.7594685009916678,0.0016424863951718276,-,-,-,-,-,-,-,-
0.5263609171529989,27.700846472726393,0.7592788057134193,0.0016979026842104485,-,-,-,-,-,-,-,-
0.5258055802685505,27.78658833360961,0.7599151728493194,0.0016647098828812498,-,-,-,-,-,-,-,-
0.5273006082608556,27.897902914091514,0.7588790563426028,0.0016225834129471085,-,-,-,-,-,-,-,-
0.5242247408281797,27.79494805676016,0.7583877436424954,0.0016615085500293776,-,-,-,-,-,-,-,-
0.525808435947142,27.077887243386062,0.7568091316681078,0.001959787844462472,-,-,-,-,-,-,-,-
0.5367970089799647,27.02427579380305,0.7578873808951402,0.0019841304938838815,-,-,-,-,-,-,-,-
0.5997109741535511,30.447850037829404,0.7973251251799809,0.0009020075682620348,-,-,-,-,-,-,-,-
0.5940011992105702,30.403368481508906,0.7917705726292146,0.0009112937383693658,-,-,-,-,-,-,-,-
0.5801038816990843,30.14262053841245,0.7867588148829477,0.0009676837724107947,-,-,-,-,-,-,-,-
0.5608729638053096,29.79209920254928,0.7803759949541428,0.0010490252451972463,-,-,-,-,-,-,-,-
0.5473656103759587,29.642473007096633,0.778178484758655,0.0010857971553706724,-,-,-,-,-,-,-,-
0.5408086083666145,29.379154426508393,0.7760772227289726,0.001153667857601655,-,-,-,-,-,-,-,-
0.5373235318073994,29.148266971723483,0.7754949802141833,0.0012166614098335477,-,-,-,-,-,-,-,-
0.537399783851708,29.1223662056548,0.7755978669528384,0.0012239391623462194,-,-,-,-,-,-,-,-
0.5443697081754351,29.322650951498638,0.7762624408582824,0.001168775741578958,-,-,-,-,-,-,-,-
0.5514893685181337,29.401129987101434,0.7793810816632452,0.0011478449232479044,-,-,-,-,-,-,-,-
0.5564793939049157,28.775166372185254,0.7790274585090067,0.0013258063266052976,-,-,-,-,-,-,-,-
0.5679260012475559,28.561758251451526,0.7807114204404464,0.0013925828942858633,-,-,-,-,-,-,-,-
0.6050708909655075,29.882543336324986,0.7956106753828742,0.001027404442503784,-,-,-,-,-,-,-,-
0.6012844305733511,29.815597475671076,0.7901840239628,0.0010433645817885294,-,-,-,-,-,-,-,-
0.5909345892862026,29.649137975863784,0.7862109120918181,0.001084132082285543,-,-,-,-,-,-,-,-
0.5723787867169488,29.402067420196524,0.7806227473264489,0.0011475971832663387,-,-,-,-,-,-,-,-
0.5582177434607227,29.153894239214342,0.7764967099080846,0.0012150859576797437,-,-,-,-,-,-,-,-
0.5507131196546069,28.943700869505797,0.7751603005126215,0.0012753415462588267,-,-,-,-,-,-,-,-
0.5448308928697322,28.761321482833825,0.7743531878104204,0.0013300396453447309,-,-,-,-,-,-,-,-
0.5456118350238739,28.772914385522597,0.7739689719108429,0.001326493992474739,-,-,-,-,-,-,-,-
0.5519312963092612,28.966966799618284,0.776277741658733,0.0012685275287718056,-,-,-,-,-,-,-,-
0.5630183146381533,29.11149190240937,0.7784812213316974,0.0012270076496911303,-,-,-,-,-,-,-,-
0.5723413907626815,28.956485101777893,0.7801994631887688,0.0012715928418280489,-,-,-,-,-,-,-,-
0.5773895606507167,28.48271489825878,0.781277731775457,0.0014181607057100218,-,-,-,-,-,-,-,-
0.6035623849612752,30.671480094860687,0.7983709426466216,0.0008567358126965043,-,-,-,-,-,-,-,-
0.5976267109613633,30.535245558341863,0.7929866436502512,0.0008840371820819562,-,-,-,-,-,-,-,-
0.5905878374143717,30.475630469283928,0.7916160054043576,0.0008962560647383498,-,-,-,-,-,-,-,-
0.5801113892077104,30.250139234322937,0.7863609428327748,0.000944020610285467,-,-,-,-,-,-,-,-
0.5722279436824494,30.137983295777936,0.7831528230879118,0.0009687175933821471,-,-,-,-,-,-,-,-
