Epoch,Dice,MSE,SSIM
1,0.5830450160728587,0.001676918827369557,0.8005958842330733
2,0.3457132985220202,0.04224686536622114,0.25524648340244555
3,0.3457132985220202,0.04225644939942026,0.2566935875590711
4,0.3457132985220202,0.042248292273474965,0.25477118582443153
5,0.3457132985220202,0.04225862905708047,0.25677289894311234
