Epoch,Dice,MSE,SSIM
1,0.6021683725450672,0.0012982539583836705,0.8735319366716924
2,0.58486594760248,0.0012736599275251644,0.8745237189152575
3,0.594665480866395,0.0012348279487548943,0.875553842396893
4,0.584211886883685,0.0012378996474585373,0.8752347430911861
5,0.5878511812264167,0.0012279268716902613,0.8745937440157184
6,0.5806030007516397,0.0012350194188368623,0.8722023132696433
