Image Pair,MSE,SSIM,Mean MSE,Mean SSIM
1,0.0002899174106771353,0.9151137989762793,-,-
2,0.0006613243399487842,0.8426417250183347,-,-
3,0.0010871076435013626,0.8439445141523,-,-
4,0.0014236431232756397,0.8512096518993136,-,-
5,0.0014783781902023491,0.8553098292894445,-,-
6,0.0012261976104101084,0.8660460742819043,-,-
7,0.000853938476440078,0.8855063461646138,-,-
8,0.0006723957085972978,0.8881986632714451,-,-
9,0.0005334003620716106,0.8850713245401529,-,-
0,0.0012307806950454681,0.8234266596608547,-,-
1,0.001391134171540607,0.8075763656094829,-,-
2,0.00031744692863420673,0.9232164894628777,-,-
3,0.0005615413575048992,0.8776603314706332,-,-
4,0.0008586253609890956,0.8633419318797215,-,-
5,0.0006697554679061708,0.8869989461473079,-,-
6,0.000613799252082857,0.8976944960897494,-,-
7,0.0005506724250398329,0.9090136179630406,-,-
8,0.000334356463372808,0.9318944120693555,-,-
9,0.000524002927397733,0.9104088599537805,-,-
0,0.000842045660530667,0.8674584161178756,-,-
1,0.0012968720792529234,0.8070138630625289,-,-
2,0.0012282678892233231,0.8277815866142813,-,-
3,0.00029204581882449063,0.9356745342856729,-,-
4,0.0003361478756222062,0.9231989721699458,-,-
5,0.0005187363988695348,0.89859473311796,-,-
6,0.000454272407449287,0.910817219344531,-,-
7,0.0003926375094788322,0.9314500897015721,-,-
8,0.00029739374411882593,0.9395207801979604,-,-
9,0.00024656268604579025,0.94738518228379,-,-
0,0.0004055463438309677,0.9308180454161988,-,-
1,0.001041692891499042,0.8468921396171997,-,-
2,0.0013232202738079658,0.8360389858318684,-,-
3,0.0009731535670758448,0.8621558865261448,-,-
4,0.00019501028829814278,0.9507437910076436,-,-
5,0.0003019789558011968,0.9269395206824175,-,-
6,0.00032629891217273626,0.9261507616176321,-,-
7,0.0003376072802642072,0.9261161269828084,-,-
8,0.00030252736378098784,0.9347210456769981,-,-
9,0.00024000677578454166,0.9445188199092224,-,-
0,0.0001909884913869933,0.9526660360266791,-,-
1,0.0002963496942752045,0.9419103276333622,-,-
2,0.0005379345503196125,0.9008299678395053,-,-
3,0.0011863456526686736,0.8676652723781038,-,-
4,0.0006131599231698287,0.8931856706804189,-,-
5,0.0002533648713139865,0.9460939376044717,-,-
6,0.0002744782065978857,0.9336936120804643,-,-
7,0.00033105613313395545,0.9272133745300908,-,-
8,0.0003626533607172717,0.9317919932095399,-,-
9,0.0003390605218122055,0.9419682999338778,-,-
0,0.0002465110712406669,0.9460022751151062,-,-
1,0.00019330152660245297,0.9538290913889856,-,-
2,0.00039082441623005597,0.9299248737547264,-,-
3,0.00048506799356123263,0.9181169609990937,-,-
4,0.0007799979361189166,0.8918690678362202,-,-
5,0.0007974721852568729,0.9049511403706916,-,-
6,0.00017719992683238667,0.9532201759258957,-,-
7,0.00016907789588316188,0.950073238837608,-,-
8,0.00019265346614602308,0.943512679891845,-,-
9,0.0001942743080144456,0.9504797224849654,-,-
0,0.0001821759356049905,0.9550205022455295,-,-
1,0.00016741426500283747,0.9536856604221161,-,-
2,0.00014968384704074257,0.957189892682896,-,-
3,0.0002154834630097497,0.9476564813606125,-,-
4,0.00029740209526207074,0.9363902404148787,-,-
