Image Pair,MSE,SSIM,Mean MSE,Mean SSIM
8,0.00036629446453215946,0.9248017839811244,-,-
9,0.0015057525754363,0.8731521180201303,-,-
0,0.0038286608263573864,0.8093702297050552,-,-
1,0.0025771260397883535,0.8190666827163235,-,-
2,0.004546295133372794,0.8495583428329819,-,-
3,0.0006446780891603285,0.8897365468187468,-,-
4,0.0007831142268779774,0.8623522008046223,-,-
5,0.0006044858498134142,0.8801192853986692,-,-
6,0.00048611716929132417,0.8967675617392774,-,-
7,0.00043070244157846166,0.9160114917023178,-,-
8,0.0003592560324775122,0.930944080134574,-,-
9,0.0003754359866938092,0.9334859106503188,-,-
0,0.0008660596000152055,0.899904920389596,-,-
1,0.0013554625073451663,0.8706628007585901,-,-
2,0.001658688944131596,0.8770140089702767,-,-
3,0.001437676767748654,0.8907580000994058,-,-
4,0.00033798559686677477,0.9193156553571028,-,-
5,0.000601982039456206,0.9086324662077064,-,-
6,0.00027917934940931214,0.9130544025386386,-,-
7,0.0003452069257543442,0.9152079393372264,-,-
8,0.00024959600558303467,0.9325529400516614,-,-
9,0.00016570611652378064,0.9464936205000641,-,-
0,0.00030402107542192724,0.9271155529229672,-,-
1,0.0003732160960691887,0.9257936289455366,-,-
2,0.0012870456734829843,0.9011828436944788,-,-
3,0.0011604349337380213,0.9158843981474369,-,-
4,0.0012468524194697553,0.9141193512139333,-,-
5,0.00041257776424605063,0.9385973007534182,-,-
6,0.00031505680244848383,0.9377046670461019,-,-
7,0.0002488808767192447,0.941993340023761,-,-
8,0.0001940237966315757,0.9561255465181537,-,-
9,0.00012534722473409076,0.9691849271713042,-,-
0,9.029161823079583e-05,0.9731588607345527,-,-
1,0.00028114074232959247,0.9505406970541389,-,-
2,0.0007414327196332821,0.9345792168585852,-,-
3,0.001990254124870073,0.9002031920824005,-,-
4,0.0012250229466967565,0.9401671081082588,-,-
5,0.001412666991910245,0.9169060633069774,-,-
6,0.0002871216737051633,0.950667502002286,-,-
7,0.00031153415298574124,0.9519336653315494,-,-
8,0.0002071492102079487,0.9594150373499377,-,-
9,0.00011895699202416663,0.9698661820286352,-,-
0,9.233658201701659e-05,0.9745430105888262,-,-
1,7.951031037421899e-05,0.977528687542608,-,-
2,0.00012884259477180873,0.9694322836830428,-,-
3,0.0003108740732803928,0.954874849876234,-,-
4,0.0005610367643037804,0.942201294502942,-,-
5,0.0012366415880872032,0.9283042375699737,-,-
6,0.0006503545931915582,0.9514654406190737,-,-
7,0.000253572721981389,0.9668047514353163,-,-
8,0.000276638921046351,0.9638396210212916,-,-
9,0.0003346110111003096,0.9601654505138363,-,-
0,0.0001243700037278526,0.9699348470480665,-,-
1,8.340980498494569e-05,0.9782371271559455,-,-
2,7.401319063543474e-05,0.9781692621461923,-,-
3,8.838282347463522e-05,0.9754108301816994,-,-
4,0.00011571148342736486,0.9704931917790424,-,-
5,0.0005182230565377162,0.9579648668237235,-,-
6,0.00018688372028323347,0.968134193963327,-,-
7,0.00015641037631519472,0.9716486764117712,-,-
8,7.434623294349599e-05,0.9773209461456928,-,-
9,0.0001104177007113773,0.9760162328801504,-,-
0,9.082879055136719e-05,0.9729484776740317,-,-
1,8.986770915115e-05,0.9750732609330269,-,-
2,4.979476091273591e-05,0.9831373029566622,-,-
3,4.080668529246186e-05,0.9849889520340538,-,-
4,4.6665348992947674e-05,0.9838946445992118,-,-
5,4.8895783454717665e-05,0.983735794227795,-,-
6,5.9388814318992006e-05,0.9820904685889725,-,-
7,7.338719430899791e-05,0.9785535391874429,-,-
8,9.052441699243523e-05,0.978246884217273,-,-
9,0.0037860175709060113,0.793283644001756,-,-
0,0.0034815373340006373,0.7690634520848537,-,-
1,0.0031403573454767218,0.7604822508543219,-,-
2,0.0023475837825552245,0.8061835090874958,-,-
3,0.0016998541800153988,0.8312059269734707,-,-
4,0.0006905562762848172,0.8683802513538124,-,-
5,0.001976325432410806,0.8515184687450309,-,-
6,0.002049652749537664,0.8376839445603932,-,-
7,0.0025309494748511742,0.8321926421377426,-,-
8,0.0019176798398049149,0.8498438630051037,-,-
9,0.001150214970808479,0.8848141631104283,-,-
0,0.0012650521192665264,0.8597840710837786,-,-
1,0.0016379678130220123,0.855196895010501,-,-
2,0.0017767770638952192,0.8491901229503973,-,-
3,0.0014890810602655236,0.8761009775816675,-,-
4,0.0006738204091484888,0.9113241537208281,-,-
5,0.00046551216181363173,0.9305353888390593,-,-
6,0.0010292345466090195,0.9167156642314238,-,-
7,0.001950237366822793,0.8641036533217537,-,-
8,0.0025415562241770623,0.8307145160814382,-,-
9,0.0010878853048321107,0.8714004974969713,-,-
0,0.00038269851540623587,0.9137401716898415,-,-
1,0.0003312973232828447,0.9295107659492857,-,-
2,0.0003423073522794167,0.9250419332941131,-,-
3,0.0004594995507002097,0.9254653252067121,-,-
4,0.0007372181436678336,0.9112501514826781,-,-
5,0.0006097957293533891,0.9350514129926217,-,-
6,0.00034853231791523773,0.9519382978888737,-,-
7,0.0004529650705623785,0.9358343484599875,-,-
8,0.0005870053071364698,0.9016121357093704,-,-
9,0.0005262066866682356,0.8910260388833537,-,-
0,0.00034259426700320854,0.9226282591676275,-,-
1,0.0001994098509862468,0.9403868360743488,-,-
2,0.0001980663946095204,0.9523029120971326,-,-
3,0.00019746514146261787,0.9481673102816316,-,-
4,0.00019497783051244835,0.9515267477558498,-,-
5,0.00016909182882390736,0.9524961573350338,-,-
6,0.0001785366470380269,0.9559411075006841,-,-
7,0.00012623810635475278,0.9634819752530737,-,-
8,0.00020148450507414937,0.9483825016183365,-,-
9,0.00028757322398863694,0.9292162626157413,-,-
0,0.0003245142695974187,0.9307523943825753,-,-
1,0.00018609519962097342,0.9495377227214472,-,-
2,0.0001469480679666578,0.959003973992563,-,-
3,0.00023136603280932697,0.9455157571815347,-,-
4,0.00020105774756042275,0.9509580251387176,-,-
5,0.0018785427321147089,0.9367428035917195,-,-
6,0.00017731746752424121,0.9542800768377768,-,-
7,0.00011384942143913274,0.965187397973184,-,-
8,0.00011689952649668716,0.9641841370397186,-,-
9,0.00018418424270164906,0.9543711311651324,-,-
0,0.0002608352687291056,0.9430446954723806,-,-
1,0.00036460720700371715,0.9285813749914891,-,-
2,0.0002641139900736275,0.9450694282874835,-,-
3,0.00012723819204942994,0.9652332123679818,-,-
4,0.0001859431405296786,0.9574766826166727,-,-
5,0.00019545160592907175,0.9519570182258112,-,-
6,0.00015313996586509835,0.9604002208101046,-,-
7,0.00014870382854710804,0.9596835223345782,-,-
8,0.00011269996255277052,0.9648330922266026,-,-
9,0.00013292251376676378,0.962281522504861,-,-
0,0.0001751715841898902,0.9580490705252306,-,-
1,0.00023512376652316865,0.9496403351540896,-,-
2,0.00040970225468731693,0.9310395682298738,-,-
3,0.00024141216580849352,0.9465348190832429,-,-
4,0.00013181531612278967,0.9671105059373057,-,-
5,0.0001338383378335829,0.9636069432436578,-,-
6,0.00012090236733148596,0.9655973294077965,-,-
7,0.00011883644250145032,0.9655112736692248,-,-
8,9.824370029270992e-05,0.9687920609663632,-,-
9,8.772137454449684e-05,0.9710391931647054,-,-
0,0.00010228681931681767,0.9682087636288538,-,-
1,0.0001730786999548607,0.9597388785165066,-,-
2,0.00023091562544719866,0.9492566285676423,-,-
3,0.00033368851940332965,0.9440499798601567,-,-
4,0.0002531898695872152,0.9543184356168283,-,-
5,0.00010035152620684513,0.9730378842131929,-,-
6,8.678894361168663e-05,0.9714330143949187,-,-
7,8.49119732113196e-05,0.9695161923680058,-,-
8,7.429345853073713e-05,0.9717350222782467,-,-
9,6.248622918380493e-05,0.9748099546195683,-,-
0,5.836179399454641e-05,0.976258772524583,-,-
1,6.7605740187385e-05,0.9766534888478468,-,-
2,0.0001109694650800977,0.9628077708483603,-,-
3,0.00015945858053477885,0.955528532595712,-,-
4,0.0003116718974466382,0.9461006154504991,-,-
5,0.00013791081703055672,0.9614235460949495,-,-
6,7.815226660330815e-05,0.9749314930070005,-,-
7,7.045878797791435e-05,0.9764833512820007,-,-
8,8.124583389840104e-05,0.9735643567424148,-,-
9,6.740110315625066e-05,0.9762258293520808,-,-
0,5.915643119589011e-05,0.9785582953215181,-,-
1,4.946175883936507e-05,0.9810160582978398,-,-
2,5.552199753459204e-05,0.9804682428249193,-,-
3,0.00010193005648413637,0.9742385899607422,-,-
4,0.0001154278375955831,0.9671468159090608,-,-
5,0.0003208409974986595,0.9534855546541536,-,-
6,7.946006458245261e-05,0.9732978698726987,-,-
7,5.539616792095013e-05,0.979467085501674,-,-
8,8.139143210105572e-05,0.9747060481602366,-,-
9,9.087725886549773e-05,0.9719935173649384,-,-
0,8.168734882278646e-05,0.972457940363838,-,-
1,6.913090483112635e-05,0.9757599133008251,-,-
2,6.539562940390712e-05,0.9763983110389141,-,-
3,6.357065222961173e-05,0.9794499069853986,-,-
4,9.633493619129932e-05,0.9719083794106912,-,-
5,8.701389001357372e-05,0.9721380564191681,-,-
6,6.481428673482442e-05,0.977192352744673,-,-
7,6.031381135404103e-05,0.9794747792662567,-,-
8,5.9523159300359876e-05,0.9787010501075503,-,-
9,0.0005498869615238349,0.9089516287033887,-,-
0,0.0007787136249498839,0.876207754645503,-,-
1,0.000432459928061413,0.896062799293391,-,-
2,0.00036692406631131996,0.9142056794810629,-,-
3,0.0005859873895232924,0.9243719451917295,-,-
4,0.00039330344444361213,0.9253012976181841,-,-
5,0.0002479084387126088,0.9351941311208289,-,-
6,0.0002281480827813993,0.9313509137440229,-,-
7,0.0003547784397682845,0.8971299839230549,-,-
8,0.0007495908872162941,0.872637334800477,-,-
9,0.00044443585063629553,0.9205486062009336,-,-
0,0.0004648210789275696,0.9015653656362762,-,-
1,0.0013852202079092124,0.8433766710433879,-,-
2,0.0008121419815365044,0.8757574272712493,-,-
3,0.0010181260897365644,0.900235300412647,-,-
4,0.0010468178052144095,0.9088542274560627,-,-
5,0.00044194685942521993,0.9207050919270355,-,-
6,0.00023764918424374416,0.9272644460277927,-,-
7,0.0004331406620486875,0.9304916820774604,-,-
8,0.001023575169290031,0.8763851197296724,-,-
9,0.001632052858866274,0.8494533789143693,-,-
0,0.0023260919838855487,0.8783234314541961,-,-
1,0.0007542789733197537,0.9335736696508538,-,-
2,0.0012074637945282093,0.9013315127318885,-,-
3,0.0006590877932152944,0.8874815847308322,-,-
4,0.0028319469517395896,0.8902691458561917,-,-
5,0.0009678732288979733,0.917876069308101,-,-
6,0.0006403483906436307,0.932832479775215,-,-
7,0.000826064980051694,0.9363142082837955,-,-
8,0.0002508557127970589,0.9375176613394827,-,-
9,0.0009660856056248812,0.8965079930983215,-,-
0,0.0024589151472956526,0.8560852153741355,-,-
1,0.0007119341104907332,0.8943479893555594,-,-
2,0.00014335176500368605,0.9474299392436986,-,-
3,0.001834489263511372,0.9111338773995922,-,-
4,0.0022380584990581527,0.9063745184950643,-,-
5,0.0014124783257336098,0.9156391108628623,-,-
6,0.0003895206183542177,0.9305391893462088,-,-
7,0.00020311609619428264,0.9470699360499706,-,-
8,0.0013833744546360898,0.9442020361569802,-,-
9,0.000167235825759176,0.9463424346121614,-,-
0,0.0023085375423249773,0.8940340135466965,-,-
1,0.0017585975150934234,0.8905306181460967,-,-
2,0.0018086637628148537,0.9120690472854722,-,-
3,0.0001381807831005975,0.9492725840314209,-,-
4,0.00013522950630200117,0.9419426889958599,-,-
5,0.00016972738180661432,0.9430824970188091,-,-
6,0.00016669222560914594,0.9504606001789231,-,-
7,0.0001348066750830946,0.9550525457341229,-,-
8,0.00012115951661592354,0.9579336679515468,-,-
9,0.00014729174117381944,0.945968921562903,-,-
0,0.0038320827643117013,0.9113358182499964,-,-
1,0.00023126392624530593,0.9236431559727112,-,-
2,0.0007823089145480776,0.9021997422991104,-,-
3,0.00017470376309946422,0.9385799515982839,-,-
4,0.00021067344404573267,0.9363773451168783,-,-
5,0.0002951050266622443,0.9189103429704254,-,-
6,0.00024486805972501825,0.9245238733120426,-,-
7,0.00020454407476232683,0.935025361915321,-,-
8,0.00018533635296820472,0.9400910855783807,-,-
9,0.00016022755674395894,0.9453655414436304,-,-
0,0.00029326287663636823,0.9272969686934325,-,-
1,0.0003316481982025643,0.9235310505959654,-,-
2,0.005760736174623007,0.8878863030704813,-,-
3,0.0036151551169439694,0.8898836728388674,-,-
4,0.0003842858538874322,0.9191862212186109,-,-
5,0.0002671260247254931,0.9383051680575516,-,-
6,0.000327010846218949,0.923642900748482,-,-
7,0.0009870415015341219,0.9093703099781114,-,-
8,0.0002934480549415365,0.9339332327495338,-,-
9,0.00024910951150906933,0.9386446284123042,-,-
0,0.00016345366107052388,0.9488924677855549,-,-
1,0.00025195697063415363,0.9379358380836876,-,-
2,0.00043774506315842653,0.922166065926755,-,-
3,0.00036095235927004627,0.9223418092027555,-,-
4,0.00041433922274575674,0.9183265125021501,-,-
5,0.0002865410473671722,0.9349857900812935,-,-
6,0.00018381766389374778,0.9561912303285934,-,-
7,0.00022718600882789858,0.9442249103921522,-,-
8,0.0003021015763493466,0.9336505706286935,-,-
9,0.00029948063503383587,0.9500715323653316,-,-
0,0.00017590659393617897,0.9555740130728109,-,-
1,0.00012446689303741235,0.9654606075596366,-,-
2,0.00020172677461142787,0.9512562561249396,-,-
3,0.0003238018048828872,0.9349398684029769,-,-
4,0.0004426867874774302,0.9365152368448741,-,-
5,0.0004705210552780698,0.9403529046031626,-,-
6,0.0001915369306599752,0.9527380538241166,-,-
7,0.00016634280889754466,0.9579421448711406,-,-
8,0.00026457209265262513,0.9417066350447753,-,-
9,0.0006799824479753683,0.9217498237216326,-,-
0,0.00027050020275353875,0.9446350776898855,-,-
1,0.00012875857138371994,0.9652018509279167,-,-
2,0.0001278337148037401,0.9700208753586504,-,-
3,0.0003807904361471184,0.9537521905345849,-,-
4,0.000674280499719539,0.9392576965328118,-,-
5,0.0002895108654996152,0.9564042181154385,-,-
6,0.00017647214467581292,0.9592084282834623,-,-
7,0.00013925194123017012,0.961698775156969,-,-
8,0.00019412695391627527,0.9662212869570864,-,-
9,0.0002507525550108537,0.9592555944541223,-,-
0,0.0017438009073924927,0.9309313533338539,-,-
1,0.00019684891842116202,0.9567044155363744,-,-
2,0.00013738453999047863,0.9673982156639075,-,-
3,9.260553864647548e-05,0.975755066272536,-,-
4,0.00046854245430347333,0.9623760488577694,-,-
5,0.0003306442522589785,0.9568726090673687,-,-
6,0.00018909680364371232,0.9674704521129311,-,-
7,0.00016191596792189018,0.9669913933355366,-,-
8,0.0003021366523986167,0.9661553236721645,-,-
9,0.0002767894160208506,0.9274262238680343,-,-
0,0.0008041890848707013,0.8958297938352212,-,-
1,0.00037584950061061377,0.9155108459336881,-,-
2,0.0007787331099380024,0.9133834620275378,-,-
3,0.0002228213152944509,0.9260260052318459,-,-
4,0.0003293743299676982,0.9285353138894608,-,-
5,0.00019388889179307553,0.9421896685849737,-,-
6,9.750818563988552e-05,0.9512387045272966,-,-
7,0.0004591582537341523,0.9285161481657339,-,-
8,0.0005053973738067953,0.902358609991089,-,-
9,0.00028244051878776547,0.9354725211442703,-,-
0,0.0004541383318166401,0.8915995144804592,-,-
1,0.00040711292781830873,0.8949507839453349,-,-
2,0.0004230252000741736,0.9019030249750526,-,-
3,0.0003084348458734844,0.9156106069281058,-,-
4,0.00022438935000520982,0.9307102105760796,-,-
5,0.00012377698474203033,0.9559813109830271,-,-
6,0.000197978947869033,0.9340702998254625,-,-
7,0.0002149795281315352,0.9328411278567147,-,-
8,0.0002841332573426313,0.9208601210003334,-,-
9,0.00026546596690187795,0.9125284514854995,-,-
0,0.00020308272922602287,0.930470856248529,-,-
1,0.0006665552736105749,0.8882179196642049,-,-
2,0.00040484994097115076,0.9040893423833913,-,-
