Epoch,Dice,MSE,SSIM
1,0.6292267762236914,0.0022035119823391063,0.782388492338535
2,0.6279487484117314,0.0022001367611629062,0.7825542880698598
3,0.6285193206505486,0.0021854653370984244,0.7836599785683442
4,0.6284261367506213,0.002207101936101126,0.7815184881031155
5,0.6286296249236699,0.002195819792182121,0.7831091005111194
