Epoch,Dice,MSE,SSIM
1,0.521095279875031,0.001409777349020486,0.8108679017860646
2,0.5212524828563535,0.0013586102032130188,0.8164497289790945
3,0.5187275527894643,0.001345049363906088,0.8175716351543748
4,0.5204451935940713,0.001381249125971547,0.8182078130222067
5,0.5199665312498797,0.001335091249614742,0.8201174774013781
6,0.5151971935514394,0.0013140716191491538,0.8213425972079321
