Index,MSE,SSIM
1,0.0014089855276223175,0.8921011713269266
1000,0.0014089855276223175,0.8921011713269266
2000,0.0014089855276223175,0.8921011713269266
3000,0.0014089855276223175,0.8921011713269267
4000,0.0014089855276223175,0.8921011713269266
5000,0.0014089955565032618,0.892025820564678
6000,0.001352802940868783,0.8923136768633182
7000,0.0013096794094711649,0.8936323592582937
8000,0.0012734161326712736,0.8935053566442459
9000,0.001252880691632849,0.894032858846725
10000,0.0012231171572459627,0.8942816346982161
11000,0.0012299429815477083,0.890935053814994
12000,0.001170973939805376,0.8943117784905605
13000,0.001175474410027238,0.8962141787866723
14000,0.0011449148857139771,0.896375532829914
15000,0.0011205415818386656,0.896498211100021
16000,0.0011222509789984355,0.8973771675319546
17000,0.0011139185065536198,0.8975431091939855
18000,0.0010781352853658744,0.8968224923143719
19000,0.001078786757719259,0.8970788425697945
20000,0.001075693190522793,0.8983769692160504
21000,0.0010601654274925818,0.8983640388524775
22000,0.0010500631759291818,0.8985960585050814
23000,0.0010338680660969494,0.8989636799080422
24000,0.0010561001612261433,0.8986442806497049
25000,0.0010232020011753514,0.9000172220596998
26000,0.001025763217810425,0.8999467004917685
27000,0.0010183367338144872,0.9002582404267133
28000,0.001025464055694404,0.9009048387106704
29000,0.0010027947318056133,0.898612894775002
30000,0.0009815097122857165,0.9012128300023853
31000,0.0009715353657371101,0.9013542963678756
32000,0.0009673488504805167,0.8996740307244884
33000,0.0009609436666854206,0.9025746978712573
34000,0.0009508482555625371,0.9028950172864907
35000,0.0009413613900694879,0.9032883874207555
36000,0.0009441440482729518,0.9020046961498065
37000,0.0009327720468715013,0.9002932925925774
38000,0.0009322694946558414,0.9032492709526101
39000,0.0009326529878124222,0.9038406007947127
40000,0.0009111978117298638,0.9046914658864125
41000,0.0009025786832873105,0.9042923915865075
42000,0.0008976233894409519,0.9055186876234155
43000,0.0009182854615562089,0.9038516676807841
44000,0.000896966529035441,0.9051589714023652
45000,0.0009041617292770227,0.9061653893203948
46000,0.0008881319861670026,0.9056198026706633
47000,0.0008765631750171847,0.9058245940412787
48000,0.0008845300890770194,0.906629717475784
49000,0.0008741511767482335,0.9069293145757675
50000,0.0008832772450101012,0.9062406246379578
51000,0.0008835172593967494,0.9055530561937243
52000,0.0008887790420171196,0.9050991579419906
53000,0.0008674593808309958,0.9077814022136868
54000,0.0008581575495580554,0.9078950390366012
55000,0.0008502826928230995,0.9077450723581404
56000,0.000863475765614307,0.9083474151534222
57000,0.0008427047185364199,0.9078288357767047
58000,0.0008548813549681533,0.9080817009549164
59000,0.0008477549606266231,0.906848782475581
60000,0.000833686042607318,0.9081967206528305
61000,0.0008507552125869433,0.9079938948586178
62000,0.0008575257095837318,0.9070997057141951
63000,0.0008221853089410379,0.9089061147637072
64000,0.0008501554156610642,0.9089366773858126
65000,0.000839127618433202,0.9091501595979389
66000,0.0008282831989146907,0.9089451982819546
67000,0.0008221904341111959,0.9096641367834502
68000,0.0008242780720000712,0.9093135700016423
69000,0.0008403636707829746,0.9087933433670914
70000,0.000836703301883389,0.909276586700832
71000,0.000809519106971807,0.9098525459401133
72000,0.000821820587386513,0.9109007513952525
73000,0.0008017277998194874,0.9102173834523836
74000,0.0008116099195146679,0.9098489540966839
75000,0.000806447821374286,0.910788279064007
76000,0.0008097794217456891,0.9114631368996056
77000,0.0008191262130769324,0.9112692308349729
78000,0.000804785929464755,0.9113718153701198
79000,0.0008001857064580843,0.9110956639883754
80000,0.0008033585992334485,0.9104715606863244
81000,0.0007924278366958646,0.911478453756175
82000,0.0007846743137646901,0.9114678303825307
83000,0.0007918071013641004,0.9121100196132738
84000,0.0008015517028805766,0.9085169122722072
85000,0.0007760210592294631,0.9121872687282648
86000,0.0007994979235400206,0.9118204118093487
87000,0.0007739875055009597,0.9119126607660786
88000,0.0007794237855345674,0.9115591348608839
89000,0.0007805641415174103,0.9125072409007398
90000,0.0007731686697558028,0.910760472637255
91000,0.0007726577540935952,0.9124057900007072
92000,0.0007854030816079243,0.9118583408901533
93000,0.0007730495015422125,0.9125706486322527
94000,0.0007675618067749347,0.9125477614806872
95000,0.0007890961856238769,0.9126414154669639
96000,0.0007684634040227021,0.9127879256000939
97000,0.0007641711513003998,0.9127988223877197
98000,0.0007647569842837785,0.9131393679952605
99000,0.0007761952989330487,0.9132326505749205
100000,0.0007779062870369171,0.9130791396600888
