Epoch,Dice,MSE,SSIM
0,0.4955351021970916,0.0006881191719734937,0.9353826895274794
1,0.49039578002746426,0.000607256992681912,0.9395828883017048
2,0.48758429067242237,0.0006076196115593517,0.9403148287964314
3,0.4902397495911975,0.0005923141829770471,0.9416206049040488
4,0.48952440172295614,0.0005930216180448189,0.9420182051366139
